DATA,HORA,CONCESSIONARIA,RODOVIA,KM,SENTIDO,LATITUDE,LONGITUDE,CLASSE,SUBCLASSE,CAUSA_PROVAVEL,VITIMA_ILESA,VITIMA_LEVE,VITIMA_MODERADA,VITIMA_GRAVE,VITIMA_FATAL,VEICULOS_ENVOLVIDOS,MUNICIPIO,REGIAO_ADMINISTRATIVA,REGIONAL_DER,JURISDICAO
2020-07-05,04:47:00,L01-AUTOBAN,SP330,109.8,NORTE,-22.826997984583,-47.184564415475,CAPOTAMENTO,CAPOTAMENTO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-05,08:44:00,L01-AUTOBAN,SP330,46.0,NORTE,-23.288228385438,-46.865943074226,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,2,MOTO=2,CAJAMAR,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-05,10:00:00,L01-AUTOBAN,SP330,83.0,NORTE,-23.005453558525,-47.027873396874,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,1,0,0,0,BICICLETA=1|NÃO INFORMADO=1,VALINHOS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-05,11:46:00,L01-AUTOBAN,SP330,25.0,SUL,-23.42658,-46.787612,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1|MOTO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-05,11:53:00,L01-AUTOBAN,SPM330D,14.3,NORTE,-23.504892144436,-46.751133934448,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-05,18:19:00,L01-AUTOBAN,SP330,12.5,SUL,-23.508817966416,-46.735225617886,ATROPELAMENTO DE PEDESTRE,ATROP. PEDESTRE-ANDARILHO,NÃO INFORMADO,0,0,0,0,1,AUTOMÓVEL=1|NÃO SE APLICA=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-05,23:34:00,L28-ENTREVIAS,SP330,400.0,NORTE,-20.4173926809,-47.8282260193,ATROPELAMENTO DE ANIMAL,ATROP. ANIMAL-DOMÉSTICO GRANDE PORTE,ANIMAL NA RODOVIA,1,0,0,0,0,CAMINHÃO=1,GUARÁ,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-07-06,01:40:00,L29-VIAPAULISTA,SP330,298.0,SUL,-21.2902813,-47.74717712,CAPOTAMENTO,CAPOTAMENTO,IMPRUD. CONDUTOR-DORMIR AO VOLANTE,1,0,0,0,0,AUTOMÓVEL=1,CRAVINHOS,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-07-06,04:28:00,L06-INTERVIAS,SP330,222.4,SUL,-21.89402008,-47.48146057,ATROPELAMENTO DE ANIMAL,ATROP. ANIMAL,ANIMAL NA RODOVIA,2,0,0,0,0,AUTOMÓVEL=1,PORTO FERREIRA,CENTRAL,RIO CLARO,ESTADUAL
2020-07-06,04:39:00,L29-VIAPAULISTA,SP330,316.0,NORTE,-21.13129807,-47.76680374,TOMBAMENTO,TOMBAMENTO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,1,0,0,0,0,CAMINHÃO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-07-06,07:41:00,L01-AUTOBAN,SP330,151.6,NORTE,-22.51709787382,-47.393948590181,ATROPELAMENTO DE ANIMAL,ATROP. ANIMAL,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,LIMEIRA,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-06,16:16:00,L01-AUTOBAN,SP330,30.4,NORTE,-23.403630375598,-46.832038876352,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1|MOTO=1,CAJAMAR,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-06,16:37:00,L01-AUTOBAN,SP330,148.0,NORTE,-22.545053,-47.37612,TOMBAMENTO,TOMBAMENTO,NÃO INFORMADO,0,0,2,0,0,CARRETA=1,LIMEIRA,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-06,17:41:00,L01-AUTOBAN,SPM330E,98.5,SUL,-22.892108786456,-47.112220823765,ENGAVETAMENTO,ENGAVETAMENTO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=4,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-06,19:01:00,L01-AUTOBAN,SP330,12.255,NORTE,-23.508851877095,-46.733149543565,ATROPELAMENTO DE PEDESTRE,ATROP. PEDESTRE-ANDARILHO,NÃO INFORMADO,0,1,0,0,1,AUTOMÓVEL=1|NÃO SE APLICA=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-06,20:44:00,L06-INTERVIAS,SP330,191.6,NORTE,-22.16064072,-47.3996582,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,1,1,0,0,0,AUTOMÓVEL=1|CAMINHÃO=1,LEME,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-06,21:37:00,L01-AUTOBAN,SPM330D,111.5,NORTE,-22.815710122667,-47.20535248518,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|CARRETA=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-06,21:37:00,L01-AUTOBAN,SP330,93.44,NORTE,-22.9274621943,-47.082575460445,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,2,0,0,0,AUTOMÓVEL=1|CAMINHÃO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-06,21:46:00,L01-AUTOBAN,SP330,93.6,NORTE,-22.926642464678,-47.083888637417,CAPOTAMENTO,CAPOTAMENTO,NÃO INFORMADO,0,2,0,0,0,AUTOMÓVEL=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-06,22:53:00,L01-AUTOBAN,SP330,62.76,SUL,-23.162783486023,-46.930646744406,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1|MOTO=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-06,23:02:00,L06-INTERVIAS,SP330,204.5,SUL,-22.04840088,-47.42990112,CHOQUE,CHOQUE-OBJETO NA PISTA,OBJETO NA PISTA,4,0,0,0,0,AUTOMÓVEL=1,PIRASSUNUNGA,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-07,00:48:00,L01-AUTOBAN,SPM330E,99.0,SUL,-22.887972406914,-47.113489508629,CHOQUE,CHOQUE-MEIO FIO/CALÇAMENTO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-07,06:17:00,L06-INTERVIAS,SP330,200.3,NORTE,-22.0851593,-47.42015076,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR,2,0,0,0,0,CAMINHÃO=2,SANTA CRUZ DA CONCEIÇÃO,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-07,10:30:00,L01-AUTOBAN,SP330,136.6,NORTE,-22.633599423908,-47.333959619118,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,2,0,0,0,MOTO=1,LIMEIRA,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-07,10:37:00,L01-AUTOBAN,SP330,52.1,SUL,-23.239307889068,-46.869518452827,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,1,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-07,11:32:00,L01-AUTOBAN,SP330,35.0,SUL,-23.369188,-46.845327,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,2,0,0,0,AUTOMÓVEL=1|MOTO=1,CAJAMAR,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-07,13:25:00,L28-ENTREVIAS,SPA355/330,6.0,OESTE,-20.77995877371476,-47.84175989153582,CHOQUE,CHOQUE-SINALIZAÇÃO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,0,1,0,0,0,CAMINHÃO=1,SALES OLIVEIRA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-07-07,13:32:00,L29-VIAPAULISTA,SP330,307.0,SUL,-21.21128464,-47.75865936,TOMBAMENTO,TOMBAMENTO,PANE MECÂNICA/ELÉTRICA,1,1,0,0,0,MOTO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-07-07,13:59:00,L01-AUTOBAN,SP330,131.0,NORTE,-22.678965513198,-47.310690879822,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|CARRETA=1,LIMEIRA,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-07,17:08:00,L28-ENTREVIAS,SP330,423.5,SUL,-20.2161360994,-47.7886219056,CHOQUE,CHOQUE-OBJETO NA PISTA,OBJETO NA PISTA,0,1,0,0,0,MOTOCICLETA / MOTONETA=1,BURITIZAL,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-07-07,17:54:00,L01-AUTOBAN,SPM330D,112.74,NORTE,-22.80875058883,-47.214425095071,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,1,MOTO=1|UTILITÁRIO=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-07,18:22:00,L06-INTERVIAS,SP330,224.1,SUL,-21.8793602,-47.48648071,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",PANE MECÂNICA/ELÉTRICA,1,0,0,0,0,CAMINHONETE=1,PORTO FERREIRA,CENTRAL,RIO CLARO,ESTADUAL
2020-07-07,18:55:00,L29-VIAPAULISTA,SP330,312.5,SUL,-21.16162109,-47.75627899,COLISÃO,COLISÃO-LATERAL,IMPRUD. CONDUTOR,0,1,0,0,0,BICICLETA=1|NÃO INFORMADO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-07-08,06:11:00,L28-ENTREVIAS,SP330,356.8,NORTE,-20.7946176424,-47.8908084424,COLISÃO,COLISÃO-TRASEIRA,ESTOURO/FURO DE PNEU,2,2,0,0,0,AUTOMÓVEL=1|CAMINHÃO=1,SALES OLIVEIRA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-07-08,11:35:00,L29-VIAPAULISTA,SP330,314.4,SUL,-21.144907,-47.759655,TOMBAMENTO,TOMBAMENTO,ESTOURO/FURO DE PNEU,0,1,0,0,0,MOTO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-07-08,11:55:00,L29-VIAPAULISTA,SP330,307.5,NORTE,-21.20587158,-47.75823975,TOMBAMENTO,TOMBAMENTO,ÓLEO NA PISTA,0,1,0,0,0,MOTO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-07-08,18:10:00,L01-AUTOBAN,SP330,82.0,NORTE,-23.013082202618,-47.022766470909,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1|MOTO=1,VALINHOS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-08,19:31:00,L06-INTERVIAS,SP330,215.0,SUL,-21.95859909,-47.45980072,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR,3,0,0,0,0,AUTOMÓVEL=2,PIRASSUNUNGA,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-08,19:39:00,L01-AUTOBAN,SP330,61.5,NORTE,-23.171955886611,-46.92243039608,CHOQUE,CHOQUE-TALUDE OU BARRANCO,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-08,19:45:00,L01-AUTOBAN,SP330,90.54,NORTE,-22.946596434936,-47.064437097604,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1|MOTO=1|NÃO INFORMADO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-08,19:52:00,L28-ENTREVIAS,SP330,380.95,NORTE,-20.5839603943,-47.877173231,CHOQUE,CHOQUE-OBJETO NA PISTA,OBJETO NA PISTA,1,0,0,0,0,AUTOMÓVEL=1,SÃO JOAQUIM DA BARRA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-07-08,21:46:00,L06-INTERVIAS,SP330,187.15,SUL,-22.20066452,-47.39615631,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,1,1,0,0,0,CAMINHÃO=2,LEME,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-08,23:56:00,L29-VIAPAULISTA,SP330,302.1,SUL,-21.25458145,-47.75494003,COLISÃO,COLISÃO-TRASEIRA,MAL SÚBITO DO CONDUTOR,0,1,0,0,0,MOTO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-07-09,05:07:00,L01-AUTOBAN,SP330,98.0,NORTE,-22.895874533463,-47.110748291016,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-09,06:59:00,L01-AUTOBAN,SP330,92.0,NORTE,-22.935116422047,-47.071389555931,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-09,07:03:00,L01-AUTOBAN,SP330,19.7,NORTE,-23.470374974045,-46.776998345852,CHOQUE,CHOQUE-TALUDE OU BARRANCO,NÃO INFORMADO,0,0,0,0,0,UTILITÁRIO=1,OSASCO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-09,07:59:00,L01-AUTOBAN,SP330,120.26,NORTE,-22.754947039961,-47.256387905165,CHOQUE,CHOQUE-ELEMENTO DE DRENAGEM,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,AMERICANA,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-09,08:14:00,L01-AUTOBAN,SP330,86.6,NORTE,-22.978024144201,-47.046435565104,CHOQUE,CHOQUE-MEIO FIO/CALÇAMENTO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-09,08:19:00,L01-AUTOBAN,SPM330E,95.0,SUL,-22.919909191683,-47.094150781631,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=2,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-09,09:47:00,L01-AUTOBAN,SPM330E,99.6,SUL,-22.883506648896,-47.116125576945,CAPOTAMENTO,CAPOTAMENTO,NÃO INFORMADO,0,3,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-09,23:43:00,L28-ENTREVIAS,SP330,326.0,NORTE,-21.0513530475,-47.8246641358,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,IMPRUD. CONDUTOR-LEVOU FECHADA,0,1,0,0,0,AUTOMÓVEL=1,JARDINÓPOLIS,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-07-10,07:59:00,L29-VIAPAULISTA,SP330,313.7,SUL,-21.15100098,-47.75779724,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,IMPRUD. CONDUTOR,2,0,0,0,0,AUTOMÓVEL=1|CAMINHONETE=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-07-10,09:34:00,L01-AUTOBAN,SP330,121.82,NORTE,-22.74476563164,-47.267024517536,TOMBAMENTO,TOMBAMENTO,NÃO INFORMADO,0,0,2,0,0,MOTO=1,AMERICANA,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-10,12:03:00,L06-INTERVIAS,SP330,161.5,NORTE,-22.42939949,-47.39390182,OBJETO LANÇADO CONTRA O VEÍCULO,OBJETO LANÇADO CONTRA VEÍCULO,OBJETO LANÇADO,2,0,0,0,0,AUTOMÓVEL=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-10,13:00:00,L01-AUTOBAN,SP330,65.2,SUL,-23.14319533584,-46.940401182483,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,0,1,1,AUTOMÓVEL=1|BICICLETA=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-10,13:58:00,L06-INTERVIAS,SP330,204.1,SUL,-22.05200005,-47.42901993,CHOQUE,CHOQUE-OBJETO NA PISTA,OBJETO NA PISTA,3,0,0,0,0,AUTOMÓVEL=2,PIRASSUNUNGA,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-10,13:59:00,L01-AUTOBAN,SP330,95.0,SUL,-22.919909191683,-47.094150781632,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|CAMINHÃO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-10,14:22:00,L06-INTERVIAS,SP330,207.0,SUL,-22.0265007,-47.43619919,OBJETO LANÇADO CONTRA O VEÍCULO,OBJETO LANÇADO CONTRA VEÍCULO,ROÇADA MECÂNICA/MANUAL,1,0,0,0,0,AUTOMÓVEL=1,PIRASSUNUNGA,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-10,14:41:00,L06-INTERVIAS,SP330,163.0,NORTE,-22.41629982,-47.39020157,OBJETO LANÇADO CONTRA O VEÍCULO,OBJETO LANÇADO CONTRA VEÍCULO,OBJETO LANÇADO,3,0,0,0,0,CAMINHÃO=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-10,16:15:00,L01-AUTOBAN,SPM330E,95.8,SUL,-22.913418609088,-47.099940083654,ENGAVETAMENTO,ENGAVETAMENTO,NÃO INFORMADO,0,0,0,0,0,NÃO INFORMADO=2|UTILITÁRIO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-10,18:25:00,L01-AUTOBAN,SP330,61.0,NORTE,-23.175294620401,-46.918331980705,ENGAVETAMENTO,ENGAVETAMENTO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=7,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-10,18:34:00,L28-ENTREVIAS,SP330,440.7,NORTE,-20.0721365,-47.788093,CAPOTAMENTO,CAPOTAMENTO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,0,1,0,0,0,AUTOMÓVEL=1,ARAMINA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-07-10,18:40:00,L01-AUTOBAN,SPM330E,100.9,SUL,-22.874733437156,-47.124178658669,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,1,1,0,0,MOTO=1|NÃO INFORMADO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-10,18:46:00,L01-AUTOBAN,SP330,20.5,NORTE,-23.464828315897,-46.78013920784,ENGAVETAMENTO,ENGAVETAMENTO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=2,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-10,18:57:00,L01-AUTOBAN,SPM330D,15.56,NORTE,-23.496626402368,-46.756918360597,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,0,1,1,0,AUTOMÓVEL=1|UTILITÁRIO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-10,19:14:00,L01-AUTOBAN,SP330,107.2,SUL,-22.83847950846,-47.172156910046,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=2,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-10,21:22:00,L28-ENTREVIAS,SP330,367.0,SUL,-20.6976451884,-47.8907861396,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-FALTA DE ATENÇÃO,2,0,0,0,0,CAMINHÃO=2,ORLÂNDIA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-07-10,22:08:00,L01-AUTOBAN,SP330,21.7,SUL,-23.45542236046,-46.785086814555,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-10,22:09:00,L01-AUTOBAN,SP330,117.5,NORTE,-22.771858492256,-47.237820625305,CHOQUE,CHOQUE-OBJETO NA PISTA,NÃO INFORMADO,0,0,1,0,0,MOTO=1,NOVA ODESSA,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-11,06:23:00,L01-AUTOBAN,SP330,50.0,SUL,-23.256857077892,-46.867477297783,ATROPELAMENTO DE ANIMAL,ATROP. ANIMAL,NÃO INFORMADO,0,0,0,0,0,CAMINHÃO=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-11,07:52:00,L01-AUTOBAN,SPM330E,25.0,SUL,-23.42658,-46.787612,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,1,0,0,0,MOTO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-11,09:13:00,L28-ENTREVIAS,SP330,442.0,NORTE,-20.053592069,-47.7855973145,TOMBAMENTO,TOMBAMENTO-MOTO,ESTOURO/FURO DE PNEU,0,1,0,0,0,MOTOCICLETA / MOTONETA=1,IGARAPAVA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-07-11,10:12:00,L01-AUTOBAN,SPM330E,103.16,SUL,-22.861653150374,-47.140941366577,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1|MOTO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-11,15:18:00,L01-AUTOBAN,SP330,43.8,SUL,-23.304095498692,-46.85688042691,TOMBAMENTO,TOMBAMENTO,NÃO INFORMADO,0,1,0,0,0,MOTO=1,CAJAMAR,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-11,16:20:00,L01-AUTOBAN,SPM330E,110.5,SUL,-22.820555824638,-47.197123467922,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=2,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-11,18:30:00,L28-ENTREVIAS,SP330,409.0,NORTE,-20.340757189,-47.8077742383,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-FALTA DE ATENÇÃO,1,1,0,0,0,AUTOMÓVEL=1|CAMINHÃO=1,ITUVERAVA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-07-11,21:08:00,L28-ENTREVIAS,SP330,355.0,NORTE,-20.8038520001,-47.8915684992,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-BAIXA VELOCIDADE,3,0,0,0,0,AUTOMÓVEL=1|CAMINHÃO=2,SALES OLIVEIRA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-07-11,21:55:00,L28-ENTREVIAS,SP330,371.0,SUL,-20.6629292855,-47.8824160291,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-BAIXA VELOCIDADE,1,0,0,0,0,AUTOMÓVEL=1|CAMINHÃO=1,ORLÂNDIA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-07-11,23:58:00,L01-AUTOBAN,SP330,12.0,NORTE,-23.509174607034,-46.730620265007,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=2|NÃO INFORMADO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-07-12,02:18:00,L01-AUTOBAN,SP330,108.6,NORTE,-22.829458629822,-47.181193818351,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-12,12:45:00,L01-AUTOBAN,SPM330D,112.3,NORTE,-22.811700869247,-47.211182020746,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-12,18:34:00,L01-AUTOBAN,SP330,134.2,SUL,-22.653622188761,-47.32375220523,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,1,0,0,AUTOMÓVEL=1|BICICLETA=1,LIMEIRA,CAMPINAS,RIO CLARO,ESTADUAL
2020-07-12,20:30:00,L01-AUTOBAN,SP330,106.14,NORTE,-22.845519369292,-47.165003464078,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,NÃO INFORMADO,0,1,0,1,0,AUTOMÓVEL=1|MOTO=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-12,21:38:00,L01-AUTOBAN,SPM330D,56.4,NORTE,-23.208912598525,-46.894680272785,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,0,0,0,MOTO=1|NÃO INFORMADO=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-12,21:50:00,L01-AUTOBAN,SPM330E,99.0,SUL,-22.887972406914,-47.113489508629,ENGAVETAMENTO,ENGAVETAMENTO,NÃO INFORMADO,0,0,0,4,0,AUTOMÓVEL=3,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-12,23:58:00,L28-ENTREVIAS,SP330,383.0,NORTE,-20.5582085061,-47.8640154864,ENGAVETAMENTO,ENGAVETAMENTO,FATOR-HUMANO,1,2,2,0,0,CAMINHÃO=2|ÔNIBUS=1,SÃO JOAQUIM DA BARRA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-07-13,07:59:00,L01-AUTOBAN,SP330,104.0,NORTE,-22.856805,-47.148633,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|CARRETA=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-07-13,13:36:00,L29-VIAPAULISTA,SP330,244.5,SUL,-21.73114204,-47.58504868,TOMBAMENTO,TOMBAMENTO,OBRAS,0,1,0,0,0,MOTO=1,SANTA RITA DO PASSA QUATRO,CENTRAL,RIBEIRÃO PRETO,ESTADUAL
