DATAHORA,CHUVA,VENTO,RAJADA,CODIGO_TEMPO
2021-01-20 03:09:00,0.0,5.2,12.6,3
2021-01-20 05:33:00,0.0,12.1,24.5,3
2021-01-20 06:18:00,0.0,7.0,19.1,3
2021-01-20 08:33:00,0.0,6.6,16.6,3
2021-01-20 09:32:00,0.0,6.6,16.6,1
2021-01-20 11:15:00,0.0,10.4,30.2,2
2021-01-20 13:48:00,0.0,10.7,29.2,3
2021-01-20 14:29:00,0.0,5.9,19.1,2
2021-01-20 15:59:00,0.1,5.5,22.7,51
2021-01-20 20:48:00,0.0,13.4,24.1,3
2021-01-21 07:26:00,0.0,12.6,23.0,3
2021-01-21 07:26:00,0.0,7.2,19.4,3
2021-01-21 07:55:00,0.0,11.3,22.7,3
2021-01-21 08:17:00,0.0,8.4,22.0,3
2021-01-21 08:51:00,0.0,13.2,26.3,3
2021-01-21 09:35:00,0.0,10.6,29.2,3
2021-01-21 14:02:00,0.0,6.4,22.0,2
2021-01-21 16:21:00,0.0,17.2,40.3,3
2021-01-21 17:10:00,0.0,8.8,16.9,2
2021-01-21 19:49:00,0.0,7.5,13.0,0
2021-01-22 01:22:00,0.0,12.7,21.6,1
2021-01-22 02:15:00,0.0,20.0,35.3,3
2021-01-22 06:58:00,0.0,11.4,27.0,2
2021-01-22 07:13:00,0.0,6.4,13.3,3
2021-01-22 07:31:00,0.0,5.2,11.9,3
2021-01-22 08:05:00,0.0,12.5,25.6,3
2021-01-22 14:29:00,0.0,1.0,14.8,2
2021-01-22 15:15:00,0.0,2.6,18.4,1
2021-01-22 15:55:00,0.3,12.1,24.1,51
2021-01-22 18:16:00,0.0,12.4,24.5,3
2021-01-22 18:24:00,0.2,15.0,31.3,51
2021-01-22 18:41:00,0.2,15.0,31.3,51
2021-01-22 19:22:00,0.0,14.5,29.9,3
2021-01-22 20:12:00,0.0,9.0,17.3,2
2021-01-22 22:11:00,0.0,9.2,18.4,3
2021-01-22 22:19:00,0.0,19.6,36.7,3
2021-01-23 07:32:00,0.0,16.6,30.6,3
2021-01-23 08:45:00,0.0,12.9,26.6,3
2021-01-23 11:17:00,0.0,12.5,27.4,3
2021-01-23 14:46:00,0.1,9.7,25.6,51
2021-01-23 18:02:00,0.0,10.7,18.0,3
2021-01-23 18:55:00,0.0,12.8,22.3,3
2021-01-23 19:36:00,0.0,11.8,21.2,3
2021-01-23 21:33:00,0.0,11.2,20.2,3
2021-01-23 23:20:00,0.0,4.1,6.8,3
2021-01-24 00:24:00,0.0,9.6,20.2,3
2021-01-24 01:57:00,0.0,7.3,18.7,3
2021-01-24 02:31:00,0.0,5.2,7.9,3
2021-01-24 03:52:00,0.0,9.5,17.6,3
2021-01-24 04:08:00,0.0,5.9,9.7,3
2021-01-24 04:26:00,0.0,5.4,11.5,3
2021-01-24 05:41:00,0.0,7.2,11.9,3
2021-01-24 05:48:00,0.0,8.4,14.4,3
2021-01-24 06:46:00,0.0,9.3,15.1,3
2021-01-24 11:19:00,0.0,9.7,31.3,3
2021-01-24 14:14:00,0.0,6.0,22.3,2
2021-01-24 15:54:00,0.6,5.8,18.7,53
2021-01-24 19:15:00,0.0,6.1,9.7,3
2021-01-24 20:29:00,0.0,7.3,15.8,3
2021-01-24 21:35:00,0.0,12.3,15.5,3
2021-01-24 22:27:00,0.0,11.8,24.1,3
2021-01-25 02:00:00,0.0,4.7,9.0,3
2021-01-25 07:31:00,0.0,10.8,18.0,3
2021-01-25 07:46:00,0.0,9.1,17.6,3
2021-01-25 08:01:00,0.0,9.8,22.0,3
2021-01-25 08:11:00,0.0,5.8,14.4,3
2021-01-25 09:23:00,0.0,13.6,29.9,3
2021-01-25 09:50:00,0.0,13.6,29.9,3
2021-01-25 13:19:00,0.0,10.5,28.4,3
2021-01-25 19:10:00,0.0,6.9,17.3,3
2021-01-25 20:02:00,0.0,6.5,12.6,3
2021-01-25 22:00:00,0.0,10.7,25.2,3
2021-01-25 23:38:00,0.0,6.0,17.6,3
2021-01-25 23:53:00,2.3,9.0,17.3,61
2021-01-26 01:28:00,10.1,2.9,15.5,65
2021-01-26 07:15:00,0.0,10.2,19.8,3
2021-01-26 07:59:00,0.0,12.0,20.5,3
2021-01-26 08:48:00,0.0,9.4,21.2,3
2021-01-26 08:59:00,0.0,9.4,22.0,2
2021-01-26 11:24:00,0.0,13.4,37.4,3
2021-01-26 14:32:00,0.0,9.2,29.5,3
2021-01-26 16:45:00,0.0,7.2,22.3,3
2021-01-26 17:13:00,0.0,9.0,18.7,3
2021-01-26 17:17:00,0.0,9.7,21.6,2
2021-01-26 17:19:00,0.3,6.8,17.6,51
2021-01-26 19:33:00,0.0,8.9,16.9,3
2021-01-26 20:07:00,0.0,4.4,15.8,3
2021-01-26 20:42:00,0.0,7.1,14.0,3
2021-01-26 21:59:00,0.0,5.1,6.5,3
2021-01-27 02:03:00,0.1,4.1,11.9,51
2021-01-27 06:57:00,0.0,7.2,14.0,3
2021-01-27 07:12:00,0.0,8.8,17.3,3
2021-01-27 08:18:00,0.0,3.1,11.9,2
2021-01-27 13:22:00,0.0,18.3,40.3,3
2021-01-27 14:27:00,0.5,16.9,40.7,53
2021-01-27 15:43:00,0.0,11.9,33.1,3
2021-01-27 19:48:00,0.0,6.1,14.4,3
2021-01-27 22:30:00,0.0,3.0,4.0,3
2021-01-27 23:35:00,0.0,4.1,5.8,3
2021-01-27 23:46:00,0.0,6.5,15.1,3
2021-01-28 05:25:00,0.0,4.8,10.4,3
2021-01-28 05:47:00,0.0,5.9,12.2,3
2021-01-28 06:16:00,0.0,4.9,9.0,3
2021-01-28 07:47:00,0.0,9.2,17.3,3
2021-01-28 12:44:00,0.0,14.3,40.3,3
2021-01-28 12:56:00,0.0,14.8,41.8,3
2021-01-28 15:04:00,0.0,5.6,20.2,2
2021-01-28 16:39:00,1.0,10.9,25.9,55
2021-01-28 17:14:00,0.9,7.2,22.0,53
2021-01-28 17:17:00,0.0,2.6,24.8,2
2021-01-28 17:18:00,1.9,4.1,25.2,61
2021-01-28 18:03:00,0.2,1.8,18.0,51
2021-01-28 22:02:00,0.0,4.0,7.2,3
2021-01-29 04:39:00,0.0,1.6,6.1,3
2021-01-29 08:04:00,0.0,6.1,15.1,3
2021-01-29 12:17:00,0.0,15.3,37.4,3
2021-01-29 13:53:00,0.0,14.2,31.0,3
2021-01-29 13:59:00,0.0,12.2,29.9,3
2021-01-29 14:01:00,0.0,11.2,29.9,3
2021-01-29 14:03:00,0.0,12.1,32.8,3
2021-01-29 14:50:00,0.0,8.8,25.9,3
2021-01-29 15:11:00,0.1,13.1,33.8,51
2021-01-29 15:50:00,0.0,12.4,29.5,2
2021-01-29 17:04:00,0.0,10.3,30.2,1
2021-01-29 18:22:00,0.0,9.8,23.0,2
2021-01-29 18:56:00,0.0,13.8,26.3,3
2021-01-29 22:01:00,0.0,8.6,14.4,2
2021-01-29 22:33:00,0.0,8.0,13.0,3
2021-01-29 23:10:00,0.0,8.7,14.8,3
2021-01-30 01:19:00,0.0,7.8,10.1,3
2021-01-30 08:14:00,0.0,6.3,17.3,2
2021-01-30 11:45:00,0.0,14.4,29.2,2
2021-01-30 13:30:00,0.0,12.9,33.1,1
2021-01-30 14:48:00,0.0,8.4,27.4,0
2021-01-30 15:41:00,0.0,12.0,34.6,1
2021-01-30 19:25:00,0.0,13.5,23.8,3
2021-01-30 19:31:00,0.0,6.1,10.1,3
2021-01-30 20:28:00,0.0,8.2,13.3,0
2021-01-30 21:48:00,0.0,7.4,24.8,3
2021-01-30 22:45:00,0.0,7.6,15.1,3
2021-01-31 02:32:00,0.0,6.6,11.9,3
2021-01-31 02:55:00,0.0,10.9,21.2,3
2021-01-31 04:18:00,0.0,7.2,13.0,3
2021-01-31 06:18:00,0.0,5.1,10.4,3
2021-01-31 14:53:00,0.0,11.8,36.7,3
2021-01-31 17:35:00,0.0,13.8,29.2,3
2021-01-31 18:07:00,0.0,8.7,18.4,3
2021-01-31 19:08:00,0.0,4.7,11.9,2
2021-01-31 20:06:00,0.0,5.3,8.6,2
2021-01-31 22:56:00,0.9,8.3,17.6,53
2021-01-31 23:24:00,0.9,2.6,10.1,53
2021-02-01 02:59:00,0.0,4.7,11.9,3
2021-02-01 06:07:00,0.0,10.2,23.4,3
2021-02-01 15:41:00,0.1,5.1,27.4,51
2021-02-01 17:51:00,0.1,4.0,11.2,51
2021-02-01 18:34:00,0.2,4.7,9.0,51
2021-02-01 20:01:00,0.1,5.6,14.0,51
2021-02-02 07:56:00,0.0,5.0,13.0,3
2021-02-02 08:53:00,0.0,4.8,15.1,3
2021-02-02 12:59:00,0.0,8.4,26.3,0
2021-02-02 13:03:00,0.0,6.9,21.2,3
2021-02-02 15:22:00,1.5,12.1,25.2,61
2021-02-02 16:34:00,1.0,12.2,37.1,55
2021-02-02 16:43:00,0.0,2.2,20.2,3
2021-02-02 17:27:00,0.9,14.9,34.9,53
2021-02-02 17:52:00,0.9,14.9,34.9,53
2021-02-02 18:20:00,0.2,12.9,29.9,51
2021-02-02 18:39:00,1.1,4.8,22.0,55
2021-02-02 20:38:00,1.1,3.1,17.3,55
2021-02-02 21:22:00,0.2,7.2,15.5,51
2021-02-02 22:20:00,0.0,4.6,8.3,3
2021-02-02 23:49:00,0.0,5.0,8.6,3
2021-02-03 01:42:00,0.0,5.8,10.8,2
2021-02-03 02:51:00,0.0,5.4,12.2,2
2021-02-03 07:40:00,0.0,5.9,13.7,3
2021-02-03 08:31:00,0.0,4.0,13.0,3
2021-02-03 08:53:00,0.0,5.9,16.6,2
2021-02-03 09:27:00,0.0,4.2,18.0,0
2021-02-03 16:47:00,0.1,2.2,31.3,51
2021-02-03 17:09:00,0.1,14.0,28.4,51
2021-02-03 17:51:00,0.0,9.0,20.5,2
2021-02-03 20:22:00,0.1,3.8,8.6,51
2021-02-03 22:27:00,0.0,7.8,13.3,3
2021-02-03 23:17:00,0.0,2.2,15.1,3
2021-02-04 05:09:00,0.0,5.8,10.4,3
2021-02-04 05:33:00,0.0,10.2,19.1,3
2021-02-04 06:51:00,0.0,11.6,22.3,3
2021-02-04 07:56:00,0.0,5.1,12.6,3
2021-02-04 08:03:00,0.0,11.2,25.6,3
2021-02-04 08:12:00,0.0,9.0,22.0,3
2021-02-04 08:43:00,0.0,10.5,23.4,2
2021-02-04 10:25:00,0.0,6.8,25.9,2
2021-02-04 10:34:00,0.2,8.2,25.6,51
2021-02-04 11:57:00,0.0,11.2,34.6,3
2021-02-04 14:25:00,0.0,11.6,37.1,3
2021-02-04 15:03:00,1.3,14.8,37.1,61
2021-02-04 15:39:00,0.1,12.2,32.8,51
2021-02-04 16:33:00,0.7,9.3,33.5,53
2021-02-04 17:04:00,0.0,13.8,28.4,3
2021-02-04 18:20:00,0.0,9.7,32.0,3
2021-02-04 19:03:00,0.0,7.6,20.9,2
2021-02-04 20:13:00,0.5,11.5,23.8,53
2021-02-05 04:49:00,0.1,5.6,13.0,51
2021-02-05 05:42:00,0.1,7.0,20.2,51
2021-02-05 06:16:00,0.3,4.5,16.9,51
2021-02-05 06:44:00,0.1,6.0,21.6,51
2021-02-05 07:15:00,0.1,8.8,19.8,51
2021-02-05 08:06:00,0.2,8.2,27.0,51
2021-02-05 09:39:00,0.3,5.9,21.2,51
2021-02-05 14:34:00,0.4,18.7,44.3,51
2021-02-05 15:04:00,0.9,10.4,39.6,53
2021-02-05 15:47:00,0.1,10.1,40.7,51
2021-02-05 16:09:00,0.3,4.7,28.4,51
2021-02-05 16:30:00,2.4,12.8,32.4,61
2021-02-05 16:37:00,1.0,8.2,29.5,55
2021-02-05 16:45:00,2.4,12.8,32.4,61
2021-02-05 17:14:00,5.7,8.9,36.7,63
2021-02-05 17:23:00,15.5,9.2,23.0,65
2021-02-05 17:57:00,0.9,18.9,33.1,53
2021-02-05 18:23:00,10.9,7.8,28.4,65
2021-02-05 18:41:00,6.1,6.9,25.2,63
2021-02-05 18:53:00,8.9,6.0,23.4,65
2021-02-05 19:51:00,0.1,14.8,29.2,51
2021-02-05 19:55:00,0.1,14.8,29.2,51
2021-02-05 20:39:00,0.0,2.7,10.8,0
2021-02-05 22:13:00,0.2,7.9,19.4,51
2021-02-05 22:21:00,0.0,7.6,18.4,0
2021-02-05 22:28:00,0.4,5.9,15.5,51
2021-02-05 23:11:00,0.2,10.1,18.0,51
2021-02-05 23:15:00,0.2,10.1,18.0,51
2021-02-05 23:56:00,0.0,10.2,21.6,1
2021-02-06 00:43:00,0.3,6.6,12.6,51
2021-02-06 03:25:00,0.0,8.2,15.5,0
2021-02-06 04:16:00,0.0,5.2,11.9,0
2021-02-06 04:36:00,0.0,5.2,11.9,0
2021-02-06 05:03:00,0.0,5.9,9.7,0
2021-02-06 09:52:00,0.0,6.3,21.6,2
2021-02-06 09:53:00,0.0,5.1,20.2,3
2021-02-06 12:19:00,0.3,12.3,37.4,51
2021-02-06 12:57:00,0.1,16.4,36.7,51
2021-02-06 15:28:00,0.0,17.6,38.5,1
2021-02-06 15:39:00,0.1,13.7,34.6,51
2021-02-06 17:27:00,0.0,12.0,27.4,0
2021-02-06 20:21:00,0.0,16.3,38.2,0
2021-02-06 23:21:00,0.0,14.5,32.8,0
2021-02-06 23:55:00,0.0,21.3,40.3,0
2021-02-07 00:51:00,0.0,21.4,38.2,0
2021-02-07 02:03:00,0.0,8.9,19.8,0
2021-02-07 02:34:00,0.0,14.0,33.1,3
2021-02-07 03:37:00,0.0,17.3,34.2,3
2021-02-07 03:57:00,0.1,14.3,29.2,51
2021-02-07 05:01:00,0.0,9.2,22.7,0
2021-02-07 06:15:00,0.1,11.5,23.0,51
2021-02-07 06:48:00,0.1,12.2,20.9,51
2021-02-07 11:17:00,0.2,8.0,26.3,51
2021-02-07 12:47:00,0.2,8.5,27.4,51
2021-02-07 18:09:00,0.0,5.7,20.9,1
2021-02-07 19:22:00,0.0,22.2,46.1,1
2021-02-07 22:07:00,0.0,9.7,21.2,0
2021-02-08 04:59:00,0.0,12.3,23.8,0
2021-02-08 07:57:00,0.0,13.0,22.3,0
2021-02-08 08:08:00,0.0,14.2,28.1,0
2021-02-08 09:07:00,0.0,15.3,36.4,0
2021-02-08 16:05:00,0.0,10.3,23.8,0
2021-02-08 17:32:00,0.0,20.1,38.9,1
2021-02-08 18:29:00,0.0,20.9,39.2,0
2021-02-08 20:41:00,0.0,19.1,39.2,0
2021-02-08 20:54:00,0.0,19.1,39.2,0
2021-02-09 02:13:00,0.0,10.5,22.7,0
2021-02-09 08:29:00,0.0,10.8,24.1,0
2021-02-09 08:36:00,0.0,10.0,23.0,0
2021-02-09 08:41:00,0.0,13.2,29.5,0
2021-02-09 15:00:00,0.1,10.5,25.9,51
2021-02-09 15:43:00,0.0,2.4,13.3,1
2021-02-09 16:37:00,0.1,6.2,16.2,51
2021-02-09 17:23:00,0.1,23.7,44.6,51
2021-02-09 17:51:00,0.0,11.9,25.2,1
2021-02-09 18:02:00,0.0,23.2,46.8,1
2021-02-09 18:50:00,0.2,12.5,26.3,51
2021-02-09 19:35:00,0.0,21.5,43.9,1
2021-02-09 21:18:00,0.0,19.6,33.5,1
2021-02-09 23:17:00,0.0,11.1,22.7,3
2021-02-09 23:50:00,0.0,13.5,27.4,3
2021-02-10 06:04:00,0.0,6.8,15.8,2
2021-02-10 06:35:00,0.0,6.8,15.8,2
2021-02-10 07:35:00,0.0,10.9,22.3,2
2021-02-10 07:45:00,0.0,12.7,24.1,1
2021-02-10 08:50:00,0.0,14.1,30.2,1
