DATAHORA,CHUVA,VENTO,RAJADA,CODIGO_TEMPO
2025-01-04 18:19:37,0.0,7.2,18.4,3
2025-01-04 18:34:30,0.0,5.0,19.1,2
2025-01-04 21:25:31,0.0,4.6,14.8,3
2025-01-05 06:27:49,0.0,7.2,19.4,0
2025-01-05 09:02:14,0.0,11.9,30.2,3
2025-01-05 14:38:44,0.0,15.7,34.2,0
2025-01-05 16:25:38,0.0,13.3,37.1,1
2025-01-05 17:55:51,0.4,11.8,33.8,51
2025-01-05 19:25:56,0.0,3.1,7.6,0
2025-01-05 23:03:59,0.0,13.9,31.0,0
2025-01-06 03:56:17,0.0,6.9,15.1,0
2025-01-06 08:34:34,0.1,8.0,21.2,51
2025-01-06 09:22:19,0.0,7.6,20.2,2
2025-01-06 11:51:10,0.2,13.8,34.6,51
2025-01-06 12:09:35,0.0,18.7,46.1,3
2025-01-06 12:34:51,0.0,10.7,29.2,3
2025-01-06 15:36:55,0.0,11.0,24.5,3
2025-01-06 16:29:15,0.2,10.8,40.7,51
2025-01-07 01:41:13,0.0,10.5,21.2,0
2025-01-07 02:20:01,0.0,3.9,7.6,0
2025-01-07 06:21:31,0.0,5.6,11.9,3
2025-01-07 07:37:31,0.0,3.8,11.9,3
2025-01-07 08:23:39,0.0,4.0,17.3,3
2025-01-07 09:42:23,0.0,8.2,21.2,3
2025-01-07 09:44:00,0.1,9.8,22.0,51
2025-01-07 12:20:41,0.1,6.9,27.4,51
2025-01-07 13:31:59,0.0,10.3,29.5,0
2025-01-07 15:51:18,1.3,6.8,34.6,61
2025-01-07 16:30:12,0.0,8.2,25.6,2
2025-01-07 17:35:09,0.0,14.6,37.1,2
2025-01-07 18:17:36,0.0,8.3,31.3,2
2025-01-08 06:30:57,0.0,6.1,11.5,0
2025-01-08 08:40:18,0.0,5.9,18.4,0
2025-01-08 13:11:00,0.0,6.2,20.9,1
2025-01-08 14:40:41,0.0,4.6,20.2,1
2025-01-08 14:57:24,0.1,6.2,22.0,51
2025-01-08 15:53:26,0.0,1.0,16.6,3
2025-01-08 19:33:19,0.0,11.5,25.6,1
2025-01-08 21:09:12,0.0,11.8,22.3,0
2025-01-08 22:38:10,0.0,11.9,23.0,0
2025-01-09 08:09:49,0.0,6.1,18.7,0
2025-01-09 08:41:59,0.0,12.0,29.5,3
2025-01-09 09:21:14,0.0,8.9,28.8,0
2025-01-09 10:48:55,0.0,2.5,18.7,0
2025-01-09 12:43:02,0.0,2.1,19.4,2
2025-01-09 13:31:00,0.0,11.4,26.3,1
2025-01-09 17:26:10,0.0,14.9,37.4,1
2025-01-09 17:31:31,0.2,17.8,42.1,51
2025-01-09 18:38:46,2.1,6.8,20.2,61
2025-01-09 18:39:55,0.0,15.8,39.2,1
2025-01-09 19:59:49,0.0,13.1,34.9,0
2025-01-09 23:47:31,0.0,13.6,31.3,0
2025-01-10 04:30:36,0.0,6.6,12.6,0
2025-01-10 06:46:58,0.0,6.1,10.8,3
2025-01-10 07:08:07,0.0,13.7,28.4,0
2025-01-10 07:13:32,0.0,5.7,15.5,0
2025-01-10 07:20:00,0.0,13.7,28.4,0
2025-01-10 07:20:42,0.0,11.8,27.0,0
2025-01-10 07:50:20,0.0,6.7,15.1,0
2025-01-10 08:08:36,0.0,7.0,18.4,1
2025-01-10 09:23:47,0.0,4.5,18.0,0
2025-01-10 10:29:36,0.2,8.7,22.7,51
2025-01-10 11:52:53,0.1,1.8,15.8,51
2025-01-10 14:56:43,0.1,6.0,20.5,51
2025-01-10 16:55:09,0.1,8.0,22.3,51
2025-01-10 16:57:40,0.0,8.5,26.3,0
2025-01-10 18:34:12,0.0,9.9,24.1,0
2025-01-10 21:40:09,0.0,8.1,18.0,0
2025-01-10 21:53:47,0.0,4.1,6.5,0
2025-01-10 22:43:59,0.0,14.3,36.4,0
2025-01-10 23:58:27,0.0,13.8,33.1,0
2025-01-11 03:00:47,0.0,6.9,11.9,0
2025-01-11 04:03:00,0.0,4.9,8.6,0
2025-01-11 11:10:55,0.0,3.4,22.0,0
2025-01-11 19:05:52,0.0,11.0,29.2,2
2025-01-11 20:21:29,0.0,13.4,29.5,2
2025-01-12 01:15:03,0.0,12.3,24.5,3
2025-01-12 11:44:41,0.0,2.0,20.9,0
2025-01-12 13:22:16,0.0,7.8,22.7,1
2025-01-13 01:00:33,0.0,8.2,14.0,0
2025-01-13 01:17:34,0.0,8.2,14.0,0
2025-01-13 06:38:22,0.0,8.5,19.1,0
2025-01-13 07:21:07,0.0,6.9,18.0,0
2025-01-13 08:19:01,0.0,6.6,20.2,0
2025-01-13 10:24:57,0.1,12.0,32.8,51
2025-01-13 11:53:27,0.0,8.7,30.2,0
2025-01-13 16:14:44,0.0,16.3,43.6,1
2025-01-13 17:09:13,0.0,15.0,37.4,0
2025-01-13 17:44:25,0.0,17.5,39.2,1
2025-01-13 18:48:06,0.0,14.5,35.6,1
2025-01-14 05:36:14,0.0,4.3,10.4,1
2025-01-14 07:01:35,0.0,12.7,25.9,2
2025-01-14 07:54:36,0.0,9.4,22.3,1
2025-01-14 08:20:37,0.0,10.7,27.7,0
2025-01-14 08:32:36,0.0,5.1,18.0,0
2025-01-14 09:47:35,0.0,2.5,14.8,0
2025-01-14 10:03:02,0.2,6.5,21.6,51
2025-01-14 10:26:31,0.0,2.4,18.7,2
2025-01-14 12:14:20,0.0,3.6,17.6,1
2025-01-14 13:30:00,0.0,4.8,15.8,3
2025-01-14 18:01:22,0.0,14.6,29.5,1
2025-01-14 18:29:47,0.0,16.2,38.5,1
2025-01-14 19:28:09,0.0,19.5,46.1,0
2025-01-14 23:42:21,0.0,15.0,29.9,0
2025-01-15 06:34:12,0.0,10.3,21.6,0
2025-01-15 07:02:53,0.0,8.8,21.2,1
2025-01-15 08:17:04,0.1,8.4,23.8,51
2025-01-15 09:53:38,0.0,6.7,22.7,1
2025-01-15 11:10:01,0.2,8.8,31.3,51
2025-01-15 12:03:41,0.4,11.8,33.5,51
2025-01-15 12:12:39,0.0,16.3,36.0,3
2025-01-15 12:44:50,0.0,9.4,29.5,3
2025-01-15 13:14:48,0.7,8.3,33.5,53
2025-01-15 17:14:21,2.5,8.8,27.0,63
2025-01-15 19:19:37,2.9,12.4,25.2,63
2025-01-15 21:12:52,2.4,7.8,20.5,61
2025-01-16 02:37:59,0.0,12.5,24.8,3
2025-01-16 06:32:51,0.0,11.9,22.3,3
2025-01-16 08:12:32,0.0,11.6,27.4,1
2025-01-16 11:18:32,0.1,7.3,32.8,51
2025-01-16 12:51:00,0.0,19.1,47.9,3
2025-01-16 13:56:41,0.1,14.6,35.3,51
2025-01-16 14:40:00,0.1,16.1,37.1,51
2025-01-16 15:12:18,0.0,10.6,34.9,3
2025-01-16 15:28:30,1.1,7.3,33.1,55
2025-01-16 16:02:38,0.4,7.8,20.9,51
2025-01-16 16:08:36,0.6,12.7,42.8,53
2025-01-16 16:21:04,1.0,12.9,40.0,55
2025-01-16 16:41:14,0.2,11.7,26.6,51
2025-01-16 17:18:03,0.1,8.0,30.2,51
2025-01-16 17:34:36,0.0,4.1,28.1,3
2025-01-16 17:50:15,0.0,7.0,18.4,3
2025-01-16 17:52:13,0.1,8.0,30.2,51
2025-01-16 18:04:59,1.7,6.1,27.7,61
2025-01-16 18:08:44,0.3,3.7,25.6,51
2025-01-16 20:00:30,0.0,7.0,12.2,3
2025-01-16 21:15:40,0.7,13.2,25.6,53
2025-01-16 21:23:54,0.9,6.2,13.3,53
2025-01-16 21:34:18,0.5,9.0,29.5,53
2025-01-16 22:58:56,1.8,12.4,24.5,61
2025-01-16 23:01:56,1.3,9.4,21.2,61
2025-01-16 23:30:29,1.2,8.4,19.1,55
2025-01-17 05:03:45,0.0,10.1,18.0,3
2025-01-17 07:50:31,0.0,12.1,22.0,3
2025-01-17 08:13:31,0.0,15.6,30.2,3
2025-01-17 10:23:06,0.3,10.0,27.4,51
2025-01-17 18:45:38,0.0,0.0,6.1,3
2025-01-17 19:21:47,0.1,1.8,18.7,51
2025-01-17 20:05:40,0.0,3.5,9.0,3
2025-01-17 21:36:00,0.6,6.5,18.7,53
2025-01-18 01:27:00,0.5,5.8,16.6,53
2025-01-18 01:57:20,0.7,7.2,11.5,53
2025-01-18 02:00:47,0.1,8.5,18.0,51
2025-01-18 02:03:24,0.1,8.5,19.1,51
2025-01-18 02:26:04,0.7,7.2,31.3,53
2025-01-18 05:09:53,0.0,2.2,10.4,3
2025-01-18 19:29:10,0.0,5.9,11.5,0
2025-01-18 20:41:27,0.0,5.3,8.3,3
2025-01-18 20:57:50,0.0,4.0,8.3,2
2025-01-19 01:56:41,0.0,3.1,6.1,3
2025-01-19 02:48:55,0.0,0.3,2.2,0
2025-01-19 04:21:10,0.0,0.6,2.5,1
2025-01-19 14:08:05,0.3,11.8,32.4,51
2025-01-19 14:50:55,0.0,8.4,25.9,1
2025-01-19 15:14:02,0.6,11.1,31.3,53
2025-01-19 19:05:33,0.0,4.1,10.1,3
2025-01-19 20:11:24,2.9,7.7,25.2,63
2025-01-19 21:29:07,0.0,5.1,12.6,0
2025-01-19 21:58:59,0.1,0.4,20.9,51
2025-01-20 08:24:21,0.0,7.9,20.5,3
2025-01-20 08:58:45,0.0,7.9,20.5,3
2025-01-20 10:29:40,0.0,15.7,42.5,0
2025-01-20 13:54:33,0.1,14.3,35.6,51
2025-01-20 14:48:00,0.0,10.5,28.4,0
2025-01-20 16:48:12,0.0,16.1,38.2,0
2025-01-20 17:11:01,0.0,10.7,30.2,3
2025-01-20 19:26:53,0.0,4.0,19.4,1
2025-01-20 19:27:46,0.0,7.8,27.4,0
2025-01-20 20:14:11,0.0,5.9,14.8,0
2025-01-21 01:06:02,0.0,5.7,12.6,0
2025-01-21 01:36:05,0.0,11.7,21.6,0
2025-01-21 06:03:09,0.0,10.0,20.9,3
2025-01-21 06:53:20,0.0,7.3,15.8,3
2025-01-21 07:29:02,0.0,7.5,16.9,3
2025-01-21 07:38:13,0.0,9.8,20.9,3
2025-01-21 07:48:40,0.0,6.7,14.8,3
2025-01-21 08:38:50,0.0,7.4,19.4,3
2025-01-21 09:42:04,0.0,8.5,23.4,3
2025-01-21 10:43:28,0.0,16.9,42.5,3
2025-01-21 10:50:02,0.0,20.4,52.2,1
2025-01-21 11:33:50,0.1,15.3,39.2,51
2025-01-21 11:53:23,0.1,15.5,40.7,51
2025-01-21 13:23:30,0.1,16.1,40.7,51
2025-01-21 13:29:21,0.3,17.3,33.5,51
2025-01-21 13:46:31,0.1,16.1,40.7,51
2025-01-21 17:13:44,0.0,8.6,24.1,0
2025-01-21 18:14:10,0.0,5.2,23.4,3
2025-01-21 18:29:24,0.0,7.0,21.6,1
2025-01-21 22:28:48,0.0,4.1,7.6,3
2025-01-22 00:18:08,0.0,1.8,4.3,2
2025-01-22 00:58:58,0.0,2.4,7.6,1
2025-01-22 02:15:34,0.0,2.9,6.5,3
2025-01-22 03:36:47,0.0,3.2,9.4,3
2025-01-22 07:56:45,0.0,4.6,9.7,3
2025-01-22 14:35:01,0.0,3.5,18.7,1
2025-01-22 15:20:09,0.1,5.9,27.4,51
2025-01-22 19:34:35,6.3,1.7,20.2,63
2025-01-22 19:51:13,0.0,4.4,14.0,3
2025-01-22 23:23:36,0.7,1.9,12.2,53
2025-01-23 03:49:34,0.0,1.2,2.2,3
2025-01-23 05:50:19,0.0,4.6,6.1,3
2025-01-23 05:53:00,0.0,8.2,18.4,3
2025-01-23 07:05:00,0.0,4.2,9.4,3
2025-01-23 09:28:31,0.0,0.9,12.6,2
2025-01-23 11:01:51,0.0,1.7,10.8,3
2025-01-23 11:55:30,0.0,6.3,22.7,0
2025-01-23 13:34:25,0.0,9.0,22.7,3
2025-01-23 14:20:05,0.0,4.2,27.0,3
2025-01-23 18:08:27,0.0,5.6,14.4,2
2025-01-23 18:25:57,0.0,9.8,25.2,2
2025-01-23 21:57:56,0.0,5.9,19.1,1
2025-01-24 00:09:31,0.0,8.1,13.3,2
2025-01-24 01:46:20,0.0,7.2,11.9,0
2025-01-24 04:39:33,0.0,1.8,7.9,3
2025-01-24 07:32:06,0.0,4.5,11.9,3
2025-01-24 08:04:40,0.0,9.4,22.7,3
2025-01-24 08:17:48,0.0,9.4,22.7,3
2025-01-24 09:44:19,0.0,3.6,15.8,1
2025-01-24 11:05:00,0.0,6.8,23.8,1
2025-01-24 13:49:34,0.0,7.3,22.0,0
2025-01-24 14:21:33,0.0,4.0,22.7,0
2025-01-24 16:01:49,0.0,4.6,22.0,2
2025-01-24 16:25:02,0.0,3.3,14.0,2
2025-01-24 20:07:57,0.0,2.9,8.3,3
2025-01-24 20:55:59,0.0,6.1,11.2,3
2025-01-24 23:47:00,0.0,7.7,15.8,3
2025-01-25 01:11:54,0.0,1.5,3.2,3
2025-01-25 04:14:38,0.0,4.4,9.0,3
2025-01-25 04:53:34,0.0,3.4,4.7,3
2025-01-25 07:24:07,0.0,7.8,16.9,1
2025-01-25 08:07:47,0.0,4.7,14.0,3
2025-01-25 08:59:28,0.0,2.9,11.2,3
2025-01-25 09:51:23,0.0,9.1,25.2,2
2025-01-25 15:20:49,0.1,7.9,37.8,51
2025-01-25 15:28:15,1.0,7.9,25.6,55
2025-01-25 20:57:32,0.0,4.5,8.3,3
2025-01-25 21:14:56,1.0,3.9,10.1,55
2025-01-26 00:42:37,0.4,7.4,16.2,51
2025-01-26 03:55:08,0.0,9.4,18.4,3
2025-01-26 05:31:50,0.0,8.1,19.8,3
2025-01-26 09:17:14,0.0,8.4,20.9,3
2025-01-26 13:22:09,0.0,10.6,30.2,3
2025-01-26 13:45:49,0.0,13.0,35.3,3
2025-01-26 14:27:11,0.0,10.5,33.1,3
2025-01-26 15:26:32,7.6,15.3,38.2,65
2025-01-26 15:55:01,0.1,6.0,26.6,51
2025-01-26 16:23:33,0.0,1.5,11.2,3
2025-01-26 18:21:37,0.5,4.8,16.6,53
2025-01-26 20:42:10,0.8,6.1,13.0,53
2025-01-26 21:53:02,0.2,3.7,16.6,51
2025-01-27 05:03:26,0.2,0.6,3.2,51
2025-01-27 05:32:26,0.0,0.6,0.7,3
2025-01-27 07:48:09,0.0,3.8,11.5,3
2025-01-27 08:12:45,0.0,4.4,15.1,3
2025-01-27 12:37:34,0.1,7.9,23.0,51
2025-01-27 12:53:33,0.2,10.3,29.2,51
2025-01-27 13:55:06,0.0,8.3,24.1,3
2025-01-27 14:24:03,5.3,8.6,23.0,63
2025-01-27 14:52:38,1.9,9.6,26.6,61
2025-01-27 15:00:43,2.9,1.0,23.4,63
2025-01-27 15:16:55,0.2,1.1,25.9,51
2025-01-27 16:07:47,0.1,0.4,18.7,51
2025-01-27 16:09:10,0.1,0.4,18.7,51
2025-01-27 16:12:28,0.1,1.9,18.4,51
2025-01-27 16:15:34,0.1,0.4,18.7,51
2025-01-27 17:22:43,0.9,2.7,15.5,53
2025-01-27 17:46:51,3.9,6.4,17.3,63
2025-01-27 18:30:32,0.1,4.9,13.0,51
2025-01-27 19:29:21,0.0,5.1,17.3,3
2025-01-27 19:53:49,1.6,6.9,14.8,61
2025-01-28 03:06:50,0.0,5.2,9.4,3
2025-01-28 05:58:58,0.1,6.4,10.8,51
2025-01-28 07:02:53,0.0,3.1,9.7,3
2025-01-28 07:32:00,0.1,4.2,12.2,51
2025-01-28 07:50:29,0.0,5.1,13.0,3
2025-01-28 08:41:18,0.0,5.8,15.1,3
2025-01-28 08:44:13,0.1,7.0,18.0,51
2025-01-28 12:15:59,0.1,9.6,26.3,51
2025-01-28 13:11:38,0.0,9.0,26.3,2
2025-01-28 16:41:16,0.5,2.2,14.4,53
2025-01-28 17:45:20,0.0,4.2,22.7,3
2025-01-28 19:12:05,1.7,7.9,16.6,61
2025-01-28 20:39:00,0.0,3.9,8.3,3
2025-01-29 02:42:26,0.0,0.4,5.0,3
2025-01-29 07:51:17,0.0,4.8,12.2,1
2025-01-29 09:16:01,0.0,4.7,17.3,1
2025-01-29 14:10:42,0.7,8.6,25.6,53
2025-01-29 15:09:41,6.1,5.7,20.2,63
2025-01-29 15:46:15,0.2,5.0,23.8,51
2025-01-29 15:56:15,0.0,6.0,16.6,3
2025-01-29 17:17:40,4.9,16.6,33.5,63
2025-01-29 21:59:50,0.3,6.6,13.3,51
2025-01-30 04:38:16,0.0,4.2,9.4,3
2025-01-30 05:11:12,0.7,4.1,12.6,53
2025-01-30 07:59:06,0.0,10.2,19.8,3
2025-01-30 09:26:51,0.1,8.3,23.4,51
2025-01-30 09:46:42,0.1,14.6,31.0,51
2025-01-30 14:32:28,0.4,6.0,24.5,51
2025-01-30 15:11:19,9.5,15.3,33.8,65
2025-01-30 18:11:32,0.4,7.0,19.4,51
2025-01-30 19:19:22,0.1,4.5,14.0,51
2025-01-30 20:28:53,4.4,5.3,17.3,63
2025-01-30 20:48:07,4.4,5.3,17.3,63
2025-01-30 21:24:46,1.0,4.7,9.0,55
2025-01-30 21:59:42,3.3,7.5,15.5,63
2025-01-30 23:19:14,0.9,6.8,15.5,53
2025-01-31 01:03:45,0.2,10.2,21.2,51
2025-01-31 05:35:13,2.8,5.2,11.2,63
2025-01-31 05:49:40,0.9,6.8,13.3,53
2025-01-31 06:08:16,1.0,10.0,23.0,55
2025-01-31 06:54:07,2.2,10.3,20.9,61
2025-01-31 07:03:09,1.6,14.3,28.4,61
2025-01-31 07:29:23,0.5,13.1,24.5,53
2025-01-31 07:38:47,0.5,13.1,24.5,53
2025-01-31 08:23:06,0.4,15.8,32.0,51
2025-01-31 10:46:42,0.5,8.5,27.4,53
2025-01-31 11:50:55,0.3,10.5,25.6,51
2025-01-31 13:09:52,0.6,14.0,31.3,53
2025-01-31 16:43:17,2.4,5.9,23.0,61
2025-01-31 16:44:55,0.8,7.8,30.6,53
2025-01-31 18:24:13,0.9,3.6,15.5,53
2025-01-31 18:37:31,1.1,6.1,17.3,55
2025-01-31 19:47:11,0.1,5.0,16.2,51
2025-01-31 20:27:49,1.6,4.2,17.6,61
2025-01-31 22:24:34,1.7,6.0,12.2,61
2025-01-31 22:40:27,0.7,7.5,13.0,53
2025-01-31 22:56:02,0.7,7.5,13.0,53
2025-02-01 00:59:40,1.6,9.0,15.5,61
2025-02-01 01:18:53,1.3,9.7,21.6,61
2025-02-01 04:42:00,1.1,9.0,17.6,55
2025-02-01 05:31:23,0.6,7.8,16.2,53
2025-02-01 06:18:20,1.2,7.8,15.5,55
2025-02-01 07:42:22,0.6,10.2,18.7,53
2025-02-01 10:23:46,0.9,11.4,26.3,53
2025-02-01 11:47:42,0.1,13.8,29.9,51
2025-02-01 18:07:36,0.0,3.8,12.6,3
2025-02-02 02:21:32,0.4,9.3,17.6,51
2025-02-02 03:34:54,0.1,8.3,15.8,51
2025-02-02 04:04:27,0.6,7.2,17.6,53
2025-02-02 04:55:58,0.0,9.2,18.7,3
2025-02-02 07:52:40,0.5,13.9,24.8,53
2025-02-02 13:52:48,0.0,12.3,36.7,3
2025-02-02 14:49:12,0.3,8.1,27.0,51
2025-02-02 17:01:24,0.0,2.6,15.8,3
2025-02-02 19:47:45,3.3,4.7,16.6,63
2025-02-02 21:18:19,0.1,8.4,15.5,51
2025-02-02 21:22:23,0.7,4.5,11.2,53
2025-02-02 21:59:38,1.1,7.5,14.4,55
2025-02-02 22:11:21,0.2,9.8,18.7,51
2025-02-02 23:52:52,0.4,10.4,22.7,51
2025-02-03 05:02:54,0.8,3.6,7.2,53
2025-02-03 05:19:01,0.1,10.3,20.2,51
2025-02-03 07:42:16,0.0,13.1,29.5,3
2025-02-03 08:00:16,0.0,13.9,29.2,3
2025-02-03 08:46:35,0.0,13.7,31.3,3
2025-02-03 11:43:08,0.0,16.2,40.7,3
2025-02-03 14:06:22,1.3,17.8,39.6,61
2025-02-03 15:27:12,0.0,13.1,33.1,3
2025-02-03 15:51:32,0.0,9.8,34.6,3
2025-02-03 15:53:04,0.0,13.8,39.2,3
2025-02-03 17:28:29,1.3,5.0,23.0,61
2025-02-03 17:35:35,1.2,11.9,40.0,55
2025-02-03 23:29:52,1.0,6.3,11.9,55
2025-02-04 00:20:46,0.0,9.5,19.4,3
2025-02-04 06:31:12,0.0,4.7,14.8,3
2025-02-04 06:37:29,0.0,4.2,11.2,3
2025-02-04 07:07:31,0.0,6.4,17.3,3
2025-02-04 07:51:24,0.0,7.6,13.7,3
2025-02-04 08:03:57,0.0,5.2,14.4,3
2025-02-04 11:07:47,0.0,8.6,19.1,3
2025-02-04 15:12:00,0.1,14.6,43.2,51
2025-02-04 18:04:03,0.0,1.4,9.0,3
2025-02-04 18:19:26,0.0,3.3,17.3,3
2025-02-05 06:41:00,0.0,9.4,22.7,3
2025-02-05 06:53:27,0.7,7.1,16.2,53
2025-02-05 06:55:29,0.7,7.1,16.2,53
2025-02-05 11:01:00,0.0,9.7,29.9,3
2025-02-05 13:00:50,0.1,12.0,35.6,51
2025-02-05 15:01:32,0.8,12.2,37.1,53
2025-02-05 23:25:29,0.0,2.0,2.9,3
2025-02-06 00:06:32,0.0,1.7,6.8,3
2025-02-06 05:32:17,0.0,4.1,10.4,3
2025-02-06 06:07:37,0.0,4.3,7.6,3
2025-02-06 07:25:47,0.0,6.6,15.8,3
2025-02-06 09:51:28,0.0,2.5,11.2,3
2025-02-06 13:56:05,0.0,6.5,23.8,1
2025-02-06 16:42:37,0.0,8.4,26.3,3
2025-02-06 17:12:42,0.5,6.8,16.2,53
2025-02-06 18:01:19,0.0,2.3,9.7,3
2025-02-06 18:28:09,0.0,5.6,12.6,3
2025-02-06 19:31:53,0.0,4.0,7.9,1
2025-02-06 20:38:08,0.0,0.5,4.0,0
2025-02-06 22:21:22,0.0,7.7,21.6,2
2025-02-06 23:31:12,0.1,1.3,19.4,51
2025-02-07 01:31:59,0.0,5.6,15.5,0
2025-02-07 03:08:45,0.0,1.0,8.6,1
2025-02-07 06:17:43,0.0,1.1,6.5,3
2025-02-07 06:17:58,0.0,1.1,6.5,3
2025-02-07 06:54:46,0.0,0.6,1.8,1
2025-02-07 07:16:37,0.0,3.5,12.2,0
2025-02-07 07:38:04,0.0,4.1,11.2,0
2025-02-07 07:39:15,0.0,5.3,12.2,3
2025-02-07 08:01:59,0.0,2.1,11.2,0
2025-02-07 08:49:00,0.0,6.2,16.2,0
2025-02-07 10:20:06,0.0,1.8,12.6,0
2025-02-07 10:31:23,0.0,8.3,23.0,0
2025-02-07 11:14:11,0.0,2.3,13.3,0
2025-02-07 13:22:40,0.0,3.6,17.3,2
2025-02-07 16:01:00,0.1,8.5,19.1,51
2025-02-07 16:47:03,0.3,4.3,28.1,51
2025-02-07 16:56:49,0.1,4.2,24.5,51
2025-02-07 18:11:05,2.2,2.6,28.8,61
2025-02-07 18:59:31,0.0,6.0,25.2,3
2025-02-07 20:03:40,0.0,7.8,16.6,2
2025-02-07 20:57:26,0.0,6.6,14.8,2
2025-02-07 21:00:00,0.0,7.1,16.2,3
2025-02-07 22:35:37,0.0,4.6,8.6,2
2025-02-08 00:10:33,0.0,5.2,10.8,0
2025-02-08 02:48:16,0.0,8.0,17.3,0
2025-02-08 04:11:02,0.0,9.6,16.6,0
2025-02-08 06:15:55,0.0,13.5,23.4,0
2025-02-08 06:35:03,0.0,7.6,14.0,1
2025-02-08 09:33:43,0.0,9.7,21.6,1
2025-02-08 13:04:45,0.0,9.3,28.4,1
2025-02-08 13:36:00,0.0,12.2,30.2,0
2025-02-08 16:12:03,0.2,15.7,36.7,51
2025-02-08 17:46:44,0.1,15.6,36.4,51
2025-02-08 19:32:55,0.0,11.5,28.1,1
2025-02-08 20:50:48,0.0,12.7,22.7,3
2025-02-08 22:44:46,0.0,14.1,30.2,1
2025-02-09 03:13:34,0.0,12.7,27.4,0
2025-02-09 12:34:03,0.0,5.0,19.8,2
2025-02-09 13:11:49,0.0,7.2,22.0,2
2025-02-09 15:23:40,0.1,4.1,15.5,51
2025-02-09 17:19:53,0.1,14.5,33.8,51
2025-02-09 18:05:43,0.0,2.9,10.4,3
2025-02-09 20:27:00,0.0,5.2,13.0,0
2025-02-10 05:25:00,0.0,5.2,9.0,1
2025-02-10 07:09:51,0.0,6.5,13.0,0
2025-02-10 07:26:33,0.0,4.3,9.0,3
2025-02-10 07:33:49,0.0,8.0,15.1,0
2025-02-10 08:50:19,0.0,7.9,20.5,1
2025-02-10 09:02:51,0.0,9.8,27.0,3
2025-02-10 10:32:25,0.0,9.3,25.2,2
2025-02-10 14:35:05,0.0,7.8,23.0,3
2025-02-10 15:04:18,0.0,6.1,20.2,3
2025-02-10 15:09:49,0.0,5.7,19.1,3
2025-02-10 17:09:26,1.4,1.7,14.0,61
2025-02-10 17:25:51,0.5,7.3,18.7,53
2025-02-10 17:33:17,0.1,1.9,17.6,51
2025-02-10 18:51:36,0.0,7.3,19.1,3
2025-02-10 19:33:12,0.0,3.5,14.0,3
2025-02-10 20:47:21,0.0,3.4,9.0,3
2025-02-10 21:25:22,0.0,3.1,6.5,3
2025-02-11 04:56:20,0.0,5.9,11.2,1
