Tipo;Código;Rodovia;Tipo da Rodovia;Km;Faixas;Município;Marca/Modelo;Operadora;Início Operação;Cancelamento;Coordenadas
CEV;CEV260456;SPA 241/300;Acesso;10,687;O-1, O-2;BOTUCATU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);10/03/2026;;-22.915740, -48.448100
CEV;CEV260452;SP 191;Eixo;194,68;L-1, O-1;SAO MANUEL;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);24/03/2026;;-22.768910, -48.550430
CEC;CEC250006;SP 215;Eixo;171,5;L-1, O-1;RIBEIRAO BONITO;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);07/08/2025;;-22.061611, -48.092306
CEC;CEC250076;SP 304;Eixo;381;L-1, O-1;IBITINGA;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);09/09/2025;;-21.712695, -48.978867
CEC;CEC250077;SP 317;Eixo;16;N-1, S-1;ITAPOLIS;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);09/09/2025;;-21.632111, -48.832333
CEC;CEC250078;SP 331;Eixo;56;L-1, O-1;IBITINGA;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);09/09/2025;;-21.789595, -48.831555
CEC;CEC250079;SPA 149/215;Acesso;3,9;N-1, S-1;SAO CARLOS;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);09/09/2025;;-22.096613, -47.878291
CEV;CEV250154;SP 304;Eixo;368,3;L-1, O-1;IBITINGA;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);09/09/2025;;-21.766682, -48.868616
CEV;CEV250156;SP 253;Eixo;216,6;L-1, O-1;JABOTICABAL;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);09/09/2025;;-21.283983, -48.251883
CEV;CEV250157;SP 331;Eixo;15,8;L-1, O-1;NOVA EUROPA;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);09/09/2025;;-21.739704, -48.447787
CEC;CEC250081;SPI 328/326;Interligação;6,75;L-1, O-1;GUARIBA;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);23/09/2025;;-21.365548, -48.261228
CEV;CEV250050;SP 215;Eixo;194,7;L-1, O-1;DOURADO;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);23/09/2025;;-22.107833, -48.306611
CEV;CEV250155;SP 331;Eixo;5,2;L-1, O-1;GAVIAO PEIXOTO;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);23/09/2025;;-21.730478, -48.346442
REV;REV250001;SP 215;Eixo;150,3;O-1, O-2;SAO CARLOS;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);23/09/2025;;-22.064234, -47.888961
REV;REV250022;SP 304;Eixo;365,4;L-1, O-1;IBITINGA;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);23/09/2025;;-21.780786, -48.846915
REV;REV250024;SPA 301/310;Acesso;2;L-1, L-2, O-1;MATAO;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);23/09/2025;;-21.627685, -48.383196
REV;REV250023;SP 305;Eixo;12,7;L-1, O-1, O-2;MONTE ALTO;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);12/11/2025;;-21.262337, -48.467477
CEC;CEC260195;SP 253;Eixo;207,05;L-1, O-1;GUARIBA;Engebras/MMV544;145/2023 - Lote 04 (Consórcio Paulista);18/04/2026;;-21.313786, -48.166653
CEV;CEV250143;SP 055;Eixo;137,15;L-1, O-1;SAO SEBASTIAO;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);02/09/2025;;-23.816232, -45.464183
CEC;CEC250068;SP 055;Eixo;195,431;L-1, O-1;BERTIOGA;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);16/09/2025;;-23.755851, -45.878212
CEV;CEV250145;SP 055;Eixo;179,3;L-1, O-1;SAO SEBASTIAO;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);16/09/2025;;-23.742489, -45.732284
REV;REV250045;SP 222;Eixo;95,085;L-1, O-1;PARIQUERA-ACU;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);23/09/2025;;-24.733140, -47.823248
CEV;CEV250178;SP 222;Eixo;52,8;L-1, O-1;IGUAPE;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);25/09/2025;;-24.676112, -47.553819
CEV;CEV250174;SP 055;Eixo;147,75;L-1, O-1;SAO SEBASTIAO;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);30/09/2025;;-23.813885, -45.529984
CEC;CEC250101;SP 055;Eixo;136,4;L-1, O-1;SAO SEBASTIAO;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);07/10/2025;;-23.817098, -45.459781
CEC;CEC250153;SP 055;Eixo;156,97;L-1, O-1, O-2;SAO SEBASTIAO;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);07/10/2025;;-23.787389, -45.589124
CEC;CEC250155;SP 226;Eixo;3,076;L-1, O-1;PARIQUERA-ACU;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);07/10/2025;;-24.667224, -47.908030
CEV;CEV250271;SP 222;Eixo;6,763;L-1, O-1, O-2;MIRACATU;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);07/10/2025;;-24.363994, -47.492961
CEV;CEV250284;SP 193;Eixo;7;N-1, S-1;ELDORADO;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);07/10/2025;;-24.580590, -48.107723
CEC;CEC250154;SP 139;Eixo;1,858;N-1, S-1;REGISTRO;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);21/10/2025;;-24.492924, -47.857979
CEV;CEV250189;SPA 459/230;Acesso;3,122;N-1, S-1;PARIQUERA-ACU;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);21/10/2025;;-24.626521, -47.880274
CEV;CEV250273;SP 222;Eixo;46,117;L-1, O-1;ILHA COMPRIDA;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);21/10/2025;;-24.641728, -47.505209
CEV;CEV250331;SP 055;Eixo;156,2;L-1, O-1;SAO SEBASTIAO;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);21/10/2025;;-23.788657, -45.585775
CEV;CEV250111;SP 055;Eixo;205,164;L-1, O-1;BERTIOGA;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);29/10/2025;;-23.777870, -45.967203
CEV;CEV250215;SP 193;Eixo;8,8;N-1, S-1;JACUPIRANGA;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);29/10/2025;;-24.595301, -48.099905
CEV;CEV250272;SP 222;Eixo;35,026;L-1, O-1;IGUAPE;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);29/10/2025;;-24.575450, -47.552287
CEV;CEV250278;SP 193;Eixo;18,201;N-1, S-1;JACUPIRANGA;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);29/10/2025;;-24.649216, -48.038240
CEV;CEV250332;SP 139;Eixo;49,935;N-1, S-1;SETE BARRAS;FOCALLE/F-DIP;145/2023 - Lote 05 (Splice);29/10/2025;;-24.183606, -47.928006
CEV;CEV250333;SP 139;Eixo;56,837;N-1, S-1;SETE BARRAS;FOCALLE/F-DIP;145/2023 - Lote 05 (Splice);29/10/2025;;-24.169474, -47.968449
REC;REC250004;SP 222;Eixo;16,941;L-1, O-1;IGUAPE;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);29/10/2025;;-24.421799, -47.543732
REC;REC250008;SP 055;Eixo;154,676;L-1, O-1;SAO SEBASTIAO;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);29/10/2025;;-23.790369, -45.565944
REV;REV250018;SP 222;Eixo;22,703;L-1, O-1;IGUAPE;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);29/10/2025;;-24.469542, -47.550333
REV;REV250042;SP 055;Eixo;188,5;L-1, O-1;SAO SEBASTIAO;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);29/10/2025;;-23.755163, -45.815584
REV;REV250043;SP 222;Eixo;71,02;L-1, O-1;IGUAPE;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);29/10/2025;;-24.780711, -47.665214
REV;REV250044;SP 055;Eixo;177,22;L-1, O-1;SAO SEBASTIAO;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);29/10/2025;;-23.758289, -45.723186
REV;REV250051;SP 165;Eixo;79,42;L-1, O-1;ELDORADO;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);29/10/2025;;-24.564827, -48.151041
REV;REV250050;SP 055;Eixo;163,4;L-1, O-1;SAO SEBASTIAO;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);05/11/2025;;-23.783335, -45.630696
CEV;CEV250173;SP 055;Eixo;141,22;L-1, O-1;SAO SEBASTIAO;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);12/11/2025;;-23.828931, -45.493749
CEV;CEV250335;SP 139;Eixo;63,735;N-1, S-1;SETE BARRAS;FOCALLE/F-DIP;145/2023 - Lote 05 (Splice);12/11/2025;;-24.143401, -47.989819
CEV;CEV250352;SP 055;Eixo;189,5;L-1, L-2, O-1, O-2;SAO SEBASTIAO;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);12/11/2025;;-23.754464, -45.825170
REV;REV250019;SP 222;Eixo;27,53;L-1, O-1;IGUAPE;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);12/11/2025;;-24.510190, -47.559544
REV;REV250049;SP 055;Eixo;178,1;L-1, O-1;SAO SEBASTIAO;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);12/11/2025;;-23.750839, -45.726078
REV;REV250020;SP 055;Eixo;165,9;L-1, O-1;SAO SEBASTIAO;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);25/11/2025;;-23.770770, -45.638830
CEV;CEV250330;SP 055;Eixo;150,8;L-1, L-2, O-1, O-2;SAO SEBASTIAO;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);23/12/2025;;-23.798466, -45.542336
CEV;CEV250269;SP 165;Eixo;105,04;N-1, S-1;ELDORADO;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);30/12/2025;;-24.600642, -48.361038
CEV;CEV250334;SP 055;Eixo;160,55;L-1, O-1;SAO SEBASTIAO;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);06/01/2026;;-23.781928, -45.607280
REV;REV250021;SP 055;Eixo;192,462;L-1, O-1;BERTIOGA;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);13/01/2026;;-23.756202, -45.849659
REV;REV250016;SP 061;Eixo;5,672;N-1, S-1;GUARUJA;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);03/03/2026;;-23.947875, -46.174553
CEV;CEV260478;SP 222;Eixo;47,469;L-1, O-1;IGUAPE;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);18/04/2026;;-24.651785, -47.512202
REV;REV250017;SP 222;Eixo;11,1;L-1, O-1;IGUAPE;Splice/SPL-MFS1;145/2023 - Lote 05 (Splice);23/04/2026;;-24.379068, -47.518535
CEV;CEV250270;SP 193;Eixo;15,245;N-1, S-1;JACUPIRANGA;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);28/04/2026;;-24.626910, -48.049654
CEV;CEV250279;SP 222;Eixo;5,457;L-1, O-1;MIRACATU;FOCALLE/F-LIN;145/2023 - Lote 05 (Splice);28/04/2026;;-24.355632, -47.499601
CEV;CEV250169;SP 046;Eixo;154,221;L-1, O-1;SANTO ANTONIO DO PINHAL;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);09/09/2025;;-22.826348, -45.718998
CEV;CEV250171;SP 050;Eixo;128,1;N-1, S-1;MONTEIRO LOBATO;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);09/09/2025;;-22.924755, -45.826305
CEV;CEV250209;SPA 017/123;Acesso;1,705;L-1, O-1;TREMEMBE;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);09/09/2025;;-22.943286, -45.579050
CEV;CEV250231;SP 055;Eixo;79,8;L-1, O-1;UBATUBA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);09/09/2025;;-23.553290, -45.250128
CEC;CEC250099;SP 042;Eixo;162,638;N-1, S-1;SAO BENTO DO SAPUCAI;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);16/09/2025;;-22.716750, -45.727813
CEV;CEV250172;SP 052;Eixo;212,281;N-1, S-1;CRUZEIRO;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);16/09/2025;;-22.635160, -44.973871
CEV;CEV250198;SP 125;Eixo;9,353;N-1, N-2, S-1;TAUBATE;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);16/09/2025;;-23.108282, -45.524709
CEV;CEV250199;SP 125;Eixo;42,85;N-1, S-1;SAO LUIS DO PARAITINGA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);16/09/2025;;-23.228702, -45.313562
CEV;CEV250203;SP 171;Eixo;19,9;N-1, S-1;GUARATINGUETA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);16/09/2025;;-22.921508, -45.095641
CEV;CEV250205;SP 171;Eixo;46,9;N-1, S-1;CUNHA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);16/09/2025;;-23.080147, -44.965362
CEV;CEV250232;SP 055;Eixo;119,95;L-1, O-1;SAO SEBASTIAO;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);16/09/2025;;-23.748566, -45.410333
CEV;CEV250233;SP 058;Eixo;213,647;L-1, O-1;CRUZEIRO;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);16/09/2025;;-22.599943, -45.006991
CEV;CEV250190;SP 052;Eixo;232,573;N-1, S-1;CRUZEIRO;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);23/09/2025;;-22.488088, -45.013661
CEV;CEV250193;SP 123;Eixo;42,688;N-1, S-1;CAMPOS DO JORDAO;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);23/09/2025;;-22.777030, -45.612470
CEV;CEV250196;SP 052;Eixo;220,5;N-1, S-1;CRUZEIRO;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);23/09/2025;;-22.572337, -44.994556
CEV;CEV250202;SP 125;Eixo;77;N-1, S-1;SAO LUIS DO PARAITINGA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);23/09/2025;;-23.364226, -45.139321
CEV;CEV250211;SPA 085/060;Acesso;0,962;N-1, S-1;PINDAMONHANGABA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);23/09/2025;;-22.913594, -45.348244
CEV;CEV250212;SPA 092/060;Acesso;2,269;N-1, N-2, S-1, S-2;PINDAMONHANGABA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);23/09/2025;;-22.941180, -45.422384
REV;REV250035;SP 055;Eixo;89,1;L-1, O-1;CARAGUATATUBA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);23/09/2025;;-23.581311, -45.326472
REV;REV250036;SP 055;Eixo;114,26;L-1, L-2, O-1, O-2;SAO SEBASTIAO;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);23/09/2025;;-23.725271, -45.421800
CEV;CEV250210;SPA 021/060;Acesso;7,571;N-1, S-1;CRUZEIRO;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);30/09/2025;;-22.566398, -44.940573
CEV;CEV250291;SP 062;Eixo;156,6;L-1, L-2, O-1, O-2;PINDAMONHANGABA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);30/09/2025;;-22.894023, -45.392332
CEC;CEC250140;SP 077;Eixo;2,237;N-1, S-1;JACAREI;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);01/10/2025;;-23.310652, -45.934019
CEV;CEV250292;SP 062;Eixo;183,8;L-1, O-1;LORENA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);01/10/2025;;-22.765033, -45.147260
CEV;CEV250294;SP 066;Eixo;102,4;L-1, O-1;JACAREI;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);01/10/2025;;-23.271290, -45.918488
CEC;CEC250139;SP 062;Eixo;117,534;L-1, O-1;CACAPAVA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);07/10/2025;;-23.070769, -45.662979
CEV;CEV250170;SP 046;Eixo;165,406;L-1, O-1;SANTO ANTONIO DO PINHAL;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);07/10/2025;;-22.827690, -45.637020
CEV;CEV250235;SP 132;Eixo;159,381;N-1, S-1;PINDAMONHANGABA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);07/10/2025;;-22.887265, -45.540987
CEV;CEV250299;SP 123;Eixo;12,614;N-1, S-1;TREMEMBE;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);07/10/2025;;-22.955243, -45.623217
CEV;CEV250300;SP 123;Eixo;28,786;N-1, N-2, S-1;PINDAMONHANGABA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);07/10/2025;;-22.860013, -45.621797
CEV;CEV250303;SP 125;Eixo;25,091;N-1, S-1, S-2;TAUBATE;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);07/10/2025;;-23.199108, -45.436418
CEV;CEV250304;SP 125;Eixo;27,035;N-1, S-1;REDENCAO DA SERRA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);07/10/2025;;-23.207826, -45.422963
CEV;CEV250305;SP 125;Eixo;46,72;N-1, S-1;SAO LUIS DO PARAITINGA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);07/10/2025;;-23.253742, -45.296310
CEV;CEV250306;SP 171;Eixo;2,453;N-1, S-1;GUARATINGUETA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);07/10/2025;;-22.837800, -45.181166
CEV;CEV250317;SP 153;Eixo;6,3;L-1, O-1;SAO LUIS DO PARAITINGA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);07/10/2025;;-23.177871, -45.286375
CEV;CEV250191;SP 055;Eixo;73,15;L-1, O-1;UBATUBA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);14/10/2025;;-23.518827, -45.202088
CEV;CEV250295;SP 068;Eixo;208,566;L-1, O-1;CACHOEIRA PAULISTA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);14/10/2025;;-22.656701, -44.933595
CEV;CEV250297;SP 123;Eixo;5,762;N-1, N-2, S-1, S-2;TAUBATE;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);14/10/2025;;-23.012657, -45.641168
REV;REV250047;SP 153;Eixo;21,366;L-1, O-1;LAGOINHA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);14/10/2025;;-23.096598, -45.195188
CEC;CEC250100;SP 050;Eixo;102,642;N-1, S-1;SAO JOSE DOS CAMPOS;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);21/10/2025;;-23.101290, -45.918249
CEC;CEC250118;SP 058;Eixo;214,499;L-1, O-1;CRUZEIRO;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);21/10/2025;;-22.598152, -44.998327
CEC;CEC250141;SP 123;Eixo;1,2;N-1, N-2, S-1, S-2;TAUBATE;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);21/10/2025;;-23.047315, -45.626563
CEV;CEV250316;SP 062;Eixo;165,095;L-1, O-1;ROSEIRA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);21/10/2025;;-22.891621, -45.324568
REV;REV250031;SP 125;Eixo;88,3;N-1, S-1;UBATUBA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);21/10/2025;;-23.400733, -45.119307
CEV;CEV250296;SP 121;Eixo;1,255;L-1, O-1;NATIVIDADE DA SERRA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);22/10/2025;;-23.196315, -45.467952
CEV;CEV250201;SP 125;Eixo;74;N-1, S-1;SAO LUIS DO PARAITINGA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);01/11/2025;;-23.380229, -45.157317
REC;REC250007;SP 062;Eixo;185,319;L-1, O-1;LORENA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);01/11/2025;;-22.753687, -45.138600
REV;REV250029;SP 052;Eixo;218,344;N-1, S-1;CRUZEIRO;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);01/11/2025;;-22.584226, -44.981472
CEV;CEV250204;SP 171;Eixo;32;N-1, S-1;CUNHA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);19/11/2025;;-22.996530, -45.044605
CEV;CEV250213;SPA 099/060;Acesso;1,917;N-1, N-2, S-1, S-2;PINDAMONHANGABA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);19/11/2025;;-22.963520, -45.461947
REV;REV250030;SP 052;Eixo;228,456;N-1, S-1;CRUZEIRO;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);19/11/2025;;-22.514067, -45.016865
REV;REV250034;SPA 099/060;Acesso;1,5;N-1, N-2, S-1, S-2;PINDAMONHANGABA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);19/11/2025;;-22.967648, -45.461934
REV;REV250033;SPA 092/060;Acesso;3,099;N-1, N-2, S-1, S-2;PINDAMONHANGABA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);25/11/2025;;-22.938257, -45.429586
REC;REC250006;SP 121;Eixo;26,224;L-1, O-1;NATIVIDADE DA SERRA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);27/11/2025;;-23.335228, -45.480327
REV;REV250037;SP 062;Eixo;157,95;L-1, L-2, O-1, O-2;PINDAMONHANGABA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);09/12/2025;;-22.890151, -45.379515
CEV;CEV250301;SP 123;Eixo;30,91;N-1, N-2, S-1;PINDAMONHANGABA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);16/12/2025;;-22.846068, -45.615597
CEV;CEV250293;SP 066;Eixo;100,5;L-1, O-1;JACAREI;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);20/01/2026;;-23.265647, -45.929483
CEV;CEV250308;SPA 092/060;Acesso;4,018;N-1, N-2, S-1, S-2;PINDAMONHANGABA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);20/01/2026;;-22.935131, -45.437657
CEV;CEV250200;SP 125;Eixo;66,294;N-1, S-1;SAO LUIS DO PARAITINGA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);28/01/2026;;-23.359153, -45.202844
REV;REV250046;SP 077;Eixo;1,8;N-1, N-2, S-1;JACAREI;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);28/01/2026;;-23.309793, -45.941288
CEV;CEV250298;SP 123;Eixo;11,6;N-1, S-1;TREMEMBE;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);23/04/2026;;-22.962607, -45.635875
CEV;CEV260480;SP 055;Eixo;80,8;L-1, O-1;UBATUBA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);25/04/2026;;-23.560567, -45.255398
CEV;CEV250302;SP 125;Eixo;5,928;N-1, S-1, S-2;TAUBATE;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);12/05/2026;;-23.086762, -45.543212
REV;REV250028;SP 050;Eixo;98,35;N-1, S-1;SAO JOSE DOS CAMPOS;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);12/05/2026;;-23.133772, -45.908759
CEV;CEV260494;SP 121;Eixo;17,954;L-1, O-1;REDENCAO DA SERRA;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);27/05/2026;;-23.292017, -45.518242
CEV;CEV250206;SP 183;Eixo;5,407;L-1, O-1;PIQUETE;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);17/06/2026;;-22.612924, -45.112645
CEV;CEV250234;SP 062;Eixo;140,7;L-1, O-1;TREMEMBE;Engebras/MMV544;145/2023 - Lote 06 (Consórcio Paulista);30/06/2026;;-22.973496, -45.511169
CEC;CEC250084;SP 261;Eixo;54,5;N-1, S-1;AGUAS DE SANTA BARBARA;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);02/09/2025;;-22.862526, -49.227454
CEC;CEC250085;SP 266;Eixo;439,603;L-1, O-1;CANDIDO MOTA;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);02/09/2025;;-22.739213, -50.371425
CEC;CEC250092;SP 287;Eixo;24,22;N-1, S-1;PIRAJU;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);02/09/2025;;-23.238910, -49.426540
CEC;CEC250083;SP 249;Eixo;194,516;L-1, O-1;FARTURA;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);03/09/2025;;-23.390530, -49.552560
CEC;CEC250031;SP 249;Eixo;176,45;L-1, O-1;TAGUAI;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);09/09/2025;;-23.453290, -49.397330
CEC;CEC250093;SP 287;Eixo;36,861;N-1, S-1;PIRAJU;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);09/09/2025;;-23.173340, -49.384190
CEC;CEC250095;SP 375;Eixo;3,859;N-1, S-1;PALMITAL;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);09/09/2025;;-22.902436, -50.255833
CEV;CEV250161;SP 261;Eixo;53,1;N-1, S-1;AGUAS DE SANTA BARBARA;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);09/09/2025;;-22.872453, -49.234075
CEV;CEV250166;SP 375;Eixo;16,926;N-1, S-1;PALMITAL;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);09/09/2025;;-22.791890, -50.207670
CEV;CEV250247;SP 287;Eixo;31,347;N-1, S-1;PIRAJU;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);09/09/2025;;-23.211420, -49.372940
CEC;CEC250030;SP 225;Eixo;321,176;N-1, S-1;SANTA CRUZ DO RIO PARDO;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);23/09/2025;;-22.886570, -49.608170
CEC;CEC250089;SP 261;Eixo;8,408;N-1, S-1;PIRAJU;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);23/09/2025;;-23.219780, -49.249720
CEC;CEC250096;SP 421;Eixo;15,651;L-1, O-1;OSCAR BRESSANE;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);23/09/2025;;-22.321570, -50.282650
CEC;CEC250120;SP 421;Eixo;51,402;L-1, O-1;PARAGUACU PAULISTA;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);23/09/2025;;-22.398820, -50.601230
CEV;CEV250158;SP 225;Eixo;324,381;N-1, S-1;SANTA CRUZ DO RIO PARDO;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);23/09/2025;;-22.914320, -49.624520
CEC;CEC250098;SP 457;Eixo;100,854;N-1, N-2, S-1, S-2;BASTOS;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);25/09/2025;;-21.895678, -50.704325
CEV;CEV250246;SP 225;Eixo;323,039;N-1, S-1;SANTA CRUZ DO RIO PARDO;Engebras/MMV544;145/2023 - Lote 07 (Consórcio Paulista);25/09/2025;;-22.902030, -49.617940
