Tipo;Código;Rodovia;Tipo da Rodovia;Km;Faixas;Município;Marca/Modelo;Operadora;Início Operação;Cancelamento;Coordenadas
CEV;00017746;SP 270;Eixo;48,93;O-1, O-2;SAO ROQUE;Aztechsys/AZCV1000;Rota Sorocabana;30/05/2025;;-23.590000, -47.059444
CEV;00017747;SP 270;Eixo;49,03;L-1, L-2;SAO ROQUE;Aztechsys/AZCV1000;Rota Sorocabana;30/05/2025;;-23.590046, -47.060260
CEV;00017748;SP 270;Eixo;56,597;L-1, L-2;SAO ROQUE;Aztechsys/AZCV1000;Rota Sorocabana;30/05/2025;;-23.554333, -47.107085
CEV;00017749;SP 270;Eixo;56,497;O-1, O-2;SAO ROQUE;Aztechsys/AZCV1000;Rota Sorocabana;30/05/2025;;-23.553939, -47.106725
CEV;00017751;SP 270;Eixo;72,33;O-1, O-2;MAIRINQUE;Aztechsys/AZCV1000;Rota Sorocabana;30/05/2025;;-23.530000, -47.230278
CEV;00017752;SP 270;Eixo;82,65;L-1, L-2;SOROCABA;Aztechsys/AZCV1000;Rota Sorocabana;30/05/2025;;-23.515493, -47.315959
CEV;CEV250415;SP 021;Eixo;40;S-1, S-2, S-3;ITAPECERICA DA SERRA;Splice/SPL-MFS1;SPMAR;10/12/2025;;-23.717260, -46.811470
CEV;CEV250423;SP 021;Eixo;90,5;S-1, S-2, S-3;RIBEIRAO PIRES;VELSIS/VCAP 01;SPMAR;12/12/2025;;-23.708550, -46.432230
CEV;CEV250429;SP 021;Eixo;97;N-1, N-2, N-3;MAUA;VELSIS/VCAP 01;SPMAR;12/12/2025;;-23.666290, -46.394680
CEV;CEV250425;SPD 123/021;Dispositivo;1,2;O-1;ITAQUAQUECETUBA;VELSIS/VCAP 01;SPMAR;07/01/2026;;-23.459320, -46.344610
CEV;CEV250418;SP 021;Eixo;61,5;S-1, S-2, S-3;SAO PAULO;Splice/SPL-MFS1;SPMAR;13/01/2026;;-23.800340, -46.668300
CEV;CEV250416;SP 021;Eixo;45,2;S-1, S-2, S-3;ITAPECERICA DA SERRA;Splice/SPL-MFS1;SPMAR;17/01/2026;;-23.753450, -46.797880
CEV;CEV250417;SP 021;Eixo;53,2;S-1, S-2, S-3;SAO PAULO;Splice/SPL-MFS1;SPMAR;18/01/2026;;-23.799010, -46.744320
CEV;CEV250419;SP 021;Eixo;73,4;S-1, S-2, S-3, S-4;SAO BERNARDO DO CAMPO;Splice/SPL-MFS1;SPMAR;18/01/2026;;-23.756950, -46.566990
CEV;CEV260448;SP 021;Eixo;76;N-1, N-2, N-3;SAO BERNARDO DO CAMPO;Splice/SPL-MFS1;SPMAR;18/01/2026;;-23.763270, -46.543400
CEV;CEV250426;SPD 123/021;Dispositivo;0,8;L-1, L-2;ITAQUAQUECETUBA;VELSIS/VCAP 01;SPMAR;28/01/2026;;-23.458700, -46.347060
CEV;CEV250427;SPD 128/021;Dispositivo;0,2;L-1, L-2;ARUJA;VELSIS/VCAP 01;SPMAR;28/01/2026;;-23.417570, -46.361200
CEV;CEV260497;SP 021;Eixo;95,7;S-1, S-2, S-3;RIBEIRAO PIRES;VELSIS/VCAP 01;SPMAR;20/06/2026;;-23.676690, -46.399440
CEV;00017504;SP 280;Eixo;175;L-1, L-2;BOFETE;Aztechsys/AZCV1000;SPVIAS;04/05/2023;;-23.193875, -48.235869
CEV;00017508;SP 270;Eixo;141,5;L-1, L-2;ALAMBARI;Aztechsys/AZCV1000;SPVIAS;04/05/2023;;-23.558813, -47.836410
CEV;00017509;SP 127;Eixo;187,43;S-1, S-2;ITAPETININGA;Aztechsys/AZCV1000;SPVIAS;04/05/2023;;-23.832753, -48.171003
CEV;00017510;SP 280;Eixo;172,07;O-1, O-2;PORANGABA;Aztechsys/AZCV1000;SPVIAS;04/05/2023;;-23.203588, -48.209332
CEV;00017511;SP 255;Eixo;257,3;S-1, S-2;AVARE;Aztechsys/AZCV1000;SPVIAS;04/05/2023;;-23.090647, -48.937519
CEV;00017529;SP 099;Eixo;27,4;S-1, S-2;PARAIBUNA;Splice/SPL-MFS1;Tamoios;26/04/2016;;-23.347250, -45.709720
CEV;00017537;SP 099;Eixo;42,7;S-1, S-2;PARAIBUNA;Splice/SPL-MFS1;Tamoios;26/04/2016;;-23.441080, -45.611440
CEV;00017538;SP 099;Eixo;30,2;S-1, S-2;PARAIBUNA;Splice/SPL-MFS1;Tamoios;26/04/2016;;-23.364110, -45.690930
CEV;00017539;SP 099;Eixo;56,4;N-1, N-2;PARAIBUNA;Splice/SPL-MFS1;Tamoios;26/04/2016;;-23.530490, -45.538480
CEV;00017540;SP 099;Eixo;64,13;S-1, S-2;PARAIBUNA;Splice/SPL-MFS1;Tamoios;26/04/2016;;-23.574540, -45.486910
CEV;00017544;SP 099;Eixo;64,13;N-1, N-2;PARAIBUNA;Splice/SPL-MFS1;Tamoios;26/04/2016;;-23.574480, -45.486840
CEV;00017545;SP 099;Eixo;81,7;N-1, N-2;CARAGUATATUBA;Splice/SPL-MFS1;Tamoios;26/04/2016;;-23.612440, -45.430610
CEV;00017528;SP 099;Eixo;18;S-1, S-2;JAMBEIRO;Splice/SPL-MFS1;Tamoios;17/05/2016;;-23.309320, -45.766220
REV;00017486;SP 099;Eixo;68;S-1, S-2;CARAGUATATUBA;TECDET/RADARTEC-VLOOP;Tamoios;09/02/2023;;-23.587783, -45.456158
REV;00017487;SP 099;Eixo;70,94;S-1, S-2;CARAGUATATUBA;TECDET/RADARTEC-VLOOP;Tamoios;09/02/2023;;-23.586933, -45.447461
REV;00017488;SP 099;Eixo;76,9;S-1, S-2;CARAGUATATUBA;TECDET/RADARTEC-VLOOP;Tamoios;09/02/2023;;-23.615692, -45.431044
REV;00017316;SP 099;Eixo;82,1;S-1, S-2;CARAGUATATUBA;TECDET/RADARTEC-VLOOP;Tamoios;07/03/2023;;-23.619587, -45.429954
REV;00017485;SP 099;Eixo;73,94;S-1, S-2;CARAGUATATUBA;TECDET/RADARTEC-VLOOP;Tamoios;13/11/2023;;-23.589744, -45.439864
CEV;00017720;SPI 097/055;Interligação;13,62;L-1;CARAGUATATUBA;Splice/SPL-MFS1;Tamoios;18/11/2024;;-23.671420, -45.468030
CEV;00017721;SPI 097/055;Interligação;13,023;O-1;CARAGUATATUBA;Splice/SPL-MFS1;Tamoios;18/11/2024;;-23.666820, -45.465090
CEV;00017507;SP 300;Eixo;96,75;O-1, O-2;ITU;Splice/SPL-MFS1;Via Colinas;05/05/2023;;-23.249315, -47.222282
CEV;00017535;SP 280;Eixo;97,7;O-1, O-2;PORTO FELIZ;Splice/SPL-MFS1;Via Colinas;25/07/2023;;-23.350232, -47.516077
CEV;00017536;SP 280;Eixo;127,5;L-1, L-2;TATUI;Splice/SPL-MFS1;Via Colinas;25/07/2023;;-23.283650, -47.792877
CEV;00017565;SP 127;Eixo;86,8;N-1, N-2;CERQUILHO;Splice/SPL-MFS1;Via Colinas;10/10/2023;;-23.141172, -47.732922
CEV;00017566;SP 075;Eixo;67,6;S-1, S-2, S-3;CAMPINAS;Splice/SPL-MFS1;Via Colinas;16/12/2023;;-23.013140, -47.117277
CEV;00017567;SP 075;Eixo;68,95;N-1, N-2, N-3;CAMPINAS;Splice/SPL-MFS1;Via Colinas;16/12/2023;;-23.002900, -47.111834
CEV;CEV250433;SP 075;Eixo;41,07;N-1, N-2;SALTO;Splice/SPL-MFS1;Via Colinas;17/12/2025;;-23.179530, -47.290570
CEV;CEV250434;SP 075;Eixo;46,1;N-1, N-2;SALTO;Splice/SPL-MFS1;Via Colinas;07/01/2026;;-23.153737, -47.257397
CEV;CEV250435;SP 075;Eixo;46,96;S-1, S-2;INDAIATUBA;Splice/SPL-MFS1;Via Colinas;07/01/2026;;-23.148332, -47.253388
CEV;CEV250436;SP 075;Eixo;52,35;N-1, N-2;INDAIATUBA;Splice/SPL-MFS1;Via Colinas;07/01/2026;;-23.115446, -47.214436
CEV;CEV250437;SP 075;Eixo;53,125;S-1, S-2;INDAIATUBA;Splice/SPL-MFS1;Via Colinas;07/01/2026;;-23.111155, -47.209285
REV;00016885;SP 255;Eixo;331,5;N-1, N-2, N-3;CORONEL MACEDO;Perkons/SmartPK PROI;Via Paulista;26/11/2018;;-23.621890, -49.276570
REV;00016886;SP 255;Eixo;331,5;S-1, S-2, S-3;CORONEL MACEDO;Perkons/SmartPK PROI;Via Paulista;26/11/2018;;-23.621887, -49.276565
REV;00016887;SP 255;Eixo;165,6;S-1, S-2, S-3;JAU;Perkons/SmartPK PROI;Via Paulista;26/11/2018;;-22.408537, -48.563525
REV;00016888;SP 255;Eixo;165,6;N-1, N-2, N-3;JAU;Perkons/SmartPK PROI;Via Paulista;26/11/2018;;-22.408537, -48.563525
REV;00016889;SP 255;Eixo;117,22;N-1, N-2, N-3;BOA ESPERANCA DO SUL;Perkons/SmartPK PROI;Via Paulista;07/12/2018;;-22.027582, -48.403011
REV;00016890;SP 255;Eixo;117,22;S-1, S-2, S-3;BOA ESPERANCA DO SUL;Perkons/SmartPK PROI;Via Paulista;07/12/2018;;-22.027582, -48.403011
REV;00016907;SP 255;Eixo;306;S-1, S-2, S-3;ITAI;Perkons/SmartPK PROI;Via Paulista;16/05/2019;;-23.467600, -49.134541
REV;00016908;SP 255;Eixo;306;N-1, N-2, N-3;ITAI;Perkons/SmartPK PROI;Via Paulista;16/05/2019;;-23.467117, -49.134020
REV;00016909;SP 255;Eixo;229,04;S-1, S-2, S-3;BOTUCATU;Perkons/SmartPK PROI;Via Paulista;16/05/2019;;-22.897817, -48.764139
REV;00016910;SP 255;Eixo;229,04;N-1, N-2, N-3;BOTUCATU;Perkons/SmartPK PROI;Via Paulista;16/05/2019;;-22.897819, -48.764144
CEV;00016958;SP 334;Eixo;330,35;S-1, S-2;BRODOSQUI;Perkons/SmartPK PROI;Via Paulista;14/06/2019;;-21.055262, -47.685503
REV;00016941;SP 255;Eixo;111,9;S-1;BOA ESPERANCA DO SUL;Perkons/SmartPK PROI;Via Paulista;03/12/2019;;-21.988236, -48.374913
REV;00016989;SP 334;Eixo;344;S-1, S-2, S-3;BATATAIS;Perkons/SmartPK PROI;Via Paulista;28/04/2020;;-20.942803, -47.633701
REV;00016990;SP 334;Eixo;344;N-1, N-2, N-3;BATATAIS;Perkons/SmartPK PROI;Via Paulista;28/04/2020;;-20.943316, -47.633378
REV;00016995;SP 330;Eixo;253;S-1, S-2, S-3;SANTA RITA DO PASSA QUATRO;Perkons/SmartPK PROI;Via Paulista;28/04/2020;;-21.658373, -47.609306
REV;00016996;SP 330;Eixo;253;N-1, N-2, N-3;SANTA RITA DO PASSA QUATRO;Perkons/SmartPK PROI;Via Paulista;28/04/2020;;-21.658636, -47.608675
REV;00016987;SP 318;Eixo;254,35;S-1, S-2, S-3;SAO CARLOS;Perkons/SmartPK PROI;Via Paulista;30/06/2020;;-21.821577, -47.907569
REV;00016988;SP 318;Eixo;254,35;N-1, N-2, N-3;SAO CARLOS;Perkons/SmartPK PROI;Via Paulista;30/06/2020;;-21.821577, -47.907569
REV;00016993;SP 330;Eixo;281;S-1, S-2, S-3;SAO SIMAO;Perkons/SmartPK PROI;Via Paulista;30/06/2020;;-21.414333, -47.663973
REV;00016994;SP 330;Eixo;281;N-1, N-2, N-3;SAO SIMAO;Perkons/SmartPK PROI;Via Paulista;30/06/2020;;-21.414333, -47.663973
REV;00017162;SP 334;Eixo;374,5;S-1, S-2, S-3;RESTINGA;Perkons/SmartPK PROI;Via Paulista;25/05/2021;;-20.714001, -47.506264
REV;00017163;SP 334;Eixo;374,5;N-1, N-2, N-3;RESTINGA;Perkons/SmartPK PROI;Via Paulista;25/05/2021;;-20.714001, -47.506264
REV;00017254;SP 255;Eixo;45,5;S-1, S-2, S-3;GUATAPARA;Perkons/SmartPK PROI;Via Paulista;22/07/2021;;-21.571863, -47.948531
REV;00017255;SP 255;Eixo;45,5;N-1, N-2, N-3;GUATAPARA;Perkons/SmartPK PROI;Via Paulista;22/07/2021;;-21.571720, -47.948660
REV;00017202;SP 255;Eixo;176,89;S-1;BARRA BONITA;Perkons/SmartPK PROI;Via Paulista;11/11/2022;;-22.500750, -48.546460
REV;00017306;SPD 307/330;Dispositivo;0,6;S-1;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;17/11/2022;;-21.205970, -47.758620
REV;00017204;SP 255;Eixo;355,58;S-1;ITAPORANGA;Perkons/SmartPK PROI;Via Paulista;03/08/2023;;-23.704181, -49.466248
REV;00017205;SP 255;Eixo;355,78;N-1;ITAPORANGA;Perkons/SmartPK PROI;Via Paulista;03/08/2023;;-23.705176, -43.468188
CEV;00017198;SP 255;Eixo;119,37;S-1;BOA ESPERANCA DO SUL;Perkons/SmartPK PROI;Via Paulista;28/05/2024;;-22.043805, -48.415040
CEV;00017203;SP 255;Eixo;308,13;S-1;ITAI;Perkons/SmartPK PROI;Via Paulista;28/05/2024;;-23.479827, -49.150642
REV;00017533;SP 257;Eixo;4,9;N-1;AMERICO BRASILIENSE;Perkons/SmartPK PROI;Via Paulista;28/05/2024;;-21.435700, -48.606800
REV;00017534;SP 257;Eixo;4,95;S-1;AMERICO BRASILIENSE;Perkons/SmartPK PROI;Via Paulista;28/05/2024;;-21.435950, -48.607000
CEV;00017304;SP 255;Eixo;295,82;S-1;ITAI;Perkons/SmartPK PROI;Via Paulista;02/09/2024;;-23.390948, -49.093649
CEV;00017568;SP 304;Eixo;295,2;O-1, O-2;JAU;Perkons/SmartPK PROI;Via Paulista;02/09/2024;;-22.311856, -48.574427
CEV;00017569;SP 304;Eixo;295,2;L-1, L-2;JAU;Perkons/SmartPK PROI;Via Paulista;02/09/2024;;-22.311856, -48.574427
CEV;00017578;SP 318;Eixo;237,072;S-1;SAO CARLOS;Perkons/SmartPK PROI;Via Paulista;02/09/2024;;-21.975300, 47.888900
REV;00017196;SP 255;Eixo;105,27;S-1;BOA ESPERANCA DO SUL;Perkons/SmartPK PROI;Via Paulista;02/09/2024;;-21.940950, -48.336450
CEV;00017571;SP 255;Eixo;144,16;S-1, S-2;JAU;Perkons/SmartPK PROI;Via Paulista;20/09/2024;;-22.231354, -48.531481
REV;00017197;SP 255;Eixo;105,5;N-1;BOA ESPERANCA DO SUL;Perkons/SmartPK PROI;Via Paulista;04/10/2024;;-21.942380, -48.337460
CEV;00016940;SP 255;Eixo;111,9;N-1;BOA ESPERANCA DO SUL;Perkons/SmartPK PROI;Via Paulista;21/11/2024;;-21.988236, -48.374913
CEV;00017490;SP 328;Eixo;309,93;N-1, N-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;25/11/2024;;-21.241952, -47.819151
CEV;00017624;SP 255;Eixo;144,8;N-1, N-2;JAU;Perkons/SmartPK PROI;Via Paulista;25/11/2024;;-22.235196, -48.535890
CEV;00017646;SP 255;Eixo;160,9;S-1, S-2;JAU;Perkons/SmartPK PROI;Via Paulista;25/11/2024;;-22.366370, -48.571042
CEV;00017305;SP 255;Eixo;170,5;S-1, S-2;BARRA BONITA;Perkons/SmartPK PROI;Via Paulista;14/01/2025;;-22.451949, -48.563130
CEV;00017647;SP 255;Eixo;162,5;N-1, N-2;JAU;Perkons/SmartPK PROI;Via Paulista;14/01/2025;;-22.380769, -48.568546
CEV;00017570;SP 345;Eixo;32,12;O-1, O-2;FRANCA;Perkons/SmartPK PROI;Via Paulista;03/02/2025;;-20.572241, -47.380939
REV;00017717;SP 281;Eixo;60,73;S-1;ITAPORANGA;Perkons/SmartPK PROI;Via Paulista;03/02/2025;;-23.709358, -49.507495
REV;00017718;SP 281;Eixo;56,7;N-1;ITAPORANGA;Perkons/SmartPK PROI;Via Paulista;03/02/2025;;-23.711495, -49.474785
REV;00017719;SP 281;Eixo;63,44;N-1;ITAPORANGA;Perkons/SmartPK PROI;Via Paulista;03/02/2025;;-23.690673, -49.522840
CEV;00017489;SP 328;Eixo;310,7;S-1, S-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;05/02/2025;;-21.234799, -47.818769
CEV;00017575;SP 330;Eixo;244,9;S-1, S-2;SANTA RITA DO PASSA QUATRO;Perkons/SmartPK PROI;Via Paulista;05/02/2025;;-21.727617, -47.586298
CEV;00017579;SP 330;Eixo;301,25;N-1, N-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;05/02/2025;;-21.262443, -47.754737
CEV;00017648;SP 255;Eixo;40,8;S-1, S-2;GUATAPARA;Perkons/SmartPK PROI;Via Paulista;04/03/2025;;-21.533172, -47.931017
CEV;00017650;SP 330;Eixo;280,1;N-1, N-2;SAO SIMAO;Perkons/SmartPK PROI;Via Paulista;04/03/2025;;-21.421062, -47.658933
CEV;00017660;SP 334;Eixo;335,65;S-1, S-2;BRODOSQUI;Perkons/SmartPK PROI;Via Paulista;04/03/2025;;-21.013575, -47.664353
CEV;00017661;SP 345;Eixo;18,67;O-1, O-2;PATROCINIO PAULISTA;Perkons/SmartPK PROI;Via Paulista;04/03/2025;;-20.620335, -47.280532
REV;00017649;SP 255;Eixo;299,7;N-1;ITAI;Perkons/SmartPK PROI;Via Paulista;04/03/2025;;-23.423349, -49.099785
CEV;00017491;SP 255;Eixo;3,9;N-1, N-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;27/03/2025;;-21.231448, -47.780176
CEV;00017645;SP 334;Eixo;319,9;N-1, N-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;27/03/2025;;-21.106222, -47.768817
CEV;00017665;SP 330;Eixo;247,8;S-1, S-2;SANTA RITA DO PASSA QUATRO;Perkons/SmartPK PROI;Via Paulista;18/04/2025;;-21.702851, -47.595379
CEV;00017530;SP 255;Eixo;87,8;S-1;ARARAQUARA;Perkons/SmartPK PROI;Via Paulista;13/06/2025;;-21.826458, -48.220855
CEV;00017583;SPA 307/330;Acesso;0,2;L-1, L-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;13/06/2025;;-21.204500, -47.761900
CEV;00017655;SP 334;Eixo;396,63;S-1, S-2;FRANCA;Perkons/SmartPK PROI;Via Paulista;13/06/2025;;-20.548997, -47.413947
CEV;00017494;SP 330;Eixo;307,25;S-1, S-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;17/07/2025;;-21.209320, -47.756700
CEV;00017662;SP 345;Eixo;34,55;O-1, O-2;FRANCA;Perkons/SmartPK PROI;Via Paulista;30/07/2025;;-20.568589, -47.403659
CEV;00017654;SP 334;Eixo;322;S-1, S-2;JARDINOPOLIS;Perkons/SmartPK PROI;Via Paulista;22/08/2025;;-21.082620, -47.727650
CEV;00017577;SPA 307/330;Acesso;2,23;O-1, O-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;08/09/2025;;-21.193334, -47.776233
CEV;00017663;SPA 307/330;Acesso;2,23;L-1, L-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;08/09/2025;;-21.193363, -47.776416
CEV;00017651;SP 330;Eixo;294,5;N-1, N-2;CRAVINHOS;Perkons/SmartPK PROI;Via Paulista;29/09/2025;;-21.319200, -47.733500
CEV;00017652;SP 330;Eixo;302,24;N-1, N-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;29/09/2025;;-21.253800, -47.755000
CEV;00017664;SP 255;Eixo;127,3;N-1;BOCAINA;Perkons/SmartPK PROI;Via Paulista;02/10/2025;;-22.102890, -48.455250
CEV;00017493;SP 330;Eixo;299,85;N-1, N-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;07/11/2025;;-21.274950, -47.754182
CEV;00017582;SP 330;Eixo;313,8;S-1, S-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;07/11/2025;;-21.149580, -47.758040
REV;REV260104;SPD 307/330;Dispositivo;0,36;O-1, O-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;30/04/2026;;-21.207239, -47.756531
CEV;CEV250444;SP 328;Eixo;294,25;N-1;CRAVINHOS;Perkons/SmartPK PROI;Via Paulista;03/07/2026;;-21.338431, -47.753190
CEV;CEV260479;SP 334;Eixo;397,85;N-1, N-2;FRANCA;Perkons/SmartPK PROI;Via Paulista;03/07/2026;;-20.539969, -47.421168
CEV;CEV260470;SP 330;Eixo;310,16;N-1, N-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;08/07/2026;;-21.182705, -47.756978
CEV;CEV260471;SP 330;Eixo;315,3;N-1, N-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;08/07/2026;;-21.137503, -47.762747
CEV;CEV260473;SP 334;Eixo;325;S-1, S-2;JARDINOPOLIS;Perkons/SmartPK PROI;Via Paulista;08/07/2026;;-21.082644, -47.727660
REV;REV260105;SP 328;Eixo;294,36;S-1;CRAVINHOS;Perkons/SmartPK PROI;Via Paulista;09/07/2026;;-21.338140, -47.754263
CEV;CEV260468;SP 330;Eixo;305,04;N-1, N-2;RIBEIRAO PRETO;Perkons/SmartPK PROI;Via Paulista;22/07/2026;;-21.228816, -47.759276
CEV;00017616;SP 300;Eixo;340,4;O-1, O-2;BAURU;Splice/SPL-MFS1;Via Rondon;04/06/2010;;-22.330533, -49.050350
CEV;00017617;SP 300;Eixo;341,6;O-1, O-2;BAURU;Splice/SPL-MFS1;Via Rondon;04/06/2010;;-22.319967, -49.053633
CEV;00017618;SP 300;Eixo;342,65;L-1, L-2;BAURU;Splice/SPL-MFS1;Via Rondon;04/06/2010;;-22.311217, -49.056300
CEV;00017619;SP 300;Eixo;449,7;O-1, O-2;LINS;Splice/SPL-MFS1;Via Rondon;04/06/2010;;-21.653750, -49.806700
CEV;00017620;SP 300;Eixo;530,1;L-1, L-2;ARACATUBA;Splice/SPL-MFS1;Via Rondon;04/06/2010;;-21.238633, -50.437917
CEV;00017621;SP 300;Eixo;535,7;L-1, L-2;ARACATUBA;Splice/SPL-MFS1;Via Rondon;04/06/2010;;-21.206783, -50.479067
CEV;00017622;SP 300;Eixo;640;L-1, L-2;ANDRADINA;Splice/SPL-MFS1;Via Rondon;04/06/2010;;-20.884850, -51.366550
CEV;CEV260464;SP 021;Eixo;135,02;O-1, O-2, O-3;GUARULHOS;Splice/SPL-MFS1;Via SP Serra;30/04/2026;;-23.390960, -46.406927
CEV;CEV260465;SP 021;Eixo;135,24;L-1, L-2, L-3;GUARULHOS;Splice/SPL-MFS1;Via SP Serra;30/04/2026;;-23.391591, -46.409190
CEV;CEV260466;SP 021;Eixo;152,5;O-1, O-2, O-3;GUARULHOS;Splice/SPL-MFS1;Via SP Serra;16/05/2026;;-23.421849, -46.564397
CEV;CEV260467;SP 021;Eixo;129,89;L-1, L-2, L-3;ARUJA;Splice/SPL-MFS1;Via SP Serra;01/07/2026;;-23.406467, -46.367685
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
