_id,DATA,CONCESSIONARIA,RODOVIA,KM,SENTIDO,REG ADM,MUNICIPIO,PRACA,CLASSE,SUBCLASSE,OBITOS,FERIDOS
4579,2021-07-30 00:00:00,L30-EIXO[SP],SP310,"181,500",SUL,CAMPINAS,RIO CLARO,PC 01-RIO CLARO SUL,CHOQUE,CHOQUE-EQUIPAMENTO,0,0
4580,2021-07-29 00:00:00,L01-AUTOBAN,SP330,"26,495",SUL,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,PERUS,COLISÃO,COLISÃO-TRASEIRA,0,3
4581,2021-07-29 00:00:00,L30-EIXO[SP],SP425,"436,000",SUL,PRESIDENTE PRUDENTE,INDIANA,PN 13-INDIANA,CHOQUE,CHOQUE-MEIO FIO/CALÇAMENTO,0,0
4582,2021-07-26 00:00:00,L06-INTERVIAS,SP330,"215,000",NORTE,CAMPINAS,PIRASSUNUNGA,PIRASSUNUNGA,CHOQUE,CHOQUE-OBJETO NA PISTA,0,0
4583,2021-07-26 00:00:00,L25-SPMAR,SP021,"71,350",EXTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P4-IMIGRANTES,CHOQUE,CHOQUE-SUPORTE DE SINALIZAÇÃO,0,0
4584,2021-07-26 00:00:00,L30-EIXO[SP],SP294,"551,500",OESTE,MARÍLIA,PARAPUÃ,PN 10-PARAPUÃ,CHOQUE,CHOQUE-OUTROS,0,0
4585,2021-07-24 00:00:00,L28-ENTREVIAS,SP322,"327,500",LESTE,RIBEIRÃO PRETO,SERTÃOZINHO,PP03-SERTÃOZINHO,COLISÃO,COLISÃO-TRASEIRA,0,0
4586,2021-07-23 00:00:00,L30-EIXO[SP],SP294,"551,500",LESTE,MARÍLIA,PARAPUÃ,PN 10-PARAPUÃ,CHOQUE,CHOQUE-OUTROS,0,0
4587,2021-07-22 00:00:00,L23-LESTE PAULISTA,SP070,"32,800",LESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4588,2021-07-22 00:00:00,L25-SPMAR,SP021,"50,000",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,P1-PARELHEIROS,COLISÃO,COLISÃO-LATERAL,0,0
4589,2021-07-22 00:00:00,L25-SPMAR,SP021,"70,350",EXTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P3-IMIGRANTES CAPITAL,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,0,0
4590,2021-07-22 00:00:00,L25-SPMAR,SP021,"86,950",INTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,P6-EXTERNA,COLISÃO,COLISÃO-TRASEIRA,0,0
4591,2021-07-20 00:00:00,L06-INTERVIAS,SP147,"127,200",LESTE,CAMPINAS,IRACEMÁPOLIS,IRACEMAPÓLIS,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO-SEM PARAR,0,0
4592,2021-07-20 00:00:00,L09-TRIÂNGULO,SP310,"398,500",NORTE,SÃO JOSÉ DO RIO PRETO,CATIGUÁ,CATIGUÁ,CHOQUE,CHOQUE-OUTROS,0,0
4593,2021-07-20 00:00:00,L28-ENTREVIAS,SP322,"361,000",OESTE,RIBEIRÃO PRETO,PITANGUEIRAS,PP04-PITANGUEIRAS,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,0,0
4594,2021-07-19 00:00:00,L13-COLINAS,SP127,"12,625",NORTE,CAMPINAS,PIRACICABA,RIO CLARO (SP127),COLISÃO,COLISÃO-TRASEIRA,0,0
4595,2021-07-18 00:00:00,L23-LESTE PAULISTA,SP070,"92,000",LESTE,SÃO JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4596,2021-07-16 00:00:00,L06-INTERVIAS,SP330,"181,760",SUL,CAMPINAS,LEME,LEME,COLISÃO,COLISÃO-TRASEIRA,0,2
4597,2021-07-16 00:00:00,L07-ROTA,SP065,"79,900",NORTE,CAMPINAS,ATIBAIA,ATIBAIA,COLISÃO,COLISÃO-TRASEIRA,0,2
4598,2021-07-16 00:00:00,L24-RODOANEL,SP021,"0,360",NORTE,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,01-RAIMUNDO MAGALHÃES,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4599,2021-07-16 00:00:00,L27-TAMOIOS,SP099,"59,300",NORTE,SÃO JOSÉ DOS CAMPOS,PARAIBUNA,PARAIBUNA,ENGAVETAMENTO,ENGAVETAMENTO,0,0
4600,2021-07-15 00:00:00,L25-SPMAR,SP021,"70,300",EXTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P3-IMIGRANTES CAPITAL,COLISÃO,COLISÃO-TRASEIRA,0,0
4601,2021-07-15 00:00:00,L25-SPMAR,SP021,"86,950",EXTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,P6-EXTERNA,CHOQUE,CHOQUE-SUPORTE DE SINALIZAÇÃO,0,0
4602,2021-07-14 00:00:00,L13-COLINAS,SP075,"60,800",SUL,CAMPINAS,INDAIATUBA,INDAIATUBA,COLISÃO,COLISÃO-TRASEIRA,0,0
4603,2021-07-14 00:00:00,L25-SPMAR,SP021,"71,400",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P4-IMIGRANTES,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4604,2021-07-13 00:00:00,L25-SPMAR,SP021,"50,000",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,P1-PARELHEIROS,COLISÃO,COLISÃO-TRASEIRA,0,0
4605,2021-07-12 00:00:00,L23-LESTE PAULISTA,SP070,"32,800",OESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,COLISÃO,COLISÃO-LATERAL,0,0
4606,2021-07-12 00:00:00,L25-SPMAR,SP021,"87,000",INTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,P6-INTERNA,CHOQUE,CHOQUE-SUPORTE DE SINALIZAÇÃO,0,0
4607,2021-07-11 00:00:00,L12-VIAOESTE,SP270,"111,000",OESTE,SOROCABA,ARAÇOIABA DA SERRA,ARAÇOIABA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4608,2021-07-10 00:00:00,L07-ROTA,SP360,"77,000",SUL,CAMPINAS,JUNDIAÍ,JUNDIAI,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,1
4609,2021-07-10 00:00:00,L23-LESTE PAULISTA,SP070,"32,800",OESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,1
4610,2021-07-09 00:00:00,L01-AUTOBAN,SP348,"36,200",SUL,REG. METROPOLITANA SÃO PAULO,CAIEIRAS,CAIEIRAS,ENGAVETAMENTO,ENGAVETAMENTO,0,0
4611,2021-07-09 00:00:00,L20-SPVIAS,SP280,"278,000",OESTE,SOROCABA,IARAS,IARAS,CHOQUE,CHOQUE-SINALIZAÇÃO,0,0
4612,2021-07-08 00:00:00,L22-ECOVIAS IMIGRANTES,SP150,"31,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,RIACHO GRANDE,COLISÃO,COLISÃO-TRASEIRA,0,0
4613,2021-07-08 00:00:00,L30-EIXO[SP],SP310,"181,650",NORTE,CAMPINAS,RIO CLARO,PC 01-RIO CLARO NORTE,COLISÃO,COLISÃO-TRASEIRA,0,0
4614,2021-07-07 00:00:00,L16-CART,SP270,"413,400",LESTE,MARÍLIA,PALMITAL,P4-PALMITAL,CHOQUE,CHOQUE-EQUIPAMENTO,0,0
4615,2021-07-07 00:00:00,L20-SPVIAS,SP270,"135,300",OESTE,SOROCABA,SARAPUÍ,ALAMBARI,COLISÃO,COLISÃO-TRASEIRA,0,0
4616,2021-07-05 00:00:00,L03-TEBE,SP326,"407,479",NORTE,BARRETOS,COLINA,COLINA,COLISÃO,COLISÃO-TRASEIRA,0,0
4617,2021-07-05 00:00:00,L30-EIXO[SP],SP310,"181,000",NORTE,CAMPINAS,RIO CLARO,PC 01-RIO CLARO NORTE,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
4618,2021-07-05 00:00:00,L30-EIXO[SP],SP310,"181,650",NORTE,CAMPINAS,RIO CLARO,PC 01-RIO CLARO NORTE,COLISÃO,COLISÃO-TRASEIRA,0,0
4619,2021-07-05 00:00:00,L30-EIXO[SP],SP310,"217,800",NORTE,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
4620,2021-07-03 00:00:00,L12-VIAOESTE,SP270,"111,000",LESTE,SOROCABA,ARAÇOIABA DA SERRA,ARAÇOIABA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4621,2021-07-03 00:00:00,L13-COLINAS,SP075,"60,800",NORTE,CAMPINAS,INDAIATUBA,INDAIATUBA,TOMBAMENTO,TOMBAMENTO-MOTO,0,1
4622,2021-07-03 00:00:00,L16-CART,SP270,"413,400",LESTE,MARÍLIA,PALMITAL,P4-PALMITAL,COLISÃO,COLISÃO-TRASEIRA,0,0
4623,2021-07-02 00:00:00,L11-RENOVIAS,SP340,"123,700",SUL,CAMPINAS,CAMPINAS,JAGUARIÚNA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,1,0
4624,2021-07-02 00:00:00,L13-COLINAS,SP075,"60,800",SUL,CAMPINAS,INDAIATUBA,INDAIATUBA,COLISÃO,COLISÃO-TRASEIRA,0,0
4625,2021-07-02 00:00:00,L21-ROD. DO TIETÊ,SP308,"109,300",SUL,CAMPINAS,ELIAS FAUSTO,SALTO-(ELIAS FAUSTO),CHOQUE,"CHOQUE-DEFENSA, BARREIRA OU SUBMARINO",0,0
4626,2021-07-02 00:00:00,L25-SPMAR,SP021,"50,000",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,P1-PARELHEIROS,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4627,2021-07-01 00:00:00,L11-RENOVIAS,SP340,"123,500",SUL,CAMPINAS,CAMPINAS,JAGUARIÚNA,COLISÃO,COLISÃO-LATERAL,0,1
4628,2021-07-01 00:00:00,L22-ECOVIAS IMIGRANTES,SP160,"32,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,PIRATININGA,COLISÃO,COLISÃO-TRASEIRA,0,0
4629,2021-06-30 00:00:00,L01-AUTOBAN,SP348,"77,430",SUL,CAMPINAS,ITUPEVA,ITUPEVA (SP348),COLISÃO,COLISÃO-LATERAL,0,0
4630,2021-06-30 00:00:00,L21-ROD. DO TIETÊ,SP300,"192,100",LESTE,SOROCABA,CONCHAS,CONCHAS,COLISÃO,COLISÃO-TRASEIRA,0,0
4631,2021-06-29 00:00:00,L06-INTERVIAS,SP147,"52,000",LESTE,CAMPINAS,MOGI MIRIM,MOGI MIRIM,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO-SEM PARAR,0,0
4632,2021-06-29 00:00:00,L07-ROTA,SP065,"110,100",NORTE,CAMPINAS,ITATIBA,ITATIBA,ENGAVETAMENTO,ENGAVETAMENTO,0,0
4633,2021-06-29 00:00:00,L25-SPMAR,SP021,"86,950",EXTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,P6-EXTERNA,COLISÃO,COLISÃO-LATERAL,0,2
4634,2021-06-29 00:00:00,L29-VIAPAULISTA,SP330,"281,000",SUL,RIBEIRÃO PRETO,SÃO SIMÃO,SÃO SIMÃO,CHOQUE,"CHOQUE-DEFENSA, BARREIRA OU SUBMARINO",0,0
4635,2021-06-28 00:00:00,L07-ROTA,SP065,"79,900",NORTE,CAMPINAS,ATIBAIA,ATIBAIA,COLISÃO,COLISÃO-TRASEIRA,0,0
4636,2021-06-27 00:00:00,L13-COLINAS,SP300,"76,680",LESTE,CAMPINAS,ITUPEVA,ITUPEVA (SP300),CHOQUE,"CHOQUE-DEFENSA, BARREIRA OU SUBMARINO",0,0
4637,2021-06-27 00:00:00,L30-EIXO[SP],SP310,"181,650",NORTE,CAMPINAS,RIO CLARO,PC 01-RIO CLARO NORTE,CHOQUE,CHOQUE-PROTEÇÃO DA CABINE DE PEDÁGIO,0,0
4638,2021-06-27 00:00:00,L30-EIXO[SP],SP310,"216,800",NORTE,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
4639,2021-06-26 00:00:00,L24-RODOANEL,SP021,"0,360",NORTE,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,01-RAIMUNDO MAGALHÃES,ENGAVETAMENTO,ENGAVETAMENTO,0,2
4640,2021-06-25 00:00:00,L12-VIAOESTE,SP280,"20,000",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,CHOQUE,CHOQUE-PRAÇA CABINE,0,0
4641,2021-06-25 00:00:00,L25-SPMAR,SP021,"86,950",INTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,P6-EXTERNA,CHOQUE,CHOQUE-OBJETO NA PISTA,0,0
4642,2021-06-24 00:00:00,L25-SPMAR,SP021,"75,500",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P5-ANCHIETA,CHOQUE,CHOQUE-PRAÇA CABINE,0,0
4643,2021-06-24 00:00:00,L29-VIAPAULISTA,SP334,"344,000",SUL,FRANCA,BATATAIS,BATATAIS,CHOQUE,CHOQUE-OUTROS,0,0
4644,2021-06-23 00:00:00,L29-VIAPAULISTA,SP330,"281,000",NORTE,RIBEIRÃO PRETO,SÃO SIMÃO,SÃO SIMÃO,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO-SEM PARAR,0,0
4645,2021-06-23 00:00:00,L30-EIXO[SP],SP310,"181,650",NORTE,CAMPINAS,RIO CLARO,PC 01-RIO CLARO NORTE,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
4646,2021-06-22 00:00:00,L01-AUTOBAN,SP348,"39,047",NORTE,REG. METROPOLITANA SÃO PAULO,FRANCO DA ROCHA,CAMPO LIMPO,CHOQUE,CHOQUE-ILHA,0,1
4647,2021-06-22 00:00:00,L07-ROTA,SP065,"110,000",SUL,CAMPINAS,ITATIBA,ITATIBA,COLISÃO,COLISÃO-TRASEIRA,0,0
4648,2021-06-22 00:00:00,L29-VIAPAULISTA,SP255,"117,220",SUL,CENTRAL,BOA ESPERANÇA DO SUL,PP05-BOA ESPERANÇA DO SUL,COLISÃO,COLISÃO-TRASEIRA,0,1
4649,2021-06-21 00:00:00,L23-LESTE PAULISTA,SP070,"32,800",LESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,COLISÃO,COLISÃO-TRASEIRA,0,0
4650,2021-06-20 00:00:00,L23-LESTE PAULISTA,SP070,"32,800",LESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,CHOQUE,CHOQUE-SINALIZAÇÃO,0,0
4651,2021-06-19 00:00:00,L22-ECOVIAS IMIGRANTES,SP150,"31,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,RIACHO GRANDE,COLISÃO,COLISÃO-TRASEIRA,0,0
4652,2021-06-19 00:00:00,L25-SPMAR,SP021,"128,000",EXTERNO,REG. METROPOLITANA SÃO PAULO,ARUJÁ,P10-DUTRA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4653,2021-06-19 00:00:00,L30-EIXO[SP],SP310,"181,560",SUL,CAMPINAS,RIO CLARO,PC 01-RIO CLARO SUL,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
4654,2021-06-18 00:00:00,L28-ENTREVIAS,SP333,"354,374",LESTE,MARÍLIA,MARÍLIA,PP07-ECHAPORÃ,COLISÃO,COLISÃO-TRASEIRA,0,0
4655,2021-06-17 00:00:00,L23-LESTE PAULISTA,SP070,"32,800",LESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO-SEM PARAR,0,0
4656,2021-06-17 00:00:00,L23-LESTE PAULISTA,SP070,"32,800",OESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,COLISÃO,COLISÃO-TRASEIRA,0,0
4657,2021-06-17 00:00:00,L24-RODOANEL,SP021,"24,000",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,12-RAPOSO TAVARES EXTERNA,CHOQUE,CHOQUE-PRAÇA CABINE,0,1
4658,2021-06-17 00:00:00,L25-SPMAR,SP021,"70,200",EXTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P2-IMIGRANTES LITORAL,COLISÃO,COLISÃO-TRASEIRA,0,0
4659,2021-06-14 00:00:00,L01-AUTOBAN,SP348,"159,550",SUL,CAMPINAS,CORDEIRÓPOLIS,LIMEIRA B,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4660,2021-06-14 00:00:00,L21-ROD. DO TIETÊ,SP300,"285,000",OESTE,SOROCABA,AREIÓPOLIS,AREIÓPOLIS,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4661,2021-06-14 00:00:00,L25-SPMAR,SP021,"75,500",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P5-ANCHIETA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4662,2021-06-13 00:00:00,L13-COLINAS,SP280,"111,600",OESTE,SOROCABA,BOITUVA,BOITUVA,TOMBAMENTO,TOMBAMENTO-MOTO,0,1
4663,2021-06-12 00:00:00,L30-EIXO[SP],SP310,"217,000",SUL,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4664,2021-06-11 00:00:00,L13-COLINAS,SP075,"60,800",NORTE,CAMPINAS,INDAIATUBA,INDAIATUBA,CHOQUE,CHOQUE-SINALIZAÇÃO,0,0
4665,2021-06-11 00:00:00,L20-SPVIAS,SP280,"208,400",LESTE,SOROCABA,ITATINGA,ITATINGA,COLISÃO,COLISÃO-TRASEIRA,0,0
4666,2021-06-11 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4667,2021-06-08 00:00:00,L11-RENOVIAS,SP340,"192,900",NORTE,CAMPINAS,MOGI GUAÇU,ESTIVA GERBI,CHOQUE,CHOQUE-ELEMENTO DE DRENAGEM,0,1
4668,2021-06-07 00:00:00,L29-VIAPAULISTA,SP255,"45,500",SUL,RIBEIRÃO PRETO,GUATAPARÁ,GUATAPARÁ,COLISÃO,COLISÃO-TRANSVERSAL,0,0
4669,2021-06-06 00:00:00,L09-TRIÂNGULO,SP310,"282,400",SUL,CENTRAL,ARARAQUARA,ARARAQUARA,COLISÃO,COLISÃO-TRASEIRA,0,0
4670,2021-06-03 00:00:00,L01-AUTOBAN,SP330,"26,495",NORTE,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,PERUS,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4671,2021-06-03 00:00:00,L11-RENOVIAS,SP344,"219,100",OESTE,CAMPINAS,SÃO JOÃO DA BOA VISTA,AGUAÍ,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4672,2021-06-03 00:00:00,L25-SPMAR,SP021,"86,950",EXTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,P6-EXTERNA,CHOQUE,CHOQUE-MEIO FIO/CALÇAMENTO,0,0
4673,2021-06-02 00:00:00,L20-SPVIAS,SP280,"158,300",OESTE,SOROCABA,QUADRA,QUADRA,CHOQUE,CHOQUE-SINALIZAÇÃO,0,0
4674,2021-06-01 00:00:00,L13-COLINAS,SP075,"60,800",NORTE,CAMPINAS,INDAIATUBA,INDAIATUBA,COLISÃO,COLISÃO-TRASEIRA,0,0
4675,2021-06-01 00:00:00,L16-CART,SP270,"639,000",OESTE,PRESIDENTE PRUDENTE,CAIUÁ,P9-CAIUÁ,COLISÃO,COLISÃO-TRASEIRA,0,0
4676,2021-06-01 00:00:00,L21-ROD. DO TIETÊ,SP300,"285,000",LESTE,SOROCABA,AREIÓPOLIS,AREIÓPOLIS,COLISÃO,COLISÃO-TRASEIRA,0,0
4677,2021-06-01 00:00:00,L29-VIAPAULISTA,SP330,"281,000",NORTE,RIBEIRÃO PRETO,SÃO SIMÃO,SÃO SIMÃO,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4678,2021-05-31 00:00:00,L24-RODOANEL,SP021,"15,610",INTERNO,REG. METROPOLITANA SÃO PAULO,BARUERI,07-CASTELLO BRANCO INTERNA,COLISÃO,COLISÃO-TRASEIRA,0,0
4679,2021-05-28 00:00:00,L25-SPMAR,SP021,"71,400",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P4-IMIGRANTES,TOMBAMENTO,TOMBAMENTO-MOTO,0,2
4680,2021-05-26 00:00:00,L24-RODOANEL,SP021,"3,000",EXTERNO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,03-BANDEIRANTES EXTERNA,CHOQUE,"CHOQUE-DEFENSA, BARREIRA OU SUBMARINO",0,0
4681,2021-05-23 00:00:00,L01-AUTOBAN,SP348,"36,200",SUL,REG. METROPOLITANA SÃO PAULO,CAIEIRAS,CAIEIRAS,ENGAVETAMENTO,ENGAVETAMENTO,0,0
4682,2021-05-23 00:00:00,L16-CART,SP270,"413,400",OESTE,MARÍLIA,PALMITAL,P4-PALMITAL,ATROP DE PEDESTRE,ATROP PEDESTRE-FUNCIONÁRIO,0,1
4683,2021-05-23 00:00:00,L19-VIARONDON,SP300,"497,000",OESTE,ARAÇATUBA,GLICÉRIO,GLICÉRIO,COLISÃO,COLISÃO-TRASEIRA,0,1
4684,2021-05-21 00:00:00,L07-ROTA,SP065,"79,900",SUL,CAMPINAS,ATIBAIA,ATIBAIA,CHOQUE,CHOQUE-PRAÇA CABINE,0,0
4685,2021-05-21 00:00:00,L25-SPMAR,SP021,"86,950",EXTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,P6-EXTERNA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4686,2021-05-20 00:00:00,L11-RENOVIAS,SP340,"123,500",SUL,CAMPINAS,CAMPINAS,JAGUARIÚNA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4687,2021-05-20 00:00:00,L13-COLINAS,SP075,"60,800",SUL,CAMPINAS,INDAIATUBA,INDAIATUBA,COLISÃO,COLISÃO-TRASEIRA,0,0
4688,2021-05-20 00:00:00,L29-VIAPAULISTA,SP330,"253,000",SUL,CENTRAL,SANTA RITA DO PASSA QUATRO,SANTA RITA DO PASSA QUATRO,CHOQUE,CHOQUE-OUTROS,0,0
4689,2021-05-19 00:00:00,L06-INTERVIAS,SP330,"181,760",NORTE,CAMPINAS,LEME,LEME,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4690,2021-05-19 00:00:00,L07-ROTA,SP065,"26,600",SUL,SÃO JOSÉ DOS CAMPOS,IGARATÁ,IGARATÁ,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,1
4691,2021-05-19 00:00:00,L07-ROTA,SP332,"159,900",NORTE,CAMPINAS,ENGENHEIRO COELHO,ENG. COELHO,COLISÃO,COLISÃO-TRASEIRA,0,0
4692,2021-05-18 00:00:00,L12-VIAOESTE,SP280,"20,000",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,CHOQUE,"CHOQUE-DEFENSA, BARREIRA OU SUBMARINO",0,0
4693,2021-05-18 00:00:00,L13-COLINAS,SP075,"60,800",NORTE,CAMPINAS,INDAIATUBA,INDAIATUBA,COLISÃO,COLISÃO-TRASEIRA,0,0
4694,2021-05-18 00:00:00,L20-SPVIAS,SP270,"135,300",LESTE,SOROCABA,SARAPUÍ,ALAMBARI,COLISÃO,COLISÃO-TRASEIRA,0,0
4695,2021-05-18 00:00:00,L24-RODOANEL,SP021,"3,000",EXTERNO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,03-BANDEIRANTES EXTERNA,COLISÃO,COLISÃO-TRASEIRA,0,1
4696,2021-05-15 00:00:00,L07-ROTA,SP065,"110,100",SUL,CAMPINAS,ITATIBA,ITATIBA,CHOQUE,CHOQUE-OUTROS,0,0
4697,2021-05-15 00:00:00,L30-EIXO[SP],SP310,"217,000",SUL,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
4698,2021-05-14 00:00:00,L01-AUTOBAN,SP330,"152,000",SUL,CAMPINAS,LIMEIRA,LIMEIRA A,CHOQUE,CHOQUE-ILHA,0,0
4699,2021-05-14 00:00:00,L20-SPVIAS,SP280,"208,400",LESTE,SOROCABA,ITATINGA,ITATINGA,COLISÃO,COLISÃO-TRASEIRA,0,0
4700,2021-05-14 00:00:00,L30-EIXO[SP],SP310,"181,650",SUL,CAMPINAS,RIO CLARO,PC 01-RIO CLARO SUL,COLISÃO,COLISÃO-TRASEIRA,0,0
4701,2021-05-13 00:00:00,L01-AUTOBAN,SP348,"36,200",SUL,REG. METROPOLITANA SÃO PAULO,CAIEIRAS,CAIEIRAS,COLISÃO,COLISÃO-TRASEIRA,0,0
4702,2021-05-13 00:00:00,L13-COLINAS,SP075,"60,800",NORTE,CAMPINAS,INDAIATUBA,INDAIATUBA,COLISÃO,COLISÃO-LATERAL,0,0
4703,2021-05-13 00:00:00,L19-VIARONDON,SP300,"367,800",OESTE,BAURU,AVAÍ,AVAÍ,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO-SEM PARAR,0,0
4704,2021-05-12 00:00:00,L30-EIXO[SP],SP225,"199,400",OESTE,BAURU,JAÚ,PC 05-JAÚ,CHOQUE,CHOQUE-EQUIPAMENTO,0,0
4705,2021-05-11 00:00:00,L01-AUTOBAN,SP348,"77,430",NORTE,CAMPINAS,ITUPEVA,ITUPEVA (SP348),CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
4706,2021-05-11 00:00:00,L06-INTERVIAS,SP215,"65,550",OESTE,CAMPINAS,STA CRUZ DAS PALMEIRAS,STA CRUZ DAS PALMEIRAS,OBJETO LANÇADO CONTRA VEÍCULO,OBJETO LANÇADO CONTRA VEÍCULO,0,0
4707,2021-05-11 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,COLISÃO,COLISÃO-TRASEIRA,0,0
4708,2021-05-11 00:00:00,L29-VIAPAULISTA,SP334,"374,500",NORTE,FRANCA,RESTINGA,RESTINGA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
