_id,DATA,CONCESSIONARIA,RODOVIA,KM,SENTIDO,REG ADM,MUNICIPIO,PRACA,CLASSE,SUBCLASSE,OBITOS,FERIDOS
1,2026-06-30 00:00:00,L01-AUTOBAN,SP330,"26,500",NORTE,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,PERUS,COLISÃO,COLISÃO - TRASEIRA,0,0
2,2026-06-30 00:00:00,L22-ECOVIAS IMIGRANTES,SP055,"280,000",LESTE,SANTOS,SÃO VICENTE,SÃO VICENTE,COLISÃO,COLISÃO - TRASEIRA,0,0
3,2026-06-30 00:00:00,L23-LESTE PAULISTA,SP070,"32,000",OESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,ENGAVETAMENTO,ENGAVETAMENTO,0,0
4,2026-06-28 00:00:00,L11-RENOVIAS,SP342,"191,800",OESTE,CAMPINAS,ESPÍRITO SANTO DO PINHAL,ESPÍRITO SANTO DO PINHAL,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
5,2026-06-28 00:00:00,L23-LESTE PAULISTA,SP070,"32,800",OESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,TOMBAMENTO,TOMBAMENTO,0,0
6,2026-06-27 00:00:00,L07-ROTA,SP332,"135,500",SUL,CAMPINAS,COSMÓPOLIS,PAULINIA A,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",0,0
7,2026-06-27 00:00:00,L19-VIARONDON,SP300,"562,800",LESTE,ARAÇATUBA,RUBIÁCEA,RUBIACEA,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
8,2026-06-27 00:00:00,L25-SPMAR,SP021,"0,300",NORTE,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,P7-BLOQUEIO LESTE,COLISÃO,COLISÃO - TRASEIRA,0,0
9,2026-06-26 00:00:00,L23-LESTE PAULISTA,SP070,"92,000",OESTE,SÃO JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,CHOQUE,CHOQUE - PRAÇA CABINE,0,0
10,2026-06-25 00:00:00,L23-LESTE PAULISTA,SP070,"32,800",OESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU MEIO FIO",0,0
11,2026-06-24 00:00:00,L07-ROTA,SP065,"79,901",NORTE,CAMPINAS,ATIBAIA,ATIBAIA,COLISÃO,COLISÃO - TRASEIRA,0,1
12,2026-06-24 00:00:00,L25-SPMAR,SP021,"50,000",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,P1-PARELHEIROS,COLISÃO,COLISÃO - TRASEIRA,0,0
13,2026-06-24 00:00:00,L31-NOROESTE PAULISTA,SP310,"282,000",SUL,CENTRAL,ARARAQUARA,ARARAQUARA,CHOQUE,CHOQUE - PRAÇA CABINE,0,0
14,2026-06-24 00:00:00,L34-RAPOSO CASTELLO,SP280,"18,600",OESTE,REG. METROPOLITANA SÃO PAULO,OSASCO,OSASCO,COLISÃO,COLISÃO - LATERAL,0,0
15,2026-06-23 00:00:00,L06-INTERVIAS,SP215,"104,400",LESTE,CENTRAL,DESCALVADO,DESCALVADO,CHOQUE,"CHOQUE - PRAÇA AVI - (DEFENSA,ILHA,BARREIRA)",0,4
16,2026-06-23 00:00:00,L23-LESTE PAULISTA,SP070,"32,800",LESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,COLISÃO,COLISÃO - TRASEIRA,0,0
17,2026-06-23 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,ENGAVETAMENTO,ENGAVETAMENTO,0,0
18,2026-06-23 00:00:00,L25-SPMAR,SP021,"70,200",EXTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P2-IMIGRANTES LITORAL,QUEDA,QUEDA - MOTO,0,1
19,2026-06-23 00:00:00,L25-SPMAR,SP021,"86,950",INTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,P6-INTERNA,COLISÃO,COLISÃO - LATERAL,0,0
20,2026-06-23 00:00:00,L31-NOROESTE PAULISTA,SP310,"399,000",SUL,SÃO JOSÉ DO RIO PRETO,CATIGUÁ,CATIGUÁ,ATROP DE ANIMAL,ATROP ANIMAL - SILVESTRE DE GRANDE PORTE,0,0
21,2026-06-22 00:00:00,L13-COLINAS,SP127,"58,600",SUL,CAMPINAS,RIO DAS PEDRAS,RIO DAS PEDRAS (SP127),ENGAVETAMENTO,ENGAVETAMENTO,0,0
22,2026-06-22 00:00:00,L21-ROD. DO TIETÊ,SP300,"314,000",OESTE,BAURU,LENÇÓIS PAULISTA,AGUDOS-(LENÇÓIS PAULISTAS),COLISÃO,COLISÃO - TRANSVERSAL,0,0
23,2026-06-22 00:00:00,L22-ECOVIAS IMIGRANTES,SP160,"32,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,PIRATININGA,ENGAVETAMENTO,ENGAVETAMENTO,0,0
24,2026-06-22 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,COLISÃO,COLISÃO - TRASEIRA,0,0
25,2026-06-22 00:00:00,L29-VIAPAULISTA,SP255,"45,463",NORTE,RIBEIRÃO PRETO,GUATAPARÁ,GUATAPARÁ,CHOQUE,CHOQUE - OUTROS,0,0
26,2026-06-21 00:00:00,L11-RENOVIAS,SP340,"123,500",SUL,CAMPINAS,CAMPINAS,JAGUARIÚNA,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
27,2026-06-20 00:00:00,L01-AUTOBAN,SP348,"77,000",SUL,CAMPINAS,ITUPEVA,ITUPEVA (SP348),COLISÃO,COLISÃO - TRASEIRA,0,0
28,2026-06-20 00:00:00,L21-ROD. DO TIETÊ,SP300,"259,300",LESTE,SOROCABA,BOTUCATU,BOTUCATU,COLISÃO,COLISÃO TRASEIRA,0,0
29,2026-06-20 00:00:00,L23-LESTE PAULISTA,SP070,"114,500",LESTE,SÃO JOSÉ DOS CAMPOS,CAÇAPAVA,CAÇAPAVA,CHOQUE,CHOQUE - OBJETO NA PISTA,0,0
30,2026-06-19 00:00:00,L11-RENOVIAS,SP342,"191,800",LESTE,CAMPINAS,ESPÍRITO SANTO DO PINHAL,ESPÍRITO SANTO DO PINHAL,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
31,2026-06-19 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,100",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,TOMBAMENTO,TOMBAMENTO,0,0
32,2026-06-18 00:00:00,L11-RENOVIAS,SP340,"221,300",SUL,CAMPINAS,CASA BRANCA,CASA BRANCA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
33,2026-06-18 00:00:00,L23-LESTE PAULISTA,SP070,"57,800",LESTE,REG. METROPOLITANA SÃO PAULO,GUARAREMA,GUARAREMA,COLISÃO,COLISÃO - TRASEIRA,0,0
34,2026-06-18 00:00:00,L25-SPMAR,SP021,"86,900",INTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,P6-INTERNA,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
35,2026-06-18 00:00:00,L34-RAPOSO CASTELLO,SP280,"33,000",OESTE,REG. METROPOLITANA SÃO PAULO,ITAPEVI,ITAPEVI,COLISÃO,COLISÃO - TRASEIRA,0,0
36,2026-06-17 00:00:00,L20-SPVIAS,SP270,"135,150",OESTE,SOROCABA,SARAPUÍ,ALAMBARI,COLISÃO,COLISÃO - LATERAL,0,0
37,2026-06-17 00:00:00,L24-RODOANEL,SP021,"15,610",INTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,12-RAPOSO TAVARES EXTERNA,COLISÃO,COLISÃO - TRASEIRA,0,0
38,2026-06-16 00:00:00,L21-ROD. DO TIETÊ,SP300,"259,300",LESTE,SOROCABA,BOTUCATU,BOTUCATU,COLISÃO,COLISÃO LATERAL,0,0
39,2026-06-16 00:00:00,L23-LESTE PAULISTA,SP070,"57,800",OESTE,REG. METROPOLITANA SÃO PAULO,GUARAREMA,GUARAREMA,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU MEIO FIO",0,0
40,2026-06-16 00:00:00,L24-RODOANEL,SP021,"24,700",INTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,12-RAPOSO TAVARES EXTERNA,COLISÃO,COLISÃO - TRASEIRA,0,1
41,2026-06-15 00:00:00,L11-RENOVIAS,SP342,"191,800",OESTE,CAMPINAS,ESPÍRITO SANTO DO PINHAL,ESPÍRITO SANTO DO PINHAL,CHOQUE,CHOQUE - ELEMENTO DE DRENAGEM,0,0
42,2026-06-15 00:00:00,L20-SPVIAS,SP280,"158,300",OESTE,SOROCABA,QUADRA,QUADRA,COLISÃO,COLISÃO - LATERAL,0,0
43,2026-06-15 00:00:00,L21-ROD. DO TIETÊ,SP300,"259,300",LESTE,SOROCABA,BOTUCATU,BOTUCATU,CHOQUE,CHOQUE - VEICULO PARADO NA PISTA,0,0
44,2026-06-15 00:00:00,L23-LESTE PAULISTA,SP070,"32,300",OESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,COLISÃO,COLISÃO - LATERAL,0,0
45,2026-06-15 00:00:00,L24-RODOANEL,SP021,"6,790",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,05-ANHANGUERA INTERNA NORTE,CHOQUE,CHOQUE - BARREIRA DE CONCRETO,0,0
46,2026-06-14 00:00:00,L01-AUTOBAN,SP348,"39,047",NORTE,REG. METROPOLITANA SÃO PAULO,FRANCO DA ROCHA,CAMPO LIMPO,CHOQUE,CHOQUE - OUTROS,0,0
47,2026-06-14 00:00:00,L07-ROTA,SP065,"79,900",SUL,CAMPINAS,ATIBAIA,ATIBAIA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
48,2026-06-14 00:00:00,L16-CART,SP327,"14,500",OESTE,MARÍLIA,SANTA CRUZ DO RIO PARDO,P3-OURINHOS,CHOQUE,CHOQUE - PROTEÇÃO DA CABINE DE PEDÁGIO,0,0
49,2026-06-14 00:00:00,L23-LESTE PAULISTA,SP070,"92,000",LESTE,SÃO JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
50,2026-06-14 00:00:00,L24-RODOANEL,SP021,"0,300",INTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,01-RAIMUNDO MAGALHÃES,COLISÃO,COLISÃO - TRASEIRA,0,0
51,2026-06-13 00:00:00,L07-ROTA,SP065,"26,500",SUL,SÃO JOSÉ DOS CAMPOS,IGARATÁ,IGARATÁ,COLISÃO,COLISÃO - LATERAL,0,1
52,2026-06-13 00:00:00,L22-ECOVIAS IMIGRANTES,SP160,"24,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,BATISTINI (BLOQUEIO),CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU MEIO FIO",0,0
53,2026-06-13 00:00:00,L23-LESTE PAULISTA,SP070,"57,000",LESTE,REG. METROPOLITANA SÃO PAULO,GUARAREMA,GUARAREMA,TOMBAMENTO,TOMBAMENTO,0,0
54,2026-06-13 00:00:00,L24-RODOANEL,SP021,"0,300",INTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,01-RAIMUNDO MAGALHÃES,CHOQUE,CHOQUE - BARREIRA DE CONCRETO,0,0
55,2026-06-13 00:00:00,L24-RODOANEL,SP021,"14,290",EXTERNO,REG. METROPOLITANA SÃO PAULO,BARUERI,08-CASTELLO BRANCO EXTERNA,CHOQUE,CHOQUE - BARREIRA DE CONCRETO,0,5
56,2026-06-12 00:00:00,L01-AUTOBAN,SP348,"36,000",SUL,REG. METROPOLITANA SÃO PAULO,CAIEIRAS,CAIEIRAS,COLISÃO,COLISÃO - TRASEIRA,0,0
57,2026-06-12 00:00:00,L11-RENOVIAS,SP340,"192,800",SUL,CAMPINAS,MOGI GUAÇU,ESTIVA GERBI,COLISÃO,COLISÃO - TRASEIRA,0,0
58,2026-06-12 00:00:00,L13-COLINAS,SP280,"111,600",LESTE,SOROCABA,BOITUVA,BOITUVA,COLISÃO,COLISÃO - TRASEIRA,0,0
59,2026-06-11 00:00:00,L01-AUTOBAN,SP348,"39,047",NORTE,REG. METROPOLITANA SÃO PAULO,FRANCO DA ROCHA,CAMPO LIMPO,TOMBAMENTO,TOMBAMENTO - MOTO,0,1
60,2026-06-11 00:00:00,L16-CART,SP327,"14,579",OESTE,MARÍLIA,SANTA CRUZ DO RIO PARDO,P3-OURINHOS,CHOQUE,CHOQUE - PROTEÇÃO DA CABINE DE PEDÁGIO,0,0
61,2026-06-11 00:00:00,L22-ECOVIAS IMIGRANTES,SP055,"280,000",LESTE,SANTOS,SÃO VICENTE,SÃO VICENTE,COLISÃO,COLISÃO - TRASEIRA,0,0
62,2026-06-11 00:00:00,L24-RODOANEL,SP021,"15,610",INTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,12-RAPOSO TAVARES EXTERNA,COLISÃO,COLISÃO - LATERAL,0,0
63,2026-06-11 00:00:00,L34-RAPOSO CASTELLO,SP280,"18,000",OESTE,REG. METROPOLITANA SÃO PAULO,OSASCO,OSASCO,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",0,1
64,2026-06-10 00:00:00,L11-RENOVIAS,SP342,"191,800",LESTE,CAMPINAS,ESPÍRITO SANTO DO PINHAL,ESPÍRITO SANTO DO PINHAL,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
65,2026-06-10 00:00:00,L22-ECOVIAS IMIGRANTES,SP055,"250,000",OESTE,SANTOS,SANTOS,SANTOS,COLISÃO,COLISÃO - TRASEIRA,0,0
66,2026-06-10 00:00:00,L22-ECOVIAS IMIGRANTES,SP150,"31,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,RIACHO GRANDE,COLISÃO,COLISÃO - TRASEIRA,0,0
67,2026-06-09 00:00:00,L19-VIARONDON,SP300,"367,762",LESTE,BAURU,AVAÍ,AVAÍ,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
68,2026-06-09 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,TOMBAMENTO,TOMBAMENTO - MOTO,0,1
69,2026-06-09 00:00:00,L29-VIAPAULISTA,SP330,"252,919",NORTE,CENTRAL,SANTA RITA DO PASSA QUATRO,SANTA RITA DO PASSA QUATRO,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
70,2026-06-09 00:00:00,L33-SOROCABANA,SP075,"12,500",SUL,SOROCABA,ITU,SOROCABA,COLISÃO,COLISÃO - LATERAL,0,0
71,2026-06-08 00:00:00,L23-LESTE PAULISTA,SP070,"57,000",LESTE,REG. METROPOLITANA SÃO PAULO,GUARAREMA,GUARAREMA,COLISÃO,COLISÃO - LATERAL,0,1
72,2026-06-08 00:00:00,L28-ENTREVIAS,SP322,"327,500",LESTE,RIBEIRÃO PRETO,SERTÃOZINHO,PP03-SERTÃOZINHO,CHOQUE,CHOQUE - BARREIRA DE CONCRETO,0,0
73,2026-06-07 00:00:00,L19-VIARONDON,SP300,"367,762",LESTE,BAURU,AVAÍ,AVAÍ,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
74,2026-06-06 00:00:00,L11-RENOVIAS,SP340,"192,800",NORTE,CAMPINAS,MOGI GUAÇU,ESTIVA GERBI,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",0,1
75,2026-06-06 00:00:00,L29-VIAPAULISTA,SP334,"374,585",NORTE,FRANCA,RESTINGA,RESTINGA,COLISÃO,COLISÃO - TRANSVERSAL,0,1
76,2026-06-06 00:00:00,L33-SOROCABANA,SP075,"12,500",SUL,SOROCABA,ITU,SOROCABA,COLISÃO,COLISÃO - TRASEIRA,0,0
77,2026-06-05 00:00:00,L11-RENOVIAS,SP342,"240,200",OESTE,CAMPINAS,ÁGUAS DA PRATA,ÁGUAS DA PRATA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
78,2026-06-04 00:00:00,L11-RENOVIAS,SP340,"221,300",NORTE,CAMPINAS,CASA BRANCA,CASA BRANCA,COLISÃO,COLISÃO - TRASEIRA,0,0
79,2026-06-04 00:00:00,L19-VIARONDON,SP300,"367,762",OESTE,BAURU,AVAÍ,AVAÍ,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
80,2026-06-04 00:00:00,L22-ECOVIAS IMIGRANTES,SP160,"24,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,BATISTINI (BLOQUEIO),CHOQUE,CHOQUE - OUTROS,0,1
81,2026-06-04 00:00:00,L28-ENTREVIAS,SP322,"350,000",NORTE,FRANCA,SALES OLIVEIRA,PP02-SALES OLIVEIRA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
82,2026-06-04 00:00:00,L34-RAPOSO CASTELLO,SP280,"18,000",OESTE,REG. METROPOLITANA SÃO PAULO,OSASCO,OSASCO,COLISÃO,COLISÃO - FRONTAL,0,0
83,2026-06-03 00:00:00,L01-AUTOBAN,SP330,"82,000",NORTE,CAMPINAS,VALINHOS,VALINHOS NORTE,COLISÃO,COLISÃO - TRASEIRA,0,0
84,2026-06-03 00:00:00,L24-RODOANEL,SP021,"0,360",INTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,01-RAIMUNDO MAGALHÃES,TOMBAMENTO,TOMBAMENTO - VEÍCULOS PESADOS,0,2
85,2026-06-02 00:00:00,L24-RODOANEL,SP021,"15,610",INTERNO,REG. METROPOLITANA SÃO PAULO,BARUERI,07-CASTELLO BRANCO INTERNA,COLISÃO,COLISÃO - TRASEIRA,0,0
86,2026-06-01 00:00:00,L11-RENOVIAS,SP340,"123,500",SUL,CAMPINAS,CAMPINAS,JAGUARIÚNA,COLISÃO,COLISÃO - LATERAL,0,0
87,2026-06-01 00:00:00,L24-RODOANEL,SP021,"24,000",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,12-RAPOSO TAVARES EXTERNA,COLISÃO,COLISÃO - TRASEIRA,0,0
88,2026-05-31 00:00:00,L01-AUTOBAN,SP348,"36,000",SUL,REG. METROPOLITANA SÃO PAULO,CAIEIRAS,CAIEIRAS,COLISÃO,COLISÃO - TRANSVERSAL,0,0
89,2026-05-30 00:00:00,L23-LESTE PAULISTA,SP070,"57,000",LESTE,REG. METROPOLITANA SÃO PAULO,GUARAREMA,GUARAREMA,COLISÃO,COLISÃO - TRASEIRA,0,0
90,2026-05-30 00:00:00,L24-RODOANEL,SP021,"19,460",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,10-PADROEIRA EXTERNA,CHOQUE,CHOQUE - DEFENSA METÁLICA,0,0
91,2026-05-30 00:00:00,L25-SPMAR,SP021,"124,000",EXTERNO,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,P9-AYRTON SENNA,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",0,0
92,2026-05-30 00:00:00,L30-EIXO[SP],SP284,"458,000",OESTE,MARÍLIA,PARAGUAÇU PAULISTA,PN 15-PARAGUAÇU PAULISTA,CHOQUE,CHOQUE - SUPORTE DE SINALIZAÇÃO,0,0
93,2026-05-29 00:00:00,L01-AUTOBAN,SP348,"77,000",NORTE,CAMPINAS,ITUPEVA,ITUPEVA (SP348),COLISÃO,COLISÃO - TRASEIRA,0,0
94,2026-05-29 00:00:00,L11-RENOVIAS,SP340,"221,300",NORTE,CAMPINAS,CASA BRANCA,CASA BRANCA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
95,2026-05-29 00:00:00,L29-VIAPAULISTA,SP330,"253,000",NORTE,CENTRAL,SANTA RITA DO PASSA QUATRO,SANTA RITA DO PASSA QUATRO,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
96,2026-05-29 00:00:00,L29-VIAPAULISTA,SP330,"281,198",NORTE,RIBEIRÃO PRETO,SÃO SIMÃO,SÃO SIMÃO,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
97,2026-05-28 00:00:00,L07-ROTA,SP065,"79,900",NORTE,CAMPINAS,ATIBAIA,ATIBAIA,COLISÃO,COLISÃO - TRASEIRA,0,0
98,2026-05-28 00:00:00,L22-ECOVIAS IMIGRANTES,SP055,"250,000",OESTE,SANTOS,SANTOS,SANTOS,CHOQUE,CHOQUE - PRAÇA CABINE,0,0
99,2026-05-28 00:00:00,L30-EIXO[SP],SP294,"474,800",OESTE,MARÍLIA,ORIENTE,PN 09-ORIENTE,CHOQUE,CHOQUE - EDIFICAÇÃO,0,0
100,2026-05-27 00:00:00,L11-RENOVIAS,SP342,"240,200",LESTE,CAMPINAS,ÁGUAS DA PRATA,ÁGUAS DA PRATA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
101,2026-05-27 00:00:00,L30-EIXO[SP],SP225,"199,380",OESTE,BAURU,JAÚ,PC 05-JAÚ,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
102,2026-05-27 00:00:00,L30-EIXO[SP],SP425,"436,000",NORTE,PRESIDENTE PRUDENTE,INDIANA,PN 13-INDIANA,CHOQUE,CHOQUE - OUTROS,0,0
103,2026-05-26 00:00:00,L25-SPMAR,SP021,"124,000",EXTERNO,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,P9-AYRTON SENNA,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
104,2026-05-26 00:00:00,L30-EIXO[SP],SP284,"531,200",LESTE,PRESIDENTE PRUDENTE,RANCHARIA,PN 16-RANCHARIA,CHOQUE,CHOQUE - OUTROS,0,0
105,2026-05-25 00:00:00,L07-ROTA,SP065,"26,250",SUL,SÃO JOSÉ DOS CAMPOS,IGARATÁ,IGARATÁ,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",0,0
106,2026-05-25 00:00:00,L25-SPMAR,SP021,"127,400",EXTERNO,REG. METROPOLITANA SÃO PAULO,ARUJÁ,P10-DUTRA,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",0,0
107,2026-05-25 00:00:00,L30-EIXO[SP],SP284,"531,200",LESTE,PRESIDENTE PRUDENTE,RANCHARIA,PN 16-RANCHARIA,COLISÃO,COLISÃO TRASEIRA,0,0
108,2026-05-25 00:00:00,L30-EIXO[SP],SP308,"182,300",NORTE,CAMPINAS,PIRACICABA,PN 02-PIRACICABA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
109,2026-05-25 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,000",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,COLISÃO,COLISÃO - TRASEIRA,0,0
110,2026-05-24 00:00:00,L30-EIXO[SP],SP225,"199,400",LESTE,BAURU,JAÚ,PC 05-JAÚ,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
111,2026-05-23 00:00:00,L25-SPMAR,SP021,"70,250",EXTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P2-IMIGRANTES LITORAL,QUEDA,QUEDA - MOTO,0,0
112,2026-05-23 00:00:00,L31-NOROESTE PAULISTA,SP326,"357,000",SUL,BARRETOS,TAIÚVA,TAIÚVA,TOMBAMENTO,TOMBAMENTO,0,1
113,2026-05-23 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,000",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU MEIO FIO",0,0
114,2026-05-22 00:00:00,L16-CART,SP327,"14,500",OESTE,MARÍLIA,SANTA CRUZ DO RIO PARDO,P3-OURINHOS,CHOQUE,CHOQUE - PRAÇA MANUAL - (ENTRE VEÍCULOS),0,0
115,2026-05-22 00:00:00,L30-EIXO[SP],SP310,"216,800",NORTE,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
116,2026-05-21 00:00:00,L30-EIXO[SP],SP304,"215,000",LESTE,CAMPINAS,SÃO PEDRO,PN 04-SÃO PEDRO,CHOQUE,CHOQUE - PROTEÇÃO DA PISTA DE COBRANÇA,0,0
117,2026-05-21 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,000",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,COLISÃO,COLISÃO - TRASEIRA,0,0
118,2026-05-20 00:00:00,L30-EIXO[SP],SP294,"425,700",LESTE,MARÍLIA,GARÇA,PN 08-GARÇA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
119,2026-05-20 00:00:00,L30-EIXO[SP],SP310,"217,000",SUL,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
120,2026-05-20 00:00:00,L30-EIXO[SP],SP425,"436,000",NORTE,PRESIDENTE PRUDENTE,INDIANA,PN 13-INDIANA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
121,2026-05-19 00:00:00,L30-EIXO[SP],SP225,"199,400",LESTE,BAURU,JAÚ,PC 05-JAÚ,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
122,2026-05-19 00:00:00,L30-EIXO[SP],SP308,"182,250",SUL,CAMPINAS,PIRACICABA,PN 02-PIRACICABA,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
123,2026-05-19 00:00:00,L30-EIXO[SP],SP310,"181,000",SUL,CAMPINAS,RIO CLARO,PC 01-RIO CLARO SUL,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
124,2026-05-18 00:00:00,L21-ROD. DO TIETÊ,SP300,"314,000",LESTE,BAURU,LENÇÓIS PAULISTA,AGUDOS-(LENÇÓIS PAULISTAS),CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",0,0
125,2026-05-18 00:00:00,L30-EIXO[SP],SP308,"182,000",NORTE,CAMPINAS,PIRACICABA,PN 02-PIRACICABA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
126,2026-05-17 00:00:00,L23-LESTE PAULISTA,SP070,"57,600",LESTE,REG. METROPOLITANA SÃO PAULO,GUARAREMA,GUARAREMA,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU MEIO FIO",0,0
127,2026-05-17 00:00:00,L30-EIXO[SP],SP310,"216,800",NORTE,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE - EDIFICAÇÃO,0,0
128,2026-05-15 00:00:00,L11-RENOVIAS,SP344,"219,000",LESTE,CAMPINAS,SÃO JOÃO DA BOA VISTA,AGUAÍ,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
