CONCESSIONÁRIA,RODOVIA,KM,SENTIDO,OC,REGIÃO ADMINISTRATIVA,MUNICÍPIO,EVENTO,DATA INICIAL,DATA RECUPERAÇÃO,CONDIÇÃO,LOCAIS INTERDITADOS
L13-COLINAS,SP280,"88,865",OESTE,35,SOROCABA,SOROCABA,ALAGAMENTO,2018-07-09 00:00:00,2018-07-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"508,500",OESTE,98,PRESIDENTE PRUDENTE,RANCHARIA,EROSÃO,2018-07-09 00:00:00,2018-07-09 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L01-AUTOBAN,SP348,"51,000",SUL,72,CAMPINAS,JUNDIAI,EROSÃO,2018-07-08 00:00:00,2018-07-08 00:00:00,SEM INTERDIÇÃO,NENHUM
L10-AUTOVIAS,SP334,"339,710",SUL,1279,RIBEIRÃO PRETO,BRODOWSKI,QUEDA DE TALUDE,2018-07-08 00:00:00,2018-07-08 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2, ACOSTAMENTO, CANTEIRO CENTRAL"
L12-VIAOESTE,SP280,"39,000",LESTE,176,REG. METROPOLITANA SÃO PAULO,SANTANA DE PARNAIBA,EROSÃO,2018-07-08 00:00:00,2018-07-08 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP075,"76,500",SUL,49,CAMPINAS,CAMPINAS,EROSÃO,2018-07-08 00:00:00,2018-07-08 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L13-COLINAS,SP280,"88,500",OESTE,85,SOROCABA,SOROCABA,ALAGAMENTO,2018-07-06 00:00:00,2018-07-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"582,970",OESTE,49,PRESIDENTE PRUDENTE,PRESIDENTE BERNARDES,EROSÃO,2018-07-06 00:00:00,2018-07-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"564,530",LESTE,78,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,EROSÃO,2018-07-06 00:00:00,2018-07-06 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L16-CART,SP270,"562,720",OESTE,87,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,EROSÃO,2018-07-06 00:00:00,2018-07-06 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L19-VIARONDON,SP300,"474,500",LESTE,92,ARAÇATUBA,AVANHANDAVA,EROSÃO,2018-07-06 00:00:00,2018-07-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP310,"449,400",SUL,680,SÃO JOSÉ DO RIO PRETO,MIRASSOL,EROSÃO,2018-07-05 00:00:00,2018-07-05 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"474,500",LESTE,136,ARAÇATUBA,AVANHANDAVA,EROSÃO,2018-07-05 00:00:00,2018-07-05 00:00:00,COM INTERDIÇÃO,FAIXA 1
L20-SPVIAS,SP127,"201,100",SUL,28,ITAPEVA,CAPAO BONITO,EROSÃO,2018-07-04 00:00:00,2018-07-04 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L16-CART,SP270,"591,135",OESTE,99,PRESIDENTE PRUDENTE,PRESIDENTE BERNARDES,EROSÃO,2018-07-03 00:00:00,2018-07-03 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L22-ECOVIAS IMIGRANTES,SP055,"248,000",LESTE,147,SANTOS,SANTOS,EROSÃO,2018-07-03 00:00:00,2018-07-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SP255,"187,000",SUL,342,SOROCABA,SAO MANUEL,EROSÃO,2018-07-03 00:00:00,2018-07-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SP255,"321,800",SUL,345,ITAPEVA,TAQUARITUBA,EROSÃO,2018-07-03 00:00:00,2018-07-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP215,"106,500",OESTE,226,CENTRAL,DESCALVADO,EROSÃO,2018-07-02 00:00:00,2018-07-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP280,"120,500",OESTE,51,SOROCABA,BOITUVA,ALAGAMENTO,2018-07-02 00:00:00,2018-07-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SPA608/270,"1,000",SUL,122,PRESIDENTE PRUDENTE,PIQUEROBI,EROSÃO,2018-07-02 00:00:00,2018-07-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SPA586/270,"2,200",SUL,152,PRESIDENTE PRUDENTE,PRESIDENTE BERNARDES,EROSÃO,2018-07-02 00:00:00,2018-07-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"573,700",LESTE,120,ARAÇATUBA,VALPARAISO,EROSÃO,2018-07-02 00:00:00,2018-07-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SP255,"187,200",NORTE,235,SOROCABA,SAO MANUEL,EROSÃO,2018-07-02 00:00:00,2018-07-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"119,440",NORTE,228,CAMPINAS,AMERICANA,EROSÃO,2018-07-01 00:00:00,2018-07-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"130,880",SUL,244,CAMPINAS,LIMEIRA,EROSÃO,2018-07-01 00:00:00,2018-07-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L10-AUTOVIAS,SP330,"243,550",SUL,75,CENTRAL,SANTA RITA DO PASSA QUATRO,EROSÃO,2018-07-01 00:00:00,2018-07-01 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L16-CART,SP270,"590,750",LESTE,117,PRESIDENTE PRUDENTE,PRESIDENTE BERNARDES,EROSÃO,2018-07-01 00:00:00,2018-07-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"121,890",SUL,28,CAMPINAS,AMERICANA,EROSÃO,2018-06-30 00:00:00,2018-06-30 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"506,384",LESTE,75,PRESIDENTE PRUDENTE,RANCHARIA,EROSÃO,2018-06-29 00:00:00,2018-06-29 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L16-CART,SP270,"501,145",OESTE,133,PRESIDENTE PRUDENTE,RANCHARIA,EROSÃO,2018-06-29 00:00:00,2018-06-29 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L20-SPVIAS,SP270,"146,200",LESTE,38,SOROCABA,ALAMBARI,EROSÃO,2018-06-29 00:00:00,2018-06-29 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L20-SPVIAS,SP280,"148,000",LESTE,54,SOROCABA,CESARIO LANGE,EROSÃO,2018-06-29 00:00:00,2018-06-29 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L09-TRIÂNGULO,SP326,"322,600",NORTE,4239,RIBEIRÃO PRETO,GUARIBA,EROSÃO,2018-06-28 00:00:00,2018-06-28 00:00:00,SEM INTERDIÇÃO,NENHUM
L10-AUTOVIAS,SP330,"264,850",NORTE,4526,RIBEIRÃO PRETO,SAO SIMAO,EROSÃO,2018-06-27 00:00:00,2018-06-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SP270,"34,200",LESTE,111,REG. METROPOLITANA SÃO PAULO,COTIA,EROSÃO,2018-06-27 00:00:00,2018-06-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP300,"158,150",OESTE,90,SOROCABA,TIETE,EROSÃO,2018-06-27 00:00:00,2018-06-27 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L27-TAMOIOS,SP099,"34,000",NORTE,21,SÃO JOSÉ DOS CAMPOS,PARAIBUNA,QUEDA DE TALUDE,2018-06-27 00:00:00,2018-06-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"3,900",LESTE,56,CAMPINAS,CAMPINAS,EROSÃO,2018-06-26 00:00:00,2018-06-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L28-ENTREVIAS,SP333,"425,000",OESTE,28045,MARÍLIA,TARUMA,QUEDA DE TALUDE,2018-06-26 00:00:00,2018-06-26 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L12-VIAOESTE,SP270,"109,500",LESTE,352,SOROCABA,SOROCABA,EROSÃO,2018-06-25 00:00:00,2018-06-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SPA608/270,"0,840",SUL,199,PRESIDENTE PRUDENTE,PIQUEROBI,EROSÃO,2018-06-25 00:00:00,2018-06-25 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L01-AUTOBAN,SP330,"36,000",NORTE,44,REG. METROPOLITANA SÃO PAULO,CAJAMAR,ALAGAMENTO,2018-06-24 00:00:00,2018-06-24 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L13-COLINAS,SP280,"105,200",LESTE,97,SOROCABA,PORTO FELIZ,EROSÃO,2018-06-24 00:00:00,2018-06-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"635,290",LESTE,52,PRESIDENTE PRUDENTE,CAIUA,EROSÃO,2018-06-24 00:00:00,2018-06-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"628,070",LESTE,65,PRESIDENTE PRUDENTE,PRESIDENTE VENCESLAU,EROSÃO,2018-06-24 00:00:00,2018-06-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L28-ENTREVIAS,SP333,"290,600",OESTE,27706,BAURU,GUARANTA,EROSÃO,2018-06-24 00:00:00,2018-06-24 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L01-AUTOBAN,SP348,"98,200",SUL,91,CAMPINAS,CAMPINAS,EROSÃO,2018-06-22 00:00:00,2018-06-22 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP310,"246,400",SUL,3257,CENTRAL,IBATE,EROSÃO,2018-06-22 00:00:00,2018-06-22 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP310,"385,000",NORTE,3352,SÃO JOSÉ DO RIO PRETO,CATANDUVA,EROSÃO,2018-06-22 00:00:00,2018-06-22 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SPA553/270,"7,200",SUL,47,PRESIDENTE PRUDENTE,REGENTE FEIJO,EROSÃO,2018-06-22 00:00:00,2018-06-22 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L19-VIARONDON,SP300,"605,950",LESTE,28,ARAÇATUBA,MIRANDOPOLIS,EROSÃO,2018-06-22 00:00:00,2018-06-22 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SP300,"593,000",LESTE,91,ARAÇATUBA,LAVINIA,EROSÃO,2018-06-22 00:00:00,2018-06-22 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L12-VIAOESTE,SPM280E,"18,500",LESTE,408,REG. METROPOLITANA SÃO PAULO,OSASCO,EROSÃO,2018-06-21 00:00:00,2018-06-22 00:00:00,SEM INTERDIÇÃO,NENHUM
L28-ENTREVIAS,SP333,"266,700",LESTE,27347,BAURU,GUARANTA,EROSÃO,2018-06-21 00:00:00,2018-06-21 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SP270,"88,800",OESTE,147,SOROCABA,SOROCABA,EROSÃO,2018-06-20 00:00:00,2018-06-20 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP280,"92,900",OESTE,109,SOROCABA,SOROCABA,EROSÃO,2018-06-20 00:00:00,2018-06-20 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L16-CART,SP270,"393,560",OESTE,124,MARÍLIA,SALTO GRANDE,EROSÃO,2018-06-20 00:00:00,2018-06-20 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP160,"28,500",NORTE,91,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,EROSÃO,2018-06-20 00:00:00,2018-06-20 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SP270,"34,200",LESTE,63,REG. METROPOLITANA SÃO PAULO,COTIA,EROSÃO,2018-06-19 00:00:00,2018-06-19 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L16-CART,SP270,"649,780",LESTE,155,PRESIDENTE PRUDENTE,PRESIDENTE EPITACIO,EROSÃO,2018-06-19 00:00:00,2018-06-20 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L22-ECOVIAS IMIGRANTES,SP160,"28,500",NORTE,51,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,EROSÃO,2018-06-19 00:00:00,2018-06-19 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"52,600",SUL,97,CAMPINAS,NAZARE PAULISTA,EROSÃO,2018-06-18 00:00:00,2018-06-18 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L08-CENTROVIAS,SP310,"182,150",SUL,1809,CAMPINAS,RIO CLARO,EROSÃO,2018-06-18 00:00:00,2018-06-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP225,"217,460",OESTE,1847,BAURU,PEDERNEIRAS,EROSÃO,2018-06-18 00:00:00,2018-06-18 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L09-TRIÂNGULO,SP310,"268,200",SUL,2632,CENTRAL,ARARAQUARA,EROSÃO,2018-06-18 00:00:00,2018-06-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP326,"371,900",NORTE,2710,RIBEIRÃO PRETO,TAQUARAL,EROSÃO,2018-06-18 00:00:00,2018-06-18 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L13-COLINAS,SP075,"65,700",NORTE,58,CAMPINAS,CAMPINAS,EROSÃO,2018-06-18 00:00:00,2018-06-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"538,950",OESTE,119,PRESIDENTE PRUDENTE,REGENTE FEIJO,EROSÃO,2018-06-18 00:00:00,2018-06-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SPA561/300,"6,300",SUL,130,ARAÇATUBA,RUBIACEA,EROSÃO,2018-06-18 00:00:00,2018-06-22 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"601,500",OESTE,60,ARAÇATUBA,MIRANDOPOLIS,EROSÃO,2018-06-17 00:00:00,2018-06-17 00:00:00,COM INTERDIÇÃO,"FAIXA 1, CANTEIRO CENTRAL"
L20-SPVIAS,SP270,"139,400",OESTE,24,SOROCABA,ALAMBARI,EROSÃO,2018-06-17 00:00:00,2018-06-17 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP280,"115,900",OESTE,95,SOROCABA,BOITUVA,EROSÃO,2018-06-16 00:00:00,2018-06-16 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"564,573",LESTE,68,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,EROSÃO,2018-06-16 00:00:00,2018-06-16 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"557,170",LESTE,79,PRESIDENTE PRUDENTE,REGENTE FEIJO,EROSÃO,2018-06-16 00:00:00,2018-06-16 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP160,"67,200",NORTE,239,SANTOS,SAO VICENTE,ALAGAMENTO,2018-06-16 00:00:00,2018-06-16 00:00:00,COM INTERDIÇÃO,FAIXA 1
L09-TRIÂNGULO,SP310,"454,000",SUL,2106,SÃO JOSÉ DO RIO PRETO,MIRASSOL,EROSÃO,2018-06-15 00:00:00,2018-06-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP280,"128,900",OESTE,113,SOROCABA,TATUI,EROSÃO,2018-06-15 00:00:00,2018-06-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"275,500",LESTE,58,SOROCABA,SAO MANUEL,EROSÃO,2018-06-15 00:00:00,2018-06-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP270,"134,900",OESTE,24,SOROCABA,SARAPUI,EROSÃO,2018-06-14 00:00:00,2018-06-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP270,"134,800",LESTE,37,SOROCABA,SARAPUI,EROSÃO,2018-06-14 00:00:00,2018-06-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP280,"159,420",OESTE,63,SOROCABA,PORANGABA,QUEDA DE TALUDE,2018-06-14 00:00:00,2018-06-14 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L20-SPVIAS,SP280,"204,950",OESTE,87,SOROCABA,ITATINGA,EROSÃO,2018-06-14 00:00:00,2018-06-14 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L22-ECOVIAS IMIGRANTES,SP160,"66,000",SUL,28,SANTOS,SAO VICENTE,ALAGAMENTO,2018-06-14 00:00:00,2018-06-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP055,"269,700",LESTE,145,SANTOS,CUBATAO,ALAGAMENTO,2018-06-14 00:00:00,2018-06-14 00:00:00,COM INTERDIÇÃO,FAIXA 1
L28-ENTREVIAS,SPA409/333,"2,650",OESTE,26482,MARÍLIA,ASSIS,EROSÃO,2018-06-14 00:00:00,2018-06-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP310,"421,700",NORTE,1856,SÃO JOSÉ DO RIO PRETO,CEDRAL,EROSÃO,2018-06-13 00:00:00,2018-06-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SPA608/270,"1,791",SUL,61,PRESIDENTE PRUDENTE,PIQUEROBI,EROSÃO,2018-06-13 00:00:00,2018-06-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"635,420",LESTE,148,PRESIDENTE PRUDENTE,CAIUA,EROSÃO,2018-06-13 00:00:00,2018-06-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"571,480",LESTE,123,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,EROSÃO,2018-06-12 00:00:00,2018-06-12 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L16-CART,SP270,"597,600",LESTE,152,PRESIDENTE PRUDENTE,SANTO ANASTACIO,EROSÃO,2018-06-12 00:00:00,2018-06-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"597,600",OESTE,183,PRESIDENTE PRUDENTE,SANTO ANASTACIO,EROSÃO,2018-06-12 00:00:00,2018-06-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L28-ENTREVIAS,SP333,"423,300",OESTE,26221,MARÍLIA,TARUMA,QUEDA DE TALUDE,2018-06-12 00:00:00,2018-06-12 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L01-AUTOBAN,SP330,"89,800",NORTE,175,CAMPINAS,CAMPINAS,EROSÃO,2018-06-11 00:00:00,2018-06-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP310,"351,500",SUL,1494,SÃO JOSÉ DO RIO PRETO,SANTA ADELIA,EROSÃO,2018-06-11 00:00:00,2018-06-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP127,"12,200",SUL,162,CAMPINAS,PIRACICABA,EROSÃO,2018-06-11 00:00:00,2018-06-11 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L25-SPMAR,SP021,"128,100",EXTERNO,85,REG. METROPOLITANA SÃO PAULO,ARUJA,EROSÃO,2018-06-11 00:00:00,2018-06-11 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L28-ENTREVIAS,SP333,"427,000",OESTE,26057,MARÍLIA,TARUMA,EROSÃO,2018-06-11 00:00:00,2018-06-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP075,"65,700",NORTE,43,CAMPINAS,CAMPINAS,EROSÃO,2018-06-10 00:00:00,2018-06-10 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L19-VIARONDON,SP300,"576,800",OESTE,43,ARAÇATUBA,VALPARAISO,EROSÃO,2018-06-10 00:00:00,2018-06-10 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP127,"5,500",SUL,97,CAMPINAS,RIO CLARO,EROSÃO,2018-06-09 00:00:00,2018-06-09 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L16-CART,SP270,"560,400",LESTE,104,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,EROSÃO,2018-06-09 00:00:00,2018-06-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SP255,"296,500",SUL,1342,ITAPEVA,ITAI,EROSÃO,2018-06-09 00:00:00,2018-06-09 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L16-CART,SP270,"494,000",OESTE,85,PRESIDENTE PRUDENTE,RANCHARIA,EROSÃO,2018-06-08 00:00:00,2018-06-08 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"393,560",OESTE,96,MARÍLIA,SALTO GRANDE,EROSÃO,2018-06-08 00:00:00,2018-06-08 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"393,900",OESTE,97,MARÍLIA,SALTO GRANDE,EROSÃO,2018-06-08 00:00:00,2018-06-08 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"4,000",LESTE,56,CAMPINAS,CAMPINAS,EROSÃO,2018-06-08 00:00:00,2018-06-08 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L29-VIAPAULISTA,SPA198/255,"0,300",LESTE,1210,SOROCABA,SAO MANUEL,EROSÃO,2018-06-08 00:00:00,2018-06-08 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L08-CENTROVIAS,SP225,"205,650",OESTE,655,BAURU,PEDERNEIRAS,EROSÃO,2018-06-07 00:00:00,2018-06-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L10-AUTOVIAS,SP334,"371,000",NORTE,1031,FRANCA,BATATAIS,EROSÃO,2018-06-07 00:00:00,2018-06-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP075,"65,700",SUL,94,CAMPINAS,CAMPINAS,EROSÃO,2018-06-07 00:00:00,2018-06-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP127,"95,550",NORTE,145,SOROCABA,CERQUILHO,EROSÃO,2018-06-07 00:00:00,2018-06-07 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L16-CART,SP270,"538,950",OESTE,146,PRESIDENTE PRUDENTE,REGENTE FEIJO,EROSÃO,2018-06-07 00:00:00,2018-06-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP160,"28,500",NORTE,76,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,EROSÃO,2018-06-07 00:00:00,2018-06-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP127,"63,150",NORTE,68,SOROCABA,TIETE,EROSÃO,2018-06-06 00:00:00,2018-06-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"278,150",LESTE,75,SOROCABA,SAO MANUEL,EROSÃO,2018-06-06 00:00:00,2018-06-06 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L10-AUTOVIAS,SP255,"54,500",SUL,641,CENTRAL,SANTA LUCIA,EROSÃO,2018-06-05 00:00:00,2018-06-05 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP075,"65,700",NORTE,163,CAMPINAS,CAMPINAS,EROSÃO,2018-06-05 00:00:00,2018-06-05 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP225,"278,000",OESTE,72,BAURU,PAULISTANIA,EROSÃO,2018-06-05 00:00:00,2018-06-05 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SPA608/270,"0,750",SUL,141,PRESIDENTE PRUDENTE,PIQUEROBI,EROSÃO,2018-06-05 00:00:00,2018-06-05 00:00:00,SEM INTERDIÇÃO,NENHUM
L08-CENTROVIAS,SP225,"161,650",LESTE,348,BAURU,DOIS CORREGOS,EROSÃO,2018-06-04 00:00:00,2018-06-04 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L09-TRIÂNGULO,SP326,"298,500",SUL,382,CENTRAL,MATAO,QUEDA DE TALUDE,2018-06-04 00:00:00,2018-06-04 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP127,"59,180",SUL,96,CAMPINAS,RIO DAS PEDRAS,EROSÃO,2018-06-04 00:00:00,2018-06-04 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L21-TIETÊ,SP300,"166,150",OESTE,73,SOROCABA,JUMIRIM,EROSÃO,2018-06-04 00:00:00,2018-06-04 00:00:00,SEM INTERDIÇÃO,NENHUM
L28-ENTREVIAS,SP333,"449,000",OESTE,25016,MARÍLIA,FLORINEA,QUEDA DE TALUDE,2018-06-04 00:00:00,2018-06-04 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L28-ENTREVIAS,SP266,"494,400",OESTE,25093,MARÍLIA,FLORINEA,EROSÃO,2018-06-04 00:00:00,2018-06-04 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SP255,"295,700",SUL,475,ITAPEVA,ITAI,EROSÃO,2018-06-04 00:00:00,2018-06-04 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L01-AUTOBAN,SP330,"27,000",SUL,35,REG. METROPOLITANA SÃO PAULO,SAO PAULO,EROSÃO,2018-06-03 00:00:00,2018-06-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP330,"205,400",SUL,334,CAMPINAS,PIRASSUNUNGA,EROSÃO,2018-06-03 00:00:00,2018-06-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP055,"256,000",LESTE,75,SANTOS,SANTOS,ALAGAMENTO,2018-06-03 00:00:00,2018-06-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SP255,"335,100",SUL,347,ITAPEVA,CORONEL MACEDO,EROSÃO,2018-06-03 00:00:00,2018-06-03 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L08-CENTROVIAS,SP225,"230,700",OESTE,138,BAURU,BAURU,EROSÃO,2018-06-02 00:00:00,2018-06-02 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L16-CART,SP270,"646,360",OESTE,42,PRESIDENTE PRUDENTE,PRESIDENTE EPITACIO,EROSÃO,2018-06-02 00:00:00,2018-06-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"585,010",OESTE,73,PRESIDENTE PRUDENTE,PRESIDENTE BERNARDES,EROSÃO,2018-06-02 00:00:00,2018-06-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L23-LESTE PAULISTA,SP070,"52,500",OESTE,139,REG. METROPOLITANA SÃO PAULO,MOGI DAS CRUZES,QUEDA DE TALUDE,2018-06-02 00:00:00,2018-06-02 00:00:00,SEM INTERDIÇÃO,NENHUM
