PERIODO,KM,severidade,risco_previsto
2025-08,235,0.0,0.5282118698935311
2025-02,174,0.0,0.5281416193747441
2025-06,155,0.0,0.5279859885371794
2025-09,246,2.0,0.5279840194849698
2025-09,168,0.0,0.527889078001314
2025-10,221,0.0,0.5278040583804592
2025-09,190,1.0,0.5277417786598256
2025-09,326,0.0,0.5276132477284715
2025-06,279,0.0,0.5275913401646819
2025-10,266,0.0,0.5274966044180259
2025-02,301,0.0,0.5273558825459365
2025-12,169,0.0,0.5269838487635589
2025-10,388,0.0,0.5266371684248149
2025-04,239,0.0,0.5263175018058184
2025-04,183,0.0,0.5259767138953638
2025-09,199,0.0,0.5259268010331122
2025-08,296,0.0,0.5256646443027294
2025-11,9,0.0,0.5255250798862954
2025-11,235,0.0,0.5253760635476085
2025-11,204,0.0,0.5249992135982547
2025-06,326,0.0,0.5246223180253973
2025-12,228,2.0,0.524534153589815
2025-11,192,0.0,0.5245144303358275
2025-04,200,0.0,0.5241479786304258
2025-10,8,0.0,0.5239465224673555
2025-06,302,0.0,0.5236773742810465
2025-07,193,0.0,0.5234969293285952
2025-07,8,0.0,0.523359610562061
2025-11,181,0.0,0.5232509180327278
2025-04,167,0.0,0.523152569209858
2025-12,229,0.0,0.5230651308985984
2025-11,169,0.0,0.5230540055373619
2025-05,158,0.0,0.5229184793274814
2025-03,179,0.0,0.522229005178874
2025-06,162,0.0,0.5221211922641129
2025-05,323,0.0,0.5218066838927496
2025-03,196,0.0,0.5216221914349792
2025-04,199,0.0,0.5215201161634283
2025-07,183,0.0,0.521449808546943
2025-09,281,0.0,0.5212442797755845
2025-09,177,1.0,0.5211987288821611
2025-10,168,0.0,0.5209993760458002
2025-10,242,0.0,0.5206291877415464
2025-10,212,0.0,0.5205521498292812
2025-11,232,0.0,0.5204487497158232
2025-02,181,0.0,0.5204099891161915
2025-09,280,0.0,0.5203320749400708
2025-04,294,0.0,0.5197013309885958
2025-07,297,0.0,0.5194846972158772
2025-06,330,0.0,0.5194121781407449
2025-01,281,0.0,0.5193361041567196
2025-08,212,0.0,0.5193113093817552
2025-01,206,1.0,0.5192969761692655
2025-12,206,0.0,0.5190665639181772
2025-11,221,0.0,0.5190254407003998
2025-08,365,0.0,0.5189894505883139
2025-11,197,0.0,0.5188231890903807
2025-07,255,0.0,0.5183859529510209
2025-03,222,0.0,0.5171838865892827
2025-08,220,0.0,0.5171794431603212
2025-04,292,0.0,0.5168504229149269
2025-12,200,0.0,0.5162116124380512
2025-01,235,0.0,0.5160648415721022
2025-09,193,5.0,0.515677784248212
2025-06,216,0.0,0.5156284518391605
2025-02,322,0.0,0.5156110961647343
2025-08,196,0.0,0.5155994346149726
2025-05,241,0.0,0.5155881634277323
2025-04,170,0.0,0.5155394168150442
2025-07,374,0.0,0.5154821417202888
2025-07,166,0.0,0.5152922493274807
2025-09,185,0.0,0.5148340893433335
2025-07,326,0.0,0.5146847888065573
2025-04,237,0.0,0.5146551093168243
2025-07,323,3.0,0.5144016734547605
2025-10,9,0.0,0.5143645850232932
2025-04,184,1.0,0.5139589363535848
2025-07,9,0.0,0.5137776731179988
2025-03,235,0.0,0.5134567473714325
2025-03,160,0.0,0.5129227381565232
2025-02,323,1.0,0.5128941445877543
2025-08,273,0.0,0.5128664166582478
2025-11,177,0.0,0.5127250918544525
2025-11,349,0.0,0.512632903932083
2025-02,281,0.0,0.5126092296900634
2025-06,301,0.0,0.5124987528855031
2025-08,160,0.0,0.5123521624285271
2025-09,372,0.0,0.5123308253783793
2025-10,209,0.0,0.5123012684006011
2025-08,9,0.0,0.512039419252718
2025-01,322,0.0,0.5119531436429517
2025-08,158,0.0,0.5118441918287275
2025-08,154,0.0,0.5117246449464604
2025-06,376,1.0,0.5117212611788883
2025-06,176,0.0,0.511497929117449
2025-04,240,0.0,0.5114124705156181
2025-04,370,0.0,0.511192575129673
2025-04,168,0.0,0.5108953416026801
2025-06,192,0.0,0.5102313869891238
2025-06,265,0.0,0.5100517585726958
2025-01,158,0.0,0.5096894555718522
2025-05,199,0.0,0.5096247322314481
2025-05,281,0.0,0.5093644377837026
2025-06,158,0.0,0.5092005104182123
2025-02,403,0.0,0.5089414477063524
2025-12,208,0.0,0.5085291359567017
2025-09,154,0.0,0.5078504136210542
2025-07,328,0.0,0.5071066316789036
2025-11,160,0.0,0.5067626328860761
2025-03,170,0.0,0.5066465961669048
2025-06,197,0.0,0.5065367836314596
2025-09,160,0.0,0.5065116251157235
2025-02,170,0.0,0.5064999214594362
2025-08,231,0.0,0.5063724525673589
2025-05,176,0.0,0.5061925422503698
2025-04,388,0.0,0.5059505941209771
2025-12,291,0.0,0.5053162257788156
2025-08,207,0.0,0.5051928735317647
2025-11,326,7.0,0.5051053719910624
2025-08,229,0.0,0.5049768650499317
2025-11,174,0.0,0.5046032395953808
2025-09,242,0.0,0.5041896019831379
2025-06,229,0.0,0.504146422007935
2025-04,245,0.0,0.5041426387584588
2025-05,224,0.0,0.5041271973609733
2025-05,160,0.0,0.5040883972702316
2025-12,212,2.0,0.5038813051305755
2025-01,228,0.0,0.5037085141431813
2025-06,323,0.0,0.5033871831758973
2025-03,216,0.0,0.5033825837575508
2025-10,290,0.0,0.5028152491748696
2025-06,224,0.0,0.5026596130454012
2025-05,403,0.0,0.5024616433503329
2025-06,403,0.0,0.5021394909876087
2025-04,231,0.0,0.5020419278960175
2025-09,332,0.0,0.501909010553878
2025-10,169,0.0,0.5019078952803963
2025-12,187,0.0,0.5018322259880964
2025-07,158,0.0,0.5015666548019284
2025-09,298,0.0,0.5014549075650732
2025-03,174,0.0,0.5014526391480026
2025-07,224,0.0,0.5013412458428107
2025-08,216,0.0,0.5006720098785878
2025-12,261,0.0,0.5005934947534059
2025-05,161,0.0,0.5001055180488279
2025-09,159,0.0,0.5000429177447944
2025-03,294,1.0,0.5000314814141463
2025-04,158,0.0,0.4999234908547676
2025-01,285,0.0,0.4997897259812719
2025-10,232,0.0,0.4993253589772161
2025-07,206,1.0,0.499114705752533
2025-07,267,0.0,0.4990840617965931
2025-02,191,0.0,0.49900056252386693
2025-06,156,0.0,0.49889819607364916
2025-09,200,0.0,0.49884795931725073
2025-08,259,0.0,0.49854334770992587
2025-03,158,0.0,0.4980641905787509
2025-08,224,0.0,0.4978947749280351
2025-07,176,0.0,0.49780251712759094
2025-09,266,2.0,0.497714451693674
2025-08,268,0.0,0.4975606755295752
2025-09,211,0.0,0.4974760389139554
2025-06,187,0.0,0.4972510558297965
2025-12,183,0.0,0.4971947813421786
2025-08,264,0.0,0.49711745433108084
2025-12,210,1.0,0.4968348604318971
2025-04,222,0.0,0.496732334379041
2025-10,216,0.0,0.49643441769080965
2025-01,402,0.0,0.4964143554565734
2025-06,183,0.0,0.49597997783703596
2025-02,212,0.0,0.4958500621022258
2025-07,190,1.0,0.49519834175001803
2025-01,224,0.0,0.4951598583468708
2025-06,220,0.0,0.4951065655723233
2025-01,171,0.0,0.49487964704293247
2025-03,330,0.0,0.4935573430013781
2025-07,198,0.0,0.49324996986412756
2025-02,161,0.0,0.49280209154127824
2025-04,403,0.0,0.4923949686636401
2025-05,235,0.0,0.49235476752128216
2025-05,167,0.0,0.4919999907634978
2025-04,218,0.0,0.4919561827936319
2025-11,374,0.0,0.4919559601448698
2025-12,177,0.0,0.49173923032274763
2025-11,334,10.0,0.49153156871988196
2025-09,374,0.0,0.4914989044007826
2025-06,235,0.0,0.4910450869813895
2025-05,218,0.0,0.4908209393894431
2025-01,247,2.0,0.4907532758053914
2025-07,294,13.0,0.4906977722571574
2025-08,226,0.0,0.4904632636846987
2025-06,289,0.0,0.4903122065418239
2025-06,161,0.0,0.49019524946057075
2025-07,155,0.0,0.49009310180454607
2025-05,187,0.0,0.4899868422826128
2025-03,218,0.0,0.48991672485992593
2025-10,185,0.0,0.48987969149669913
2025-06,218,15.0,0.48975996007144645
2025-08,166,0.0,0.4896586491648074
2025-12,195,1.0,0.4895169659259504
2025-01,215,0.0,0.4894195404263316
2025-03,189,0.0,0.48921362619031117
2025-09,162,0.0,0.4891116740925564
2025-05,268,0.0,0.48891778043354955
2025-05,388,0.0,0.48879981682467216
2025-03,161,0.0,0.4887896052795513
2025-11,274,0.0,0.48878588337826173
2025-01,225,0.0,0.48833107315988417
2025-10,332,0.0,0.48807008813646163
2025-06,241,0.0,0.4880502617643782
2025-10,204,0.0,0.4879314181416472
2025-01,199,0.0,0.48771482264309773
2025-10,160,0.0,0.48696911602261345
2025-09,236,0.0,0.486402472407716
2025-11,303,1.0,0.4862725494605052
2025-09,208,1.0,0.48625320828389507
2025-04,267,2.0,0.4860102708838182
2025-04,161,0.0,0.4858669522361424
2025-05,172,0.0,0.48550308164169914
2025-03,215,0.0,0.48546714646799516
2025-04,196,0.0,0.4854067903350328
2025-02,285,0.0,0.4853135377867293
2025-09,204,0.0,0.48526429301308605
2025-07,187,0.0,0.4850286048013311
2025-07,292,0.0,0.48489584583706974
2025-04,198,0.0,0.48473857902779094
2025-04,374,0.0,0.4845678359752879
2025-05,275,0.0,0.4843629416446911
2025-02,189,0.0,0.4843541546047526
2025-11,238,0.0,0.4840340146127458
2025-01,388,1.0,0.48401567014688124
2025-05,221,0.0,0.4836092534308557
2025-03,210,0.0,0.48333471357201413
2025-12,179,0.0,0.4832091378739253
2025-02,215,0.0,0.4831784046534628
2025-01,302,0.0,0.4825136188235649
2025-06,231,0.0,0.4824342422051323
2025-01,172,0.0,0.4822904409407456
2025-05,183,0.0,0.48225004169905333
2025-08,162,0.0,0.4821637115175143
2025-09,235,0.0,0.4821547331125271
2025-06,228,0.0,0.48195348109946734
2025-01,181,0.0,0.48168339657683623
2025-12,168,0.0,0.48142904234662637
2025-06,204,0.0,0.48102130497797263
2025-02,294,0.0,0.4808306617863092
2025-08,342,0.0,0.4804687623444526
2025-08,284,0.0,0.48022427464364675
2025-10,355,0.0,0.4801129238851962
2025-02,246,16.0,0.4800116268678639
2025-08,298,0.0,0.47999531808145
2025-02,164,0.0,0.47970486470596996
2025-11,444,0.0,0.47969268953439703
2025-09,278,0.0,0.4796626257317863
2025-04,215,0.0,0.4792818500954197
2025-10,370,0.0,0.4792036853671082
2025-12,164,1.0,0.47890696103319846
2025-03,191,2.0,0.47888203350510705
2025-05,231,0.0,0.47886567535022606
2025-11,257,0.0,0.4788007215196548
2025-08,326,0.0,0.47844579330809167
2025-01,170,0.0,0.47774142547760046
2025-11,273,0.0,0.47752986687627536
2025-05,175,0.0,0.47749487224766535
2025-01,292,0.0,0.47747279313533847
2025-12,204,0.0,0.47713027276465053
2025-01,161,0.0,0.4769767468748525
2025-11,403,0.0,0.4769395476117429
2025-04,160,0.0,0.4769202911159184
2025-07,204,0.0,0.4768694890982694
2025-09,388,0.0,0.4766847693116734
2025-02,224,0.0,0.4765435901408527
2025-09,302,0.0,0.47639748098070434
2025-02,268,1.0,0.4762542440896755
2025-04,190,0.0,0.47611755905181424
2025-04,281,0.0,0.4760929207575289
2025-07,220,0.0,0.4759683133504332
2025-02,388,1.0,0.4755860110822734
2025-04,330,0.0,0.4755186404971246
2025-01,216,0.0,0.4751953618710869
2025-11,213,1.0,0.4750268643765172
2025-03,172,0.0,0.47486853464275314
2025-01,164,0.0,0.47478942727172213
2025-06,306,0.0,0.4747076236329261
2025-05,210,0.0,0.4744892004050949
2025-07,221,13.0,0.47445888620196314
2025-05,370,0.0,0.4744461512813823
2025-02,167,1.0,0.47444561196133855
2025-11,332,0.0,0.473966616415597
2025-08,241,0.0,0.4739489484399847
2025-04,285,0.0,0.473754074429137
2025-08,328,0.0,0.47359779680831254
2025-11,370,0.0,0.4734706240018014
2025-10,156,0.0,0.4729573290263469
2025-05,225,0.0,0.47293780588258594
2025-11,291,0.0,0.47289707765256084
2025-03,370,0.0,0.47275447392451925
2025-02,235,0.0,0.472457322244169
2025-09,345,0.0,0.47240867688811083
2025-12,205,0.0,0.47213686027069857
2025-11,241,0.0,0.4719881244354653
2025-10,174,0.0,0.47193580765148296
2025-07,230,0.0,0.4719305600281537
2025-05,164,0.0,0.47185338355294076
2025-11,156,0.0,0.4713635924538357
2025-03,221,0.0,0.4709426717944662
2025-12,236,0.0,0.4703582082563947
2025-08,288,0.0,0.4700975364713394
2025-12,158,0.0,0.4697771100039585
2025-06,160,0.0,0.46976342653030406
2025-01,250,0.0,0.4694576777134498
2025-12,209,0.0,0.46936435244828983
2025-11,270,0.0,0.4692424274494425
2025-06,195,0.0,0.4692248167229687
2025-04,221,0.0,0.46907794541239867
2025-06,292,2.0,0.4686893918773854
2025-07,241,0.0,0.46835091703570003
2025-06,214,0.0,0.46768458235775995
2025-10,226,5.0,0.4676209913538717
2025-04,176,0.0,0.46737737271944285
2025-05,192,0.0,0.46736181541424016
2025-02,229,0.0,0.4672144007109715
2025-01,236,0.0,0.46720702896045935
2025-07,303,0.0,0.467176488057979
2025-05,280,0.0,0.46679745398176314
2025-12,366,0.0,0.4666344058599316
2025-11,275,0.0,0.4666168620563847
2025-12,268,0.0,0.4665789393626736
2025-01,212,0.0,0.46657394688076237
2025-03,224,0.0,0.46645294111019664
2025-08,223,0.0,0.4663083921064167
2025-10,181,0.0,0.465933652510824
2025-11,178,0.0,0.46589726078461213
2025-09,216,0.0,0.46540026315305466
2025-01,217,0.0,0.46539705452167895
2025-10,241,0.0,0.46533811319417645
2025-10,238,0.0,0.4651891219692407
2025-07,196,0.0,0.4651822000049808
2025-04,228,0.0,0.46482549886806274
2025-05,196,0.0,0.4647127578379067
2025-12,240,0.0,0.46467588629224676
2025-06,388,0.0,0.4646215482233609
2025-01,168,0.0,0.46450114916462576
2025-01,166,0.0,0.4644141178677209
2025-12,280,0.0,0.46414394661596126
2025-06,332,0.0,0.46399869206415756
2025-06,210,1.0,0.4639925625120711
2025-01,191,0.0,0.46382801774356364
2025-03,171,19.0,0.4637850995379835
2025-05,228,0.0,0.46376101585807705
2025-03,164,0.0,0.46373104968618434
2025-03,236,0.0,0.463704454648011
2025-02,216,0.0,0.46354553423335626
2025-06,291,0.0,0.4630800255606344
2025-02,227,0.0,0.4627477176317557
2025-09,187,0.0,0.46263717384488035
2025-04,162,0.0,0.4625021946349922
2025-09,227,0.0,0.46249440361607036
2025-04,164,0.0,0.4624778414694881
2025-09,272,0.0,0.4621951580986307
2025-05,257,0.0,0.4617481890809576
2025-06,325,0.0,0.461443314876467
2025-02,199,0.0,0.4611054527801366
2025-07,235,0.0,0.46108630154585717
2025-07,281,2.0,0.46093680763124184
2025-10,326,0.0,0.46093305452828803
2025-05,204,0.0,0.4608989532901023
2025-04,195,0.0,0.46077298866139926
2025-01,291,0.0,0.46071974489933964
2025-01,255,0.0,0.4604257348137454
2025-02,168,0.0,0.4602225740037079
2025-01,221,0.0,0.4601050768409934
2025-07,234,0.0,0.4597519082280324
2025-10,261,0.0,0.45973602581104056
2025-03,301,0.0,0.4596806925347684
2025-05,330,0.0,0.4595190169772265
2025-03,199,2.0,0.4594987962547528
2025-11,164,1.0,0.45939912810482925
2025-09,196,0.0,0.4592532284998031
2025-10,303,0.0,0.45875618064035817
2025-02,228,0.0,0.45851727244536
2025-05,230,0.0,0.4584349285713694
2025-07,291,0.0,0.458280634773232
2025-01,189,0.0,0.458083606141943
2025-05,434,0.0,0.45780157144335965
2025-04,298,0.0,0.4573908025807097
2025-02,325,1.0,0.4571214627875363
2025-12,242,0.0,0.4567481891483008
2025-05,362,0.0,0.4562696584103119
2025-02,155,0.0,0.4559395650115682
2025-09,293,0.0,0.45587112670283675
2025-10,338,0.0,0.45551723670662314
2025-07,160,0.0,0.45538331052512165
2025-11,217,0.0,0.455273424130301
2025-10,285,0.0,0.4552594373012713
2025-07,214,0.0,0.45512829467699334
2025-10,229,0.0,0.4551044374166812
2025-03,228,0.0,0.45454547230119813
2025-06,434,0.0,0.4543511025434357
2025-12,176,0.0,0.4541735988791054
2025-07,168,1.0,0.45409850528286905
2025-02,158,0.0,0.45396774338258344
2025-07,236,3.0,0.45393209311983523
2025-08,362,1.0,0.4538672888491552
2025-02,236,0.0,0.4537100952352944
2025-02,179,1.0,0.45368514090149764
2025-07,325,0.0,0.45360358049304345
2025-12,226,0.0,0.45335740150072673
2025-12,221,0.0,0.45322531005387945
2025-04,235,1.0,0.4528162959691091
2025-08,291,0.0,0.4524267428253879
2025-05,306,0.0,0.45235712541580403
2025-08,249,0.0,0.4523220326494318
2025-07,159,0.0,0.4522438147258147
2025-09,173,0.0,0.4521013957190374
2025-10,240,0.0,0.4518638948375204
2025-03,176,0.0,0.45178685239877225
2025-08,262,0.0,0.4512980671090152
2025-02,292,0.0,0.45122990770793076
2025-05,286,0.0,0.4508442262189369
2025-09,420,0.0,0.4507654647969352
2025-04,210,0.0,0.4506247526379968
2025-05,365,0.0,0.45054139295168055
2025-01,274,0.0,0.45039534341893267
2025-02,207,0.0,0.4503117542160263
2025-01,350,0.0,0.4498482933924693
2025-07,162,0.0,0.4495597425557726
2025-07,216,0.0,0.449244680909494
2025-06,383,0.0,0.44920674750323664
2025-11,387,0.0,0.4491677394728116
2025-05,205,0.0,0.44883711491906575
2025-12,254,0.0,0.44875388667253374
2025-04,377,0.0,0.448723994256397
2025-08,174,0.0,0.44868231004042797
2025-08,355,0.0,0.4486119822814439
2025-07,388,0.0,0.448611100015323
2025-10,243,0.0,0.448409763486245
2025-12,295,0.0,0.4483429497314782
2025-10,227,0.0,0.44816090127381747
2025-08,172,0.0,0.4475151528420095
2025-08,175,13.0,0.4475151528420095
2025-08,252,0.0,0.44742641763390745
2025-08,237,0.0,0.44737154996217254
2025-10,235,0.0,0.44720128746595905
2025-09,214,0.0,0.4469688763617141
2025-11,211,0.0,0.4469288837677696
2025-06,272,0.0,0.4466905219428143
2025-11,224,0.0,0.44665432871523625
2025-01,155,0.0,0.44653888607455855
2025-11,230,0.0,0.4465092718627274
2025-01,167,0.0,0.44605329730636123
2025-09,291,0.0,0.4458508037951585
2025-05,159,0.0,0.4457015150640544
2025-10,443,0.0,0.4456714408782432
2025-05,233,0.0,0.44555255007297995
2025-09,265,0.0,0.4454914191050656
2025-11,366,0.0,0.44503729467037084
2025-12,292,0.0,0.4445989162507761
2025-10,385,0.0,0.44456045852695725
2025-06,370,2.0,0.4445263981264867
2025-10,211,0.0,0.4444254488865391
2025-06,269,0.0,0.4442452775556699
2025-11,259,0.0,0.4437382256775589
2025-07,370,0.0,0.443717180953512
2025-05,181,0.0,0.4432634204452674
2025-12,222,0.0,0.44317145711723005
2025-06,196,1.0,0.443076621594134
2025-03,403,0.0,0.44303013890207554
2025-05,272,0.0,0.44277019282396546
2025-05,285,0.0,0.442750879648446
2025-08,167,0.0,0.4425097005351501
2025-09,226,1.0,0.4424800648038486
2025-12,227,0.0,0.442071285889337
2025-06,264,0.0,0.44205168729758504
2025-11,412,0.0,0.4416374647848582
2025-03,374,1.0,0.44155679450663493
2025-06,268,4.0,0.44140438395457726
2025-10,159,0.0,0.4413932392106896
2025-03,185,0.0,0.441317915266054
2025-06,200,1.0,0.4413100070921485
2025-12,162,0.0,0.4412436348922094
2025-04,205,0.0,0.44094678010668253
2025-12,350,0.0,0.4405672989974097
2025-10,236,0.0,0.44048709702457745
2025-05,200,0.0,0.4404301020116663
2025-04,268,0.0,0.44041435068908635
2025-06,350,0.0,0.43999308488800054
2025-08,161,5.0,0.4399223949103996
2025-11,286,0.0,0.4396605506263107
2025-07,228,0.0,0.43955019161535347
2025-03,229,0.0,0.4393320086965656
2025-05,294,0.0,0.4392665829076172
2025-10,272,0.0,0.4389947437668773
2025-06,274,2.0,0.43893414764178196
2025-04,224,0.0,0.43864333731427263
2025-06,362,0.0,0.43861069909250544
2025-05,383,0.0,0.4386057149210032
2025-09,178,0.0,0.4385763150108816
2025-07,161,0.0,0.43843377234594166
2025-10,328,0.0,0.43830366787665326
2025-01,342,0.0,0.4380574477497538
2025-10,381,0.0,0.43794943548136267
2025-02,267,4.0,0.4378015773172647
2025-10,217,0.0,0.4377102094471173
2025-06,285,0.0,0.43738596020325027
2025-07,195,1.0,0.437081229575076
2025-07,350,0.0,0.4362266391928726
2025-02,302,13.0,0.4361922681349977
2025-06,257,0.0,0.4361671180181077
2025-11,159,0.0,0.43616311018229686
2025-09,290,0.0,0.4361539881104784
2025-02,177,0.0,0.43612501370067064
2025-01,305,0.0,0.4356851798621483
2025-07,207,0.0,0.4356787843592087
2025-11,285,0.0,0.4352995365140167
2025-05,178,0.0,0.435268080323187
2025-03,175,0.0,0.4352471076040366
2025-07,342,0.0,0.43506938096880426
2025-07,305,0.0,0.43476487993956253
2025-08,233,0.0,0.43448750629447486
2025-06,185,2.0,0.4344585449300988
2025-04,178,0.0,0.433905507233567
2025-06,387,0.0,0.4337759794761943
2025-05,238,0.0,0.4337084878927891
2025-12,278,0.0,0.4336892782559605
2025-08,257,0.0,0.43364176680181055
2025-12,174,0.0,0.4332642402373304
2025-05,162,1.0,0.4330168343580562
2025-01,304,2.0,0.43280466258803074
2025-05,219,0.0,0.43277280528173656
2025-12,197,0.0,0.43272301108256106
2025-04,301,0.0,0.4323371435888306
2025-04,236,0.0,0.4322981715379565
2025-12,400,0.0,0.4322521329668939
2025-06,219,0.0,0.4321133565014098
2025-02,186,0.0,0.4319920886691335
2025-04,175,0.0,0.4319852143237323
2025-08,243,0.0,0.4319764488189631
2025-08,412,0.0,0.43158640898884854
2025-04,193,0.0,0.43146851010757964
2025-03,238,0.0,0.4314076531590995
2025-05,189,0.0,0.4313364131668667
2025-06,189,2.0,0.43132395975474225
2025-09,220,0.0,0.43110810860042403
2025-04,376,0.0,0.43101421849612254
2025-11,185,0.0,0.4308808340563797
2025-11,405,1.0,0.43073395824338184
2025-12,218,0.0,0.43058269082155215
2025-07,174,0.0,0.4304510980218754
2025-05,298,0.0,0.43035942772651536
2025-10,279,0.0,0.43028955604696295
2025-09,360,0.0,0.4301689519281134
2025-12,244,0.0,0.42978337185077625
2025-09,230,0.0,0.42976408305799124
2025-03,296,0.0,0.42971058969784015
2025-10,197,1.0,0.42936122958199946
2025-08,234,0.0,0.42922480440884314
2025-07,265,0.0,0.4290958257253592
2025-12,267,0.0,0.4287121490716628
2025-02,172,0.0,0.4285286222850978
2025-11,448,0.0,0.42847473184525353
2025-08,156,1.0,0.42842958344852883
2025-09,223,0.0,0.42840218456983736
2025-09,262,0.0,0.4283830098776638
2025-04,181,0.0,0.42830628926949144
2025-02,221,0.0,0.4281281165780592
2025-10,178,0.0,0.4281167017904926
2025-08,285,0.0,0.4279417241376651
2025-11,265,0.0,0.4278213080119553
2025-09,370,0.0,0.42758818802220566
2025-12,199,0.0,0.4271225252312512
2025-05,236,0.0,0.4270712475425231
2025-06,205,0.0,0.42703926496048505
2025-04,187,0.0,0.4269234005377019
2025-02,176,0.0,0.4268135887054574
2025-06,225,0.0,0.42673801137810435
2025-07,285,0.0,0.4264588403901074
2025-06,167,0.0,0.42641017376785384
2025-02,298,0.0,0.425898342053719
2025-09,240,0.0,0.4258257920866672
2025-08,403,0.0,0.42572429508975745
2025-02,159,0.0,0.42564337281346026
2025-12,160,0.0,0.42540258840227113
2025-06,238,0.0,0.4253346129425005
2025-08,292,0.0,0.42482139410751274
2025-04,204,0.0,0.4243805095780094
2025-12,335,0.0,0.4242443483028498
2025-09,285,1.0,0.424211927371827
2025-11,355,0.0,0.4236782524039811
2025-09,207,0.0,0.4236409109555078
2025-06,286,0.0,0.4234577259895916
2025-07,250,0.0,0.4232221986763421
2025-07,172,0.0,0.42301134606990665
2025-06,236,0.0,0.42295194187345464
2025-08,205,0.0,0.4229265617415601
2025-05,387,1.0,0.4228857020543851
2025-06,211,0.0,0.42263732023213463
2025-02,218,0.0,0.4225226574599077
2025-04,189,0.0,0.42232288961154635
2025-02,156,0.0,0.4220685348007999
2025-02,280,0.0,0.4220030117675112
2025-03,217,0.0,0.4219800282459664
2025-08,214,0.0,0.4214537949335434
2025-08,181,0.0,0.4213628732593721
2025-06,253,0.0,0.4210179449810413
2025-03,350,0.0,0.42099763248608063
2025-03,159,0.0,0.42086849614180527
2025-10,342,0.0,0.4206810461844233
2025-11,231,0.0,0.4206317555368065
2025-02,171,0.0,0.42035290551630716
2025-01,267,0.0,0.4202793446033475
2025-03,284,0.0,0.4201278290550342
2025-08,225,0.0,0.4200528307116453
2025-04,229,1.0,0.41993135046898095
2025-01,306,0.0,0.4198923156988182
2025-01,156,0.0,0.4197155669343428
2025-12,332,0.0,0.41968571879244876
2025-04,290,0.0,0.4196152092595218
2025-11,399,0.0,0.41947828384214475
2025-08,446,0.0,0.41914846718347276
2025-09,172,0.0,0.4189796869210561
2025-02,234,0.0,0.41896742137444837
2025-09,366,0.0,0.4189293593423976
2025-06,360,0.0,0.41877081101726304
2025-10,404,0.0,0.41857446512693214
2025-08,217,0.0,0.41838926592112996
2025-12,345,0.0,0.41784078562579025
2025-01,179,0.0,0.4177702139889874
2025-11,228,5.0,0.41776706143249065
2025-10,172,0.0,0.4177403317870552
2025-08,399,0.0,0.4175671821748859
2025-02,330,0.0,0.41748227453518555
2025-08,368,0.0,0.41736756030971983
2025-05,332,0.0,0.41736309615096673
2025-04,159,0.0,0.41729615883863225
2025-09,350,0.0,0.4169144639596131
2025-06,280,0.0,0.4168336066448216
2025-09,166,0.0,0.41640498337103016
2025-12,211,0.0,0.41628288347146986
2025-05,234,0.0,0.41626238742143945
2025-05,360,0.0,0.41622199990942227
2025-03,205,0.0,0.41605154414270173
2025-11,196,0.0,0.41575923144103544
2025-10,196,0.0,0.4156173369566073
2025-10,336,1.0,0.4154022115898738
2025-03,207,0.0,0.415385989102932
2025-10,257,0.0,0.41538105244375406
2025-08,367,0.0,0.4152598420924553
2025-07,167,0.0,0.41466406624707197
2025-06,217,0.0,0.41446937953899576
2025-05,195,0.0,0.4140992674213331
2025-01,159,0.0,0.41391546862689493
2025-07,175,0.0,0.4139069200821401
2025-01,294,0.0,0.4136916881516808
2025-12,159,0.0,0.41326167162971694
2025-09,257,0.0,0.4132478175146174
2025-12,216,0.0,0.4129237179870641
2025-01,257,0.0,0.412845631024366
2025-10,282,0.0,0.41259867194717353
2025-08,178,0.0,0.41255864510493967
2025-10,187,2.0,0.4122391734914031
2025-05,284,0.0,0.4121638725083133
2025-06,181,0.0,0.4115957532846054
2025-01,356,0.0,0.4113566858746689
2025-06,164,0.0,0.4108952087919654
2025-01,426,0.0,0.410767982549709
2025-11,336,0.0,0.4104993360425977
2025-06,207,0.0,0.4104445883340372
2025-01,330,0.0,0.4097765896291118
2025-06,221,0.0,0.40959778053654866
2025-03,234,0.0,0.4094606172027197
2025-08,219,0.0,0.4093912323506749
2025-11,251,0.0,0.4093726292051786
2025-09,237,0.0,0.4092451993382258
2025-11,267,0.0,0.4092443848021574
2025-06,342,0.0,0.4088108145033992
2025-05,217,0.0,0.40877778090076994
2025-10,271,0.0,0.4085663536791316
2025-05,278,0.0,0.4085436077456787
2025-09,268,0.0,0.4084656588875407
2025-11,331,0.0,0.40822253095971317
2025-11,344,0.0,0.40821085757052705
2025-07,330,0.0,0.4081349337481674
2025-01,376,1.0,0.4081201352170919
2025-12,220,0.0,0.4079747824688215
2025-06,234,0.0,0.4079566235132646
2025-09,167,0.0,0.40789288113422323
2025-12,238,0.0,0.4078282864893824
2025-11,335,0.0,0.4076552182755513
2025-05,342,0.0,0.4076382176437706
2025-12,232,1.0,0.4075988972028132
2025-09,441,0.0,0.40758637226636096
2025-03,154,7.0,0.4073549546291509
2025-03,219,0.0,0.4073200973510847
2025-01,301,5.0,0.4072081712413085
2025-02,213,0.0,0.40716836973719256
2025-11,280,0.0,0.407163887202582
2025-06,243,0.0,0.4071198966872281
2025-11,166,0.0,0.40705094399140807
2025-09,249,0.0,0.4069268730759785
2025-08,280,2.0,0.4068693223649469
